//Sentences
"B5-0347/ 2000 by Mr Collins, on behalf of the Union for a Europe of Nations Group;", "B5-0347 / 2000 av ledamoten Collins för Gruppen Unionen för nationernas Europa;"
"Business to business (B2B) events are a very efficient way to connect with other companies that might otherwise be difficult to identify.", "Business to business (B2B)-evenemang är ett mycket effektivt sätt att komma i kontakt med andra företag som annars skulle vara svåra att identifiera."
"Instead, it concerns regulations governing financial institutions and trade between companies (B2B).", "Direktivet är inte primärt ett skydd för medborgarna utan avser regleringar för finansiella institut och handel företag emellan (B2B)."
"B4-0831/98 by the ELDR Group-B4-0836/98 by the PSE Group-B4-0843/98 by the PPE Group", "B4-0831/98 av ELDR-gruppen-B4-0836/98 av PSE-gruppen-B4-0843/98 av PPE-gruppen"
"You will see the result of the calculation (16 percent of 150) in cell B4.", "Resultatet av beräkningen, nämligen 16 procent av 150 ser du som innehåll i cell B4."
"B4-0831/ 98 by the ELDR Group-B4-0836/ 98 by the PSE Group-B4-0843/ 98 by the PPE Group", "B4-0831 / 98 av ELDR-gruppen-B4-0836 / 98 av PSE-gruppen-B4-0843 / 98 av PPE-gruppen"
"B4, the quantity, is the variable in the formula which is replaced by the marked column values.", "B4, antalet, är formelns variabel som ersätts av de markerade kolumnvärdena."
"Click on cell B4, and then click at the end of the formula in the input line of the Formula bar.", "Klicka i cell B4 och sedan vid slutet av formeln på inmatningsraden på formellisten."
"The next item is questions to the Commission (B4-0260/98).", "Då är nästa punkt på föredragningslistan frågor till kommissionen (B4-0260/98)."
"They include heading B 4/3400, emergency aid to victims of disasters in the Community.", "Bland annat gäller det post B 4/3400 med namnet nödhjälp till offer för katastrofer i gemenskapen."
"The next item is questions to the Commission (B4-0901/97).", "Nästa punkt på föredragningslistan är frågor till kommissionen (B4-0901/97)."
"The next item is questions to the Commission (B4-0017/98).", "Nästa punkt på föredragningslistan är frågor till kommissionen (B4-0017/98)."
"The next item is questions to the Commission (B4-0705/98).", "Nästa punkt på föredragningslistan är frågor till kommissionen (B4-0705/98)."
"The next item is questions to the Commission (B4-0713/98).", "Nästa punkt på föredragningslistan är frågor till kommissionen (B4-0713/98)."
"The next item is questions to the Commission (B4-0004/99).", "Nästa punkt på föredragningslistan är frågor till kommissionen (B4-0004/99)."
"The next item is questions to the Commission (B4-0020/99).", "Nästa punkt på föredragningslistan är frågor till kommissionen (B4-0020/99)."
"The next item is questions to the Commission (B4-0144/99).", "Nästa punkt på föredragningslistan är frågor till kommissionen (B4-0144/99)."
"The next item is Question Time to the Council (B4-0019/97).", "Nästa punkt på föredragningslistan är frågestunden med rådet (B4-0019/97)."
"The next item is questions to the Commission (B4-0001/98).", "Nästa punkt på föredragningslistan är frågor till kommissionen (B-0001/98)."
"The proposal for a recommendation B4-1238/ 96 is extremely dangerous.", "Förslaget till rekommendation B4-1238 / 96 är ytterligt farligt."
"They include heading B 4/ 3400, emergency aid to victims of disasters in the Community.", "Bland annat gäller det post B 4 / 3400 med namnet nödhjälp till offer för katastrofer i gemenskapen."
"The next item is Question Time to the Commission (B4-1002/97).", "Nästa punkt på föredragningslistan är frågor till rådet (B4-1002/97)."
"The proposal for a recommendation B4-1238/96 is extremely dangerous.", "Förslaget till rekommendation B4-1238/96 är ytterligt farligt."
"In ionad na dátaí 2012 - 2015 ba chóir go mbeadh na dátaí 2009 - 2012, in (a) agus (b).", "In ionad na dátaí 2012 - 2015 ba chóir go mbeadh na dátaí 2009 - 2012, in (a) agus (b)."
"And this plane, the model, BA146, which was run by FAAM, normally flies 120 to 130 people.", "Detta plan, modellen, BA146, som sköttes av FAAM, flyger normalt 120 till 130 personer."
"Many involved in the issue believe that a figure of 33 dBA would be more appropriate.", "Många bedömare anser att 33 dBA skulle vara en lämpligare gräns."
"Instead, Syria has promoted through its pan-Arab Ba’athist doctrine a ‘greater Syria’ concept.", "Tvärtom har Syrien genom sin panarabiska Baath-regim främjat ett koncept för ett större Syrien."
"BA (Social Anthropology), Linköping University, 2001", "Filosofie doktorsexamen vid Tema hälsa och samhälle, Linköpings universitet (2008)"
"And I rang Sir Bob Ayling, who was CEO of BA at the time, and said, "Mate, we've got this invitation.", "Så jag ringde Sir Bob Ayling, som då var vd för BA, och sa: "vännen, vi har fått den här invitationen."
"The maximum allowed sound level lies today between 74 dBA for passenger cars and 80 dBA for heavy trucks.", "De högsta tillåtna ljudnivåerna ligger i dag på mellan 74 dBA för passagerarbilar och 80 dBA för tunga lastbilar."
"BA (1977) and PhD in New Testament Exegetics (1989) at Lund University.", "Fil kand (1977) och teol."
"I refer in particular to Amendments Nos 55 ba and 55 bb.", "Jag nämner framför allt 55 ba och 55 bb."
"I have no brief for the Ba'athist regime ...", "Jag har inget till övers för Baathregimen ..."
"In the UK there is a limit of 43 dBA.", "I Storbritannien finns en bullergräns på 43 dBA."
"Amadou Hampâté Bâ, a Malian intellectual, said: 'In Africa, when an old person dies, it is a library that burns'.", "Amadou Hampâté Bâ, en malisk intellektuell, har sagt att ”när en gammal människa dör i Afrika är det ett bibliotek som bränns ned”."
"Use this command to create a new line object or Bézier curve from selected lines, parts of lines or BÃ©zier curves.", "Med det här kommandot skapar du ett nytt linjeobjekt eller en ny Bézierkurva av markerade linjer, delar av linjer eller Bézierkurvor."
"Reports are reaching me from Iraq about contacts between leading representatives of the Ba'ath regime and the Iraqi opposition.", "Från Irak har jag fått uppgifter om kontakter mellan framstående företrädare för Baathregimen och den irakiska oppositionen."
"B.A. (Bachelor of Arts)", "fil.kand./FK (filosofie kandidat)"
"Among the blessed, he mentions Ryanair, now the most profitable airline in Europe, more profitable as a percentage of turnover than the giant BA.", "Bland dem han nämnde var Ryan Air, nu det mest lönsamma flygbolaget i Europa, mer lönsamt i procent av omsättning än jätten BA."
"– Mr President, unfortunately the hopes cultivated even about the recent conference of the Ba'ath party in Syria have quickly been dashed.", "– Herr talman! Tyvärr har de förhoppningar som även uppstod kring den senaste konferensen för Baathpartiet i Syrien snabbt grusats."
"Is it the Ba'ath Party?", "Är det baath-partiet?"
"That is a minimum requirement: to try to reach the target of noise reduction of, at best, -14 dBA, but at the very least, -10 dBA reduction at source.", "Detta är minimikraven: att försöka att nå målet för bullerminskningen på, som bäst, - 14 dBA, men åtminstone -10 dBA minskning vid källan."
"The consultation proposes reduction of around 4 dBA for passenger car tyres and 6 dBA for commercial vehicle tyres: it is quite considerable.", "Till följd av samrådet föreslås en minskning på omkring 4 dBA för däck på passagerarbilar och 6 dBA för däck på kommersiella fordon, och det är mycket."
"The BAC is an advisory committee to the Commission, bringing together banking supervisors and regulators.", "Rådgivande bankrörelsekommittén är en rådgivande kommitté som lyder under kommissionen, i vilken personer som utövar banktillsyn sammanträder."
"I also support the recommendations that the limit for blood alcohol content (BAC) should be set as close to 0.00% as possible, especially for new drivers.", "Jag stöder också rekommendationerna om att gränsen för blodets alkoholkoncentration bör ligga så nära en nollpromillegräns som möjligt, särskilt för oerfarna förare."
"Furthermore, the Council would like to inform the honourable Member that it does not have any information on how many Member States have introduced the aforementioned BAC levels so far.", "Rådet vill också informera parlamentsledamoten om att rådet saknar information om hur många medlemsstater som hittills har infört nämnda gräns för alkoholkoncentration i blodet."
"more_vert open_in_new Link to statmt.org warning Request revision Det finns ett talesätt som säger att när man är på bal, så skall man dansa.", "dance."
"more_vert open_in_new Link to statmt.org warning Request revision Det finns ett talesätt som säger att när man är på bal, så skall man dansa.", "expand_more Mr President, Mr President-in-Office, there is a saying which says that if you are at the ball, you must dance."
