//Sentences
"Mr President, I shall refer to five reports - and two minutes times five makes ten!", "Herr talman! Jag hänvisar till fem områden - gånger två minuter blir det tio!"
"Allow me to share with you some thoughts on the challenges we are facing.", "Tillåt mig att med er dela några tankar om de utmaningar vi står inför."
"You can't share until you show us that you're not sharing something we don't like.", "Du kan inte dela med dig förrän du har visat oss att du inte delar något som vi inte tycker om."
"Now there is a million things I could share with you about the mechanics here.", "Och använda den till att samla människor som vill prata om något."
"I would now like to share with you some of the details of the content of the proposals.", "Vad är innehållet i våra förslag? Jag skall ge några konkreta exempel."
"Yet I must share with you my preoccupation with recent developments.", "Trots detta måste jag säga er att jag är oroad över den senaste händelseutvecklingen."
"Now I want to share with you three things I learned about myself that day.", "Jag skulle vilja dela med mig av tre saker jag lärde mig den dagen."
"And I would like to share with you some of the bits of the conversation that we started with.", "Och jag skulle vilja dela med mig av några bitar av konversationen som vi utgick ifrån."
"Firstly, of course, I should like to share with you my profound concern about the situation.", "Först vill jag naturligtvis dela min djupa oro över situationen med er."
"I want to share with you some ideas about the secret power of time, in a very short time.", "Jag skulle vilja dela med mig av några tankar om tidens mystiska förmåga på väldigt kort tid."
"I would like to share with you three concerns, and put to you two questions.", "Jag skulle vilja nämna tre orosmoment och ställa två frågor."
"I think Parliament should revise its view of how this matter should be dealt with.", "Jag anser att parlamentet bör ändra sin syn på hur man ska behandla detta ärende."
"This is a national matter and not something which should be dealt with at EU level.", "Det är en nationell angelägenhet och inte något som skall föras upp på EU-nivå."
"Such matters should be dealt with internally by the individual Member States.", "Sådana ärenden borde hellre hanteras internt av de enskilda medlemsstaterna."
"I do not believe this to be the arena where these issues should be dealt with.", "Jag anser inte att detta är det sammanhang där dessa frågor ska behandlas."
"I maintained that this should be dealt with through the Committee on Budgetary Control.", "Jag försvarade ställningstagandet att detta måste ske via budgetkontrollutskottet."
"These are points that should be dealt with later, at the time of full accession.", "Detta är frågor som skall behandlas senare, i samband med anslutningen."
"All current obstacles to lifelong learning should be dealt with and removed.", "Alla hinder som i dag står i vägen för ett livslångt lärande bör bemötas och avskaffas."
"Therefore, once a problem has been identified between friends, it should be dealt with.", "När man väl har identifierat ett problem mellan vänner bör man därför ta itu med det."
"Our group believes that these are matters which should be dealt with separately.", "Enligt vår grupps uppfattning är det frågor som man måste behandla fristående från varandra."
"All other issues should be dealt with at local, regional or national levels.", "Alla andra frågor bör hanteras på lokal, regional eller nationell nivå."
"We should have dealt with this issue already, together with EMU final phase decisions.", "Vi borde redan ha klarat av den här frågan, tillsammans med besluten om EMU:s sista fas."
"I would expect him to decide how the problem should be dealt with.", "Jag förväntar mig att han bestämmer sig för hur man skall ta itu med problemet."
"I do therefore believe that the issue should be dealt with in greater depth.", "Jag anser därför att det är värt att gå in djupare på den här frågan."
"- It is certainly correct that the fundamental problem should be dealt with.", "- Det är riktigt att man bör ta itu med det grundläggande problemet."
"These two phenomena are related and therefore, they should be dealt with together.", "Dessa två saker hänger ihop och bör därför behandlas tillsammans."
"Those involving financial commitments should be dealt with according to normal procedures.", "De som gäller finansiella åtaganden skall behandlas i enlighet med normala förfaranden."
"We do believe that cross-border environmental problems should be dealt with at EU level.", "Vi anser att gränsöverskridande miljöproblem ska behandlas på EU-nivå."
"But this should be dealt with at the level of the Member States, not at EU level.", "Detta bör emellertid ligga på medlemsstaterna, inte på EU-nivå."
"This is one such area, and it should be dealt with in places closer to the people.", "Detta är en sådan fråga, den måste ligga närmare medborgarna."
"Parliament is also demanding that delays and arrears should be dealt with.", "Parlamentet kräver även att förseningar och skulder klaras upp."
"If the message is to get through, it must be expressed in clear and simple terms.", "Om budskapet skall gå fram ordentligt måste det vara tydligt och enkelt uttryckt."
"Well in simple economic terms, Europe' s culture adds to genuine prosperity.", "Jo, i enkla ekonomiska termer främjar europeisk kultur verkligt välstånd."
"Well in simple economic terms, Europe's culture adds to genuine prosperity.", "Jo, i enkla ekonomiska termer främjar europeisk kultur verkligt välstånd."
"To put it in simple terms, the goal is to help developing countries to export goods to us.", "Målet är med andra ord att hjälpa utvecklingsländerna att exportera varor till oss."
"This is a strange, rather perverse, story, just to put it in very simple terms.", "Det här är en märklig, ganska pervers, historia, för att uttrycka det med väldigt enkla ord."
"I believe that the way to make headway here is to put this in simple terms.", "Jag menar att vi bör gå enkelt till väga och se till att komma vidare."
"I think that is perhaps putting it in rather too simple terms, and provocative ones at that.", "Jag menar att detta är att uttrycka saken alltför enkelt och dessutom provocerande."
"To conclude: in simple terms we have a moral obligation as human beings to take action.", "Låt mig avslutningsvis säga att vi helt enkelt har en moralisk skyldighet som människor att agera."
"In simple terms, then, it is a key industry for Europe.", "Det är alltså uppenbart att den är en mycket viktig industri för Europa."
"In simple terms this means that all Objective 1 regions are entitled to receive equal funding.", "Detta betyder i klartext att man garanterar jämställdhet hos alla mål 1-områden när medlen delas upp."
"I do not think the issue can be looked at in such simple terms.", "Enligt min mening kan man dock inte se på saken så enkelt."
"Put in simple terms, that means that the Commission has more faith in the recipient countries' responsibility.", "Enkelt uttryckt innebär detta följande: Kommissionen litar mer till mottagarländernas ansvar."
"Put in simple terms, that means that the Commission has more faith in the recipient countries ' responsibility.", "Enkelt uttryckt innebär detta följande: Kommissionen litar mer till mottagarländernas ansvar."
"In the most simple terms, this is about bringing administration closer to the citizen.", "Det handlar ju helt enkelt om att en förvaltning skall uppträda på ett sätt som kännetecknas av närhet till medborgarna."
"It must be simple both in terms of clarity and in terms of its administration.", "Den måste vara enkel i utformningen."
"Basically, the problem can be described in simple terms: we certainly need more Europe-wide regulations.", "I grund och botten är det lätt att beskriva problemet: Vi behöver med säkerhet fler regleringar på EU-nivå."
"In simple terms, that means that one state should not duplicate and prejudice existing neighbouring facilities.", "Med andra ord innebär detta att en stat inte får överlappa och äventyra befintliga anläggningar i närheten."
"Mr President, the strategic partnership between the Union and India can be described in very simple terms.", "Herr talman! Det strategiska partnerskapet mellan unionen och Indien kan beskrivas i mycket enkla termer."
"In simple terms, each link to a page on your site from another site adds to your site's PageRank.", "Enkelt uttryckt ökar webbplatsens PageRank för varje länk som finns till en sida på din webbplats från en annan webbplats."
"To put it in simple terms, the goal is to help developing countries to export goods to us.", "Sannolikt kommer de därför att behöva minst nio eller tio månader på sig, och det är detta budskap jag vill framföra till parlamentet."
"It also adopted the report on these two referrals through simplified procedures.", "Det antog betänkandet om dessa två hänskjutningar genom förenklade förfaranden."
"When can we expect specific Commission proposals for simplified policy procedures?", "När kan vi vänta oss konkreta förslag från kommissionen angående förenklade förfaranden?"
"We have to have put in place fast and simplified procedures for the execution of programmes.", "Vi måste ha fått på plats snabba och förenklade förfaranden för verkställande av program."
"This burden, as the Commissioner has just said, must be reduced and the procedures simplified.", "Denna börda måste, som kommissionsledamoten sade, lättas och procedurer måste förenklas."
"Simplified procedures should be adopted to avoid unnecessary delays for European citizens.", "Förenklade förfaranden ska antas för att undvika onödiga förseningar för europeiska medborgare."
"This can be achieved only if future methods and procedures are simplified to speed up selection.", "Det kan bara genomföras om framtida metoder och förfaranden förenklas för att påskynda urvalet."
"The second point concerns the simplified procedures to make access to the CE label easier.", "Den andra ändringen handlar om de förenklade förfaranden som ska göra det lättare att få CE-märkning."
"Member States will apply uniform and simplified procedures.", "Medlemsstaterna ska tillämpa enhetliga och förenklade förfaranden."
"It should be recalled that such simplified procedures constitute derogations from the normal procedures.", "Man skall dock komma ihåg att sådana förenklade förfaranden utgör undantag från normala förfaranden."
"Some countries have simplified their procedures or reduced restrictions in some sectors or for some professions.", "Vissa länder har förenklat sina förfaranden eller begränsat restriktionerna till vissa sektorer eller yrken."
"That, in turn, implies using simplified procedures for the less important and the less controversial matters.", "Det innebär i sin tur att man måste använda förenklade förfaranden för de mindre viktiga och mindre kontroversiella frågorna."
"We need leaner, simplified procedures.", "Vi behöver smidigare och förenklade förfaranden."
"A number of aims and initiatives in particular need to be simplified, with similar procedures for the new aims.", "Det bör särskilt ske en förenkling av antalet målsättningar och initiativ med likadana förfaranden för de nya målsättningarna."
"The outcome achieved satisfies this criterion as it retains the possibility for simplified procedures for micro-enterprises.", "Det uppnådda resultatet uppfyller detta kriterium, eftersom det ger möjligheten för förenklade förfaranden för mikroföretag."
"If, however, Member States should opt for the model developed by the Commission, they can now count on simplified procedures.", "Om medlemsstaterna skulle välja den modell som kommissionen utarbetat kan de emellertid räkna med förenklade förfaranden nu."
"However, we should strive for better coordination and complementarity of the individual funds, and for simplified procedures.", "Men beträffande enskilda fonder måste vi sträva efter bättre samordning och komplementaritet och efter förenklade förfaranden."
"The Commission has also recently simplified the procedures for handling programming complements, which was an area of criticism.", "Kommissionen har för övrigt just förenklat förfarandena för hantering av programkomplement, vilka har varit föremål för kritik."
"Secondly, we must prevent confusion: the simplified procedures must reduce the administrations' reaction times in new situations.", "För det andra, att undvika förvirring: Förenklade förfaranden bör minska förvaltningarnas reaktionstid inför nya omständigheter."
"Secondly, we must prevent confusion: the simplified procedures must reduce the administrations ' reaction times in new situations.", "För det andra, att undvika förvirring: Förenklade förfaranden bör minska förvaltningarnas reaktionstid inför nya omständigheter."
"Simplified amendment procedures", "Förenklade ändringsförfaranden"
"There has never been so much violence in the world.", "Det har aldrig förekommit så mycket våld i världen."
"And what does this country, weighed down by so much violence, need more than an honest, public, political debate?", "Vad har annars det här landet som plågats av så mycket våld mer brådskande behov av än en uppriktig offentlig debatt?"
"At a time when we are witnessing so much violence, hatred and intolerance in all our countries, we surely have to ask ourselves where it is coming from.", "I en tid då vi upplever mycket våld, hat och intolerans i alla våra länder måste vi fråga oss varifrån det kommer."
"Many things have changed in that country since the elections of the 6th of July last, but there are other things which have not changed so much: violence, insecurity and impunity.", "Mycket har förändrats i detta land sedan valet den 6 juli, medan annat inte ändrats på något avsevärt sätt: våldet, osäkerheten och straffriheten."
"That is, in other words, a social aim that ought to be clearly put on the table.", "Detta är avgjort ett socialt mål, som förtjänar att lyftas fram i ljuset."
"There are still major obstacles in the way of this social aim.", "Det finns fortfarande stora hinder i vägen för detta sociala mål."
"The same will be true when we aim at social convergence.", "Det blir samma sak när vi skall sträva efter social konvergens."
"There, too, the aim of social responsibility must have a presence.", "Också där måste målet med socialt ansvar finnas med."
"To that extent, I support the social aim of the directive.", "Såtillvida stöder jag direktivets sociala mål."
"The European Social Model should aim to increase confidence in European institutions, especially on the part of the poorest citizens.", "Den europeiska sociala modellen bör syfta till att öka förtroendet för EU-institutionerna, särskilt bland de fattigaste medborgarna."
"The Commission's e-Europe action plan, for its part, is designed to ensure that the information society also serves to further the aim of social integration.", "Målet med kommissionens initiativ e-Europe är att se till att informationssamhället skall åsyfta social integration."
"The Commission' s e-Europe action plan, for its part, is designed to ensure that the information society also serves to further the aim of social integration.", "Målet med kommissionens initiativ e-Europe är att se till att informationssamhället skall åsyfta social integration."
"Responsible adults, administrators and politicians are duty-bound to find ways of pursuing this social aim, which is essential to our way of life.", "För människor i ansvarig ställning, administratörer och politiker, är det en plikt att söka metoder för att kunna nå detta samhällsmål som berör hela vårt sätt att leva."
"It uses underhand tactics to strike the innocent at home, when and where they are least expecting it, with no specific aim, no social purpose and no values.", "Den använder lömsk taktik för att slå till mot oskyldiga i hemmet, när och där de minst anar det, utan något särskilt mål, utan något samhälleligt syfte och utan värderingar."
"To achieve this, Member States must continue to conduct education and social policies that aim to combat all forms of social, economic and cultural exclusion.", "I det avseendet bör medlemsstaterna fortsätta att föra en utbildnings- och socialpolitik som syftar till att bekämpa alla former av social, ekonomisk och kulturell utslagning."
"In our opinion, the common aim of social integration and cohesion can only be interpreted to mean, in plain and simple terms, that working people in Europe must be able to live on what they earn.", "Enligt vår mening måste det gemensamma syftet med social integration och sammanhållning kort och gott innebära att arbetande människor i EU måste kunna leva på sina löner."
"Madam President, President of the Commission, what the Union needs now is coordination of economic and social policies with the aim of stimulating employment and getting out of the crisis.", "Fru talman, herr kommissionsordförande! Vad EU behöver just nu är samordning av den ekonomiska och politiska politiken i syfte att stimulera sysselsättningen och komma ur krisen."
"This will be followed by a conference with our economic and social partners, the aim of which is to promote still further the Copenhagen process, which is a constituent part of the Lisbon Strategy.", "Denna kommer att följas av en konferens för de ekonomiska parterna och arbetsmarknadsparterna, vars syfte är att ytterligare främja Köpenhamnsprocessen, som är ett led i Lissabonstrategin."
"I have a great deal to say about some of the ideas put forward by Mr Verhofstadt.", "Jag har en hel del att säga om vissa av de idéer som Guy Verhofstadt lade fram."
"I have a great deal to say about some of the ideas put forward by Mr Verhofstadt.", "Jag har en hel del att säga om vissa av de idéer som Guy Verhofstadt lade fram."
"(MT) I wish to share some ideas regarding Schengen and the way in which I see it.", "(MT) Jag vill dela med mig av några idéer om Schengen och berätta hur jag ser det."
"The rapporteur puts forward some good and fruitful ideas on aid and cooperation.", "Inom området bistånd och samarbete kommer föredraganden med goda och fruktbara idéer."
"Here are some ideas for reducing or preventing comment spam on your website.", "Ofta används skript eller andra program för att skapa och lägga upp skräppost."
"Despite what other people may think, some brilliant ideas come from this Parliament.", "Oavsett vad andra må tänka, kommer det en del utmärkta idéer från detta parlament."
"We are working on this in the Commission and will table some ideas very soon.", "Vi arbetar med detta i kommissionen och kommer att lägga fram några idéer inom kort."
"I consider that it contains some extremely interesting ideas that are worth supporting.", "Som jag ser det innehåller det många intressanta tankar som är värda att stödja."
"I would therefore like to suggest some ideas for the Commission to think about.", "Jag vill därför komma med några tankar som kommissionen kan fundera över."
"President Barroso has issued some new ideas on how to kick forward that work’.", "Ordförande Barroso har lagt fram några nya förslag om hur vi ska föra arbetet framåt.”"
"I am, however, accepting some ideas from Members which are useful additions.", "Jag accepterar emellertid vissa förslag från ledamöter, som utgör nyttiga tillskott."
"Some of these ideas are expressed in the amendments proposed by the PPE Group.", "En del av dessa tankar är uttryckta i ändringsförslagen från PPE-gruppen."
"We have also received some very good ideas including journalist awards.", "Vi har också fått en del mycket goda uppslag, bland annat om journaliststipendier."
"Moreover, some of these ideas will be taken up again in the implementing provisions.", "Dessutom kommer några av dessa idéer åter att tas upp i bestämmelserna om genomförande."
"Be that as it may, I have some different ideas of what would help these countries.", "Men jag har föreställt mig en annan typ av hjälp till de här länderna."
"But I would like to put some ideas to you on two areas of the work.", "Men det är två arbetsområden som jag skulle vilja komma med några synpunkter på."
"I know there is a lot of rubbish but there are some very good ideas.", "Jag vet att det förekommer en massa skräp, men det finns en del mycket bra idéer."
"I look forward to coming to Parliament with some further ideas over the coming months.", "Jag ser fram emot att komma till parlamentet med fler idéer under de kommande månaderna."
"It is a recommendation which contains some Utopian ideas and some paradoxes.", "Det är en rekommendation med utopiska föreställningar, med paradoxer."
"The report contains some conflicting ideas, however, such as paragraphs 35 and 36.", "Betänkandet innehåller dock motsägelser, till exempel trettiofemte och trettiosjätte stycket."
"Our prized Georgian wines and mineral water - major sources of revenue - are now banned from the Russian market.", "Våra prisade georgiska viner och mineralvatten - viktiga inkomstkällor - är nu förbjudna på den ryska marknaden."
"There is therefore good cause to put the question of additional sources of revenue for the European Union on the agenda.", "Det är därför legitimt att föra upp problemet med ytterligare inkomstkällor för Europeiska unionen på dagordningen."
"The three main sources of revenue are:", "Det här är de tre viktigaste inkomstkällorna:"
"Traditional sources of revenue have lost their significance, and contribute more to the general confusion than to transparency.", "De traditionella inkomsterna har förlorat sin betydelse, något som inte har lett till insyn utan snarare till förvirring."
"Firstly, do we need new sources of revenue and do we have the right, in this Parliament, to discuss the revenue side from time to time?", "Behöver vi för det första nya intäktskällor och har vi här i parlamentet rätt att diskutera intäktssidan emellanåt? Mitt svar på detta är ”ja”."
"The discussion about the EU budget has hitherto focused exclusively on constantly increasing the size of the budget and seeking new sources of revenue.", "– Diskussionen om EU: s budget har hittills uteslutande varit inriktad på att ständigt öka budgetens omfattning och söka nya inkomstkällor."
"The discussion about the EU budget has hitherto focused exclusively on constantly increasing the size of the budget and seeking new sources of revenue.", "–Diskussionen om EU:s budget har hittills uteslutande varit inriktad på att ständigt öka budgetens omfattning och söka nya inkomstkällor."
"I am Portuguese and, regrettably, I do not speak German, but I do know how to say...", "Jag kommer från Portugal och talar tyvärr inte tyska, men jag vet hur man säger ..."
"I even try to speak German, if you have noticed, and I would like to speak even more languages.", "Jag anser att det vore ett stort misstag att ändra definitionen av prisstabilitet."
"Because Ignacio does not speak German, he found it difficult to submit his claim for compensation in Germany.", "Eftersom Ignacio inte talar tyska, tyckte han att det var svårt att begära ersättning i Tyskland."
"I shall speak German, so that he understands me better.", "Jag talar tyska, så att han ska förstå mig bättre."
"I even try to speak German, if you have noticed, and I would like to speak even more languages.", "Jag försöker till och med tala tyska, som ni kanske har märkt, och jag skulle vilja kunna tala ännu fler språk."
"I would like to congratulate you on what is referred to in German parliamentary-speak, inappropriately in your case, as a maiden speech.", "Jag gratulerar er till det som man inom den tyska parlamentarismen, i ert fall felaktigt, kallar för ett jungfrutal."
"There is no point, Mr Ferber, because some people have taken their headphones off and, like you, speak Bavarian rather than German!", "Kära kollega Ferber, det tjänar ingenting till, eftersom det finns personer som inte använder hörlurar och liksom ni inte förstår tyska, utan talar bayerska!"
"I apologise for not being able to speak German well enough to be able to give you an answer in German, especially using specialised vocabulary, but I do understand it.", "Ni får ursäkta mig att jag inte talar tillräckligt bra tyska, framför allt inte facktermer, för att kunna svara er på tyska."
"I apologise for not being able to speak German well enough to be able to give you an answer in German, especially using specialised vocabulary, but I do understand it.", ". (FR) Ni får ursäkta mig att jag inte talar tillräckligt bra tyska, framför allt inte facktermer, för att kunna svara er på tyska."
"Let us take note of the fact that Germany has at least 3.5 million Muslims living in it, some of them for 40 years, who can still scarcely speak any German.", "Låt oss uppmärksamma att det i Tyskland bor minst 3.5 miljoner muslimer, varav en del sedan 40 år, som fortfarande knappt kan tala någon tyska."
"Let us take note of the fact that Germany has at least 3.5 million Muslims living in it, some of them for 40 years, who can still scarcely speak any German.", "Låt oss uppmärksamma att det i Tyskland bor minst 3.5 miljoner muslimer, varav en del sedan 40 år, som fortfarande knappt kan tala någon tyska."
"It is, in fact, a country that does not insist on using its own national language, Luxemburgish, and in which people do not hesitate to speak German, French and English.", "Det är i själva verket ett land som inte kräver att få använda sitt eget nationella språk, luxemburgska, och där människorna inte tvekar att tala tyska, franska eller engelska."
