//Sentences
"The West-African cooperative bloc, ECOWAS, has condemned the latest coup d'état.", "Det västafrikanska samarbetsblocket Ecowas har fördömt den senaste statskuppen."
"That way, we can solve the twin problem of the application of the 'D+C' visas and the rules for residence permits.", "På så sätt kan vi lösa det dubbla problemet med tillämpningen av D+C-viseringar och reglerna för uppehållstillstånd."
"He'd already smuggled vitamin C into the camp, and now he managed to get hold of supplies of marmite on the black market.", "Han hade redan smugglat in vitamin C i lägret, och nu lyckades han få tag på ett lager marmite på svarta marknaden."
"Not the part of D. C. you're familiar with.", "En del av DC som du inte känner till."
"For entry to the interim grades, in particular grades D1, C3, C1, B3, B1 and A5, the age limit is generally 50.", "För tillträde till mellangraderna, och då menar jag särskilt graderna D1, C3, C1, B3, B1 och A5, är den allmänna åldersgränsen 50 år."
"From the start of the legislative procedure, Parliament had insisted that its rights under Article 129c and d should be protected.", "Parlamentet hade redan i början av lagförfarandet insisterat på att dess rättigheter enligt artikel 129c och 129d bevaras."
"I forgot how nice D. C. was.", "Jag hade glömt hur fint D. C. va."
"SOME ARE — The following categories are recognised in all EU countries AM, A1, A2, A, B, BE, B1, B1E, C1, C1E, C, CE, D1, D1E, D and DE.", "VISSA GÖR DET – följande behörigheter erkänns i alla EU-länder: AM, A1, A2, A, B, BE, B1, B1E, C1, C1E, C, CE, D1, D1E, D och DE."
"Washington, D.C. went out here.", "Washington gick ut här."
"Devastating floods have once again struck my region, Provence-Alpes-Côte d'Azur, and Languedoc-Roussillon.", "Hon svarade att Winston Churchill hade sagt att Stalin skulle gå till historien."
"Devastating floods have once again struck my region, Provence-Alpes-Côte d'Azur, and Languedoc-Roussillon.", ". – Förödande översvämningar har än en gång drabbat min region, Provence-Alpes-Côte d’Azur och Languedoc-Roussillon."
"For the period 2000-2006, this aid amounts to EUR 316 million for Languedoc-Roussillon and EUR 340 million for Provence Alpes-Côte d’Azur.", "För perioden 2000–2006 uppgår detta stöd till 316 miljoner euro för Languedoc-Roussillon och 340 miljoner euro för Provence-Alpes-Côte d’Azur."
"I must also point out that the regions of Languedoc-Roussillon and Provence Alpes-Côte d’ Azur are already receiving a large amount of EU aid under Objective 2 of the Structural Funds.", "Förebyggande arbete kostar mycket mindre än återuppbyggnad, men vi måste fortfarande kunna använda dessa resurser."
"The next item is the debate on the Commission statement on the natural disasters in the South of France and the regions ‘ Languedoc-Roussillon’ and ‘ Provence-Alpes-Côte d'Azur’.", "Dessa naturkatastrofer väcker den grundläggande frågan om klimatförändring och förebyggande arbete, vilket kräver forskning."
"I must also point out that the regions of Languedoc-Roussillon and Provence Alpes-Côte d’Azur are already receiving a large amount of EU aid under Objective 2 of the Structural Funds.", "Jag måste också påpeka att regionerna Languedoc-Roussillon och Provence-Alpes-Côte d’Azur redan får stora summor i EU-stöd inom ramen för strukturfondernas mål 2."
"The next item is the debate on the Commission statement on the natural disasters in the South of France and the regions ‘Languedoc-Roussillon’ and ‘Provence-Alpes-Côte d'Azur’.", "– Nästa punkt är diskussionen om kommissionens uttalande om naturkatastroferna i södra Frankrike och regionerna Languedoc-Roussillon och Provence-Alpes-Côte d’Azur."
"There are rumours circulating concerning new furniture that has been purchased for the D3 Building.", "Rykten cirkulerar med avseende på nya möbler som köpts in till D3-byggnaden."
"Vitamin D3 is formed in the skin under ultraviolet light.", "D3 bildas också i huden under inverkan av ultraviolett ljus."
"But the trunk containing all my papers has been left behind in Brussels, in the corridors of D3.", "Min transportlåda står i denna stund kvar i D3: s korridorer i Bryssel, tillsammans med mina arbetsdokument."
"The start date is located in C3 and the end date in D3.", "Startdatumet står i C3, slutdatumet står i D3."
"And the entry grades are D4, D3, C5, B5, A8 and A7.", "Begynnelsegraden är då D4, D3, C5, B5, A8 och A7."
"Vitamins D2 and D3 occur in foods like fish and eggs.", "D2 och D3 finns i livsmedel som fisk och ägg."
"I should like to make it clear that the reason for this was the delay affecting the D-3 building in Brussels and IPE 4 in Strasbourg.", "Jag vill därför påpeka att detta beror på förseningen av byggnad D-3 i Bryssel och IPE 4 i Strasbourg."
"With this supplementary and amending budget, we will be closer towards becoming the owners of the D3 building and therefore the whole of the Leopold complex.", "Med denna tilläggs- och ändringsbudget, kommer vi att närma oss rollen som ägare till D3-byggnaden och därmed också till hela Leopoldkomplexet."
"In 1998, Parliament devoted as much money to the acquisition of the ostentatious D3 building in Brussels as it did to the famous " jobs ' initiative.", "Under 1998 spenderar parlamentet lika mycket pengar på förvärvet av den faraoniska byggnaden D3 i Bryssel, som på det beryktade " sysselsättnings " initiativet."
"This results in a classification according to DAC sectors.", "Resultatet skulle bli en uppdelning enligt sektorer hänförliga till kommittén för utvecklingsbistånd."
"A strong EU makes for a strong DAC.", "Ett starkt EU ger en stark kommitté för utvecklingsbistånd."
"We do not intend to reopen DAC issues.", "ledamot av kommissionen. - (EN) Vi har inte för avsikt att ta upp frågor om kommittén för utvecklingsbistånd (DAC) på nytt."
"As the famous French comedian Pierre Dac used to say, 'Infinite patience is required to wait eternally for what never comes'.", "Som den berömde franske komikern Pierre Dac brukade säga: ”Det krävs ett oändligt tålamod för att vänta i evighet på något som aldrig kommer”."
"The Vietnamese Government refuses to put indigenous peoples from the Dac Lac, Gia Lai and Kon Tum provinces on an equal footing with the Kinh.", "De vietnamesiska myndigheterna vägrar att behandla de inhemska folken från provinserna Dac Lac, Gia Lai och Kon Tum på samma sätt som kihn."
"It also considers countries that are still on the DAC list to be developing countries despite the fact that they have long since ceased to be ones.", "Inom ramen för det instrumentet betraktas också länder som fortfarande står på DAC-listan som utvecklingsländer, trots att de har upphört att vara det sedan lång tid tillbaka."
"The Commission will provide the breakdown of figures against the various DAC codes from the OECD showing commitments in 2002 and 2003 for health and education.", "Kommissionen kommer att tillhandahålla noggrannare siffror i förhållande till OECD:s olika DAC-koder som visar åtaganden för 2002 och 2003 för hälsa och utbildning."
"The Commission will provide the breakdown of figures against the various DAC codes from the OECD showing commitments in 2002 and 2003 for health and education.", "Kommissionen kommer att tillhandahålla noggrannare siffror i förhållande till OECD: s olika DAC-koder som visar åtaganden för 2002 och 2003 för hälsa och utbildning."
"But if discharge is postponed, I thank Mrs Rühle for her insistence that the latest figures using the DAC methodology are brought forward by May.", "Men om beviljandet av ansvarsfrihet skjuts upp, tackar jag fru Rühle för att hon insisterar på att de senaste siffrorna enligt revisionsförklaringsmetoden skall läggas fram till maj."
"It goes even further than the DAC's resolution, since it extends the need to untie aid to all developing countries, not just to least-developed countries.", "Kommissionen går ännu längre än DAC:s resolution, eftersom den utvidgar behovet av obundet stöd till att omfatta alla utvecklingsländer, och inte bara de minst utvecklade länderna."
"It goes even further than the DAC's resolution, since it extends the need to untie aid to all developing countries, not just to least-developed countries.", "Kommissionen går ännu längre än DAC: s resolution, eftersom den utvidgar behovet av obundet stöd till att omfatta alla utvecklingsländer, och inte bara de minst utvecklade länderna."
"Finally, it should be highlighted that the Commission has contributed to work by the Development Assistance Committee, the DAC of the OECD, to develop policy guidelines for Member countries.", "Slutligen bör det framhävas att kommissionen har bidragit till det arbete som kommittén för utvecklingsbistånd (DAC i OECD) har bedrivit för att ta fram riktlinjer för medlemsländer."
"more_vert open_in_new Link to statmt.org warning Request revision Do you know that, right now in Europe, there are 30 million homes with leaking roofs and damp in the walls?", "fukt i väggarna?"
"more_vert open_in_new Link to Luleå Tekniska Universitet warning Request revision Once inside the staff room I am met by a warm, almost penetrating damp air.", "expand_more Väl inne i lärarrummet möts jag av en varm, nästan genomträngande fuktig luft."
"more_vert open_in_new Link to statmt.org warning Request revision That is why I am not convinced that a financial transaction tax on the volume of financial transactions would achieve anything more than the damping of these enormous speculative waves.", "dämpa dessa enorma spekulationsvågor."
"more_vert open_in_new Link to statmt.org warning Request revision That is why I am not convinced that a financial transaction tax on the volume of financial transactions would achieve anything more than the damping of these enormous speculative waves.", "dämpa dessa enorma spekulationsvågor."
"Our role is then to damp down the fires in neighbouring areas.", "Vår roll är då att lugna ner dessa brandhärdar i intilliggande områden."
"For two-thirds of the year all surfaces are damp, houses have to be strong, the cost of distance is enormous.", "Under två tredjedelar av året är alla ytor fuktiga, husen måste vara motståndskraftiga, avstånden kostar enorma summor."
"These measures will damp down a certain radicalism developing in this sector which is adding to the unacceptable social tension.", "Med hjälp av dessa instrument kan vi därför motverka den extremism som inom detta område leder till och förvärrar oacceptabla sociala spänningar."
"What was achieved in Maastricht as the great step forward to a real common policy in that area has turned out to be a damp squib.", "Det som vid tiden för Maastricht uppnåddes som det stora steget framåt mot en verkligt gemensam politik på det området har visat sig vara en ren formsak."
"to damp down", "sätta sordin på"
"It is unacceptable for a group chair to call the President of the European Council a 'damp rag' in this Parliament, rather than offering political criticism.", "Det är oacceptabelt att en gruppordförande kallar ordföranden för Europeiska rådet för en ”blöt trasa” i kammaren, i stället för att framföra politisk kritik."
"As the Miners' Union has stressed, underground mining is a highly stressful activity, with the workers being exposed to high temperatures, excessive damp, gas, smoke and dust.", "Som gruvarbetarfacket (Sindicato dos Mineiros) säger är arbetet nere i gruvan mycket tungt, och arbetstagarna utsätts för höga temperaturer, en omåttlig fuktighet, gaser, rök och damm."
"DAPHNE I had a budget of EUR 20 million, but that turned out to be insufficient.", "Daphne I hade en budget på 20 miljoner euro, men detta visade sig vara för lite."
"On 20 May 1998 the Commission presented a proposal for the new Daphne programme.", "Den 20 maj 1998 lade kommissionen fram ett förslag till det nya Daphne-programmet."
"It is a national organisation which has benefited greatly from the Daphne programme.", "Det är en nationell organisation som har dragit stor fördel av Daphneprogrammet."
"There are specific examples of the way in which Daphne-funded projects have helped.", "Det finns specifika exempel på hur Daphne-finansierade projekt har hjälpt till."
"Lastly, the Daphne programme also covers violence against children and young people.", "Slutligen, Daphne-programmet avser också kampen mot våld mot barn och ungdomar."
"We therefore hope that the Daphne programme will be adopted as speedily as possible.", "Vi hoppas därför att Daphne-programmet skall bli antaget så snabbt som möjligt."
"The Daphne Programme is a good start, but we need to do more at EU Member State level.", "Daphneprogrammet är en bra början, men vi måste göra mer på EU-medlemsstatsnivå."
"In 2005, the Commission conducted an enquiry financed under the Daphne programme.", "År 2005 gjorde kommissionen en undersökning som finansierades genom Daphneprogrammet."
"I would also like to congratulate the staff who are running the Daphne Programme.", "Jag skulle också vilja gratulera den personal som har haft hand om Daphne-programmet."
"Furthermore, the Daphne programme is, as the rapporteur underlines, victim-based.", "Dessutom så är Daphne-programmet, som föredraganden betonar, offerbaserat."
"The Daphne Programme builds on the Daphne initiative, but with two important changes.", "Daphne-programmet bygger på Daphne-initiativet, men med två viktiga ändringar."
"In order for the Daphne programme to be successful, it must be visible to the citizens.", "Om Daphneprogrammet ska bli framgångsrikt måste det vara synligt för medborgarna."
"Daphne is a support measure that makes it possible for us to combat this.", "Daphne är en hjälpåtgärd som gör det möjligt för oss att kämpa mot detta våld."
"The evaluation report on the Daphne programme became available only yesterday.", "Utvärderingsrapporten för programmet Daphne lades fram så sent som i går."
"That is why the Daphne programme is necessary, and that is how it provides added value.", "Därför är Daphneprogrammet nödvändigt, och det är på så vis det ger mervärde."
"We welcome the adoption of our amendment aimed at strengthening the Daphne Programme.", ". – Vi välkomnar att vårt ändringsförslag om att stärka Daphneprogrammet har godkänts."
"A budget amounting to approximately EUR 117 million is planned for Daphne III.", "Budgeten för Daphne III planeras uppgå till omkring 117 miljoner euro."
"Mr President, seeing the Daphne programme come up for renewal is a happy moment indeed.", "Herr talman, kära kolleger! Det är roligt att se att Daphne-programmet skall förnyas."
"We have already experienced some of the benefits from the Daphne programme.", "Vi har redan sett en del av den nytta som Daphne-programmet fört med sig."
"The DAPHNE II proposal is clearer than DAPHNE I where this type of activity is concerned.", "Förslaget om Daphne II är tydligare än Daphne I i fråga om denna typ av verksamhet."
"It is to be welcomed that a positive DAS can be given for pre-accession aid.", "Att en positiv revisionsförklaring kan avges för föranslutningsstöd är välkommet."
"The so-called negative DAS is part of the Court of Auditors' opinion.", "En så kallad negativ revisionsförklaring är en del av revisionsrättens yttrande."
"But your question is, 'how and when can you guarantee a positive DAS?'", "Men er fråga är ”hur och när kan ni garantera en positiv revisionsförklaring?”"
"I think that the discussion about a positive DAS should be continued without let-up.", "Jag anser att diskussionen om en positiv revisionsförklaring bör fortsätta utan avbrott."
"First, I should remind honourable Members what the so-called 'negative DAS' is.", "Låt mig för det första påminna er ledamöter om vad en så kallad negativ revisionsförklaring egentligen är."
"It is in these latter paragraphs where the problems of the DAS are outlined in specific detail.", "Det är i dessa senare stycken som problemen med revisionsförklaringen sammanfattas mer i detalj."
"As far as DAS and the Structural Funds are concerned it has been suggested that not much has happened.", "Beträffande DAS och strukturfonderna har det gjorts gällande att inte så mycket har hänt."
"It is very harmful to public opinion if the situation of a negative DAS is sustained year after year.", "Det skadar den allmänna opinionen att år efter år komma med en negativ revisionsförklaring."
"This underlines the experimental nature of DAS of which we were all aware from the beginning.", "Detta understryker revisionsförklaringens experimentella art, som vi alla var medvetna om från början."
"We have had this proposal since 1994 when the DAS first came into being.", "Vi har haft detta förslag sedan 1994 då DAS skapades."
"That is real progress towards our common goal of getting a positive Statement of Assurance (DAS).", "Detta är ett verkligt framsteg mot vårt gemensamma mål att få en positiv revisionsförklaring (DAS)."
"First, external programmes and then Structural Funds and DAS.", "Först de externa programmen och sedan strukturfonderna och DAS."
"We fed our experience of DAS into the preparatory work on reform of the Structural Funds.", "Vi har tillfört våra erfarenheter från DAS till det förberedande arbetet med en reform av strukturfonderna."
"It is time we had a positive DAS for a change.", "Det är dags att vi för en gångs skull får en positiv revisionsförklaring."
"Overall, though, there is, again, a negative DAS concerning the legality and regularity of transactions.", "Som helhet är det dock återigen en negativ DAS beträffande transaktionernas laglighet och korrekthet."
"The first chapter of the Court of Auditors’ report contains the Statement of Assurance, known as the DAS.", "Det första kapitlet i revisionsrättens rapport innehåller revisionsförklaringen, den så kallade DAS."
"The Commission and the Member States must enhance their efforts in order to achieve a positive DAS.", "Kommissionen och medlemsstaterna måste stärka sina åtaganden för att uppnå en positiv revisionsförklaring."
"The first chapter of the Court of Auditors’ report contains the Statement of Assurance, known as the DAS.", "Det första kapitlet i revisionsrättens rapport innehåller revisionsförklaringen, den så kallade DAS."
"We need to be able to ensure that in future we have a positive assessment of the statement of assurance – the DAS.", "Vi måste kunna se till att vi i framtiden får en positiv bedömning av revisionsförklaringen."
"It is very unfortunate that the rule in these situations seems to be that of Erst das Fressen und dann die Moral.", "Det är mycket olyckligt att regeln i dessa fall förefalla vara ”först maten och sedan moralen”."
"Why not let the NS-cargo/ DB-cargo combination compete directly with SNCF.", "Varför inte låta kombinationen NS-cargo / DB-cargo konkurrera direkt med SNCF?"
"Why not let the NS-cargo/DB-cargo combination compete directly with SNCF.", "Varför inte låta kombinationen NS-cargo/DB-cargo konkurrera direkt med SNCF?"
"The reduction in the exposure limit value from 96 db to 87 db is clearly good progress.", "Sänkningen av gränsvärdet för exponering från 96 decibel till 87 decibel är ett tydligt framsteg."
"Musicians constantly performing in concert are continually exposed to noise levels as high as 130 db.", "En musiker som ofta spelar på konserter utsätts ideligen för höga decibeltal, ibland så höga som 130 decibel."
"low limit values before action is taken (83 db);", "att gränsvärdet för ingripande skall vara lågt (83 db);"
"Chapter 4 is sound, except for 10 db, which is excellent.", "Kapitel 4 är bra, minus 10 db: formidabelt."
"Java Security (Signed Applet DB 0)", "Java-säkerhet (undertecknad applet-DB 0)"
"Java Security (Signed Applet DB)", "Java-säkerhet (undertecknad applet-DB)"
"We got a DB down at municipal jetty.", "Vi har ett lik nere vid piren."
"We have put in proposals from the Verts/ALE Group on biodegradable oils and we have satisfied user groups and the industries by putting forward the 3dB noise allowance.", "Vi har fört in förslag från Verts/ALE-gruppen om biologiskt nedbrytbara oljor och vi har gått användargrupper och industrin till mötes genom att föreslå bulleravvikelsen på 3 decibel."
"We have put in proposals from the Verts/ ALE Group on biodegradable oils and we have satisfied user groups and the industries by putting forward the 3dB noise allowance.", "Vi har fört in förslag från Verts / ALE-gruppen om biologiskt nedbrytbara oljor och vi har gått användargrupper och industrin till mötes genom att föreslå bulleravvikelsen på 3 decibel."
"This unprecedented meeting will take place in Washington DC on 20 and 21 April.", "Mötet, som är nytt i sitt slag, kommer att äga rum i Washington den 20-21 april."
"They have raised their case in Belfast, Dublin, Washington DC and now in the European Parliament.", "De har talat för sin sak i Belfast, Dublin, Washington DC och nu Europaparlamentet."
"And the first words that I spoke were in Washington, D.C., on the 20th anniversary of Earth Day.", "Och de var de första ord som jag yttrade i Washington, DC, på 20-årsdagen av Jordens Dag."
"If they are electric railroads, it is either DC or AC.", "Om de är elektriska järnvägar drivs de av antingen likström eller växelström."
"The International Monetary Fund (IMF) Interim Committee Board of Governors meets in Washington DC, USA.", "Internationella valutafondens interimskommitté sammanträder i Washington."
"The Commission will keep Parliament informed about the progress made at the Washington DC meeting.", "Kommissionen kommer att hålla parlamentet underrättat om de framsteg som görs vid mötet i Washington."
"Finally, the Treaty terms the EU's DC as supplementary to the aid from Member States.", "Avslutningsvis så beskrivs EU: s utvecklingssamarbete i fördraget som ett komplement till medlemsstaternas bistånd."
"Finally, the Treaty terms the EU' s DC as supplementary to the aid from Member States.", "Avslutningsvis så beskrivs EU:s utvecklingssamarbete i fördraget som ett komplement till medlemsstaternas bistånd."
"They have raised their case in Belfast, Dublin, Washington DC and now in the European Parliament.", "Jag tvivlar inte på att vi i parlamentet kommer att ge dem starkast möjliga stöd i deras strävan efter rättvisa."
"And I can understand him, because Washington, D.C. is so rich over there but they are not as healthy as Kerala.", "Och jag kan förstå honom, eftersom Washington är så rikt här borta men dom är inte så friska som Kerala."
"Sean, they're bringing in their top surgical team from DC.", "De hämtar sina bästa kirurger från Washington."
"This is Regina Holliday, a painter in Washington D.C., whose husband died of kidney cancer a year after my disease.", "Detta är Regina Holliday, en målare i Washington D.C., vars make dog i njurcancer ett år efter min sjukdom."
"That way, we can solve the twin problem of the application of the 'D+C' visas and the rules for residence permits.", "På så sätt kan vi lösa det dubbla problemet med tillämpningen av D+C-viseringar och reglerna för uppehållstillstånd."
"In theory, this is a solid basis for a decisive and clear DC policy, with implementation to match.", "I teorin skulle det kunna utgöra en stabil grund för en slagkraftig och tydlig politik för utvecklingssamarbete - och även ett sådant genomförande av den."
"The Holocaust Museum in Washington DC reckons that it is approximately a quarter of a million.", "Vi känner faktiskt inte till den exakta siffran, men på Förintelsemuseet i Washington uppger man att det var omkring 250 000."
"I will certainly pursue that objective when I visit Washington DC later this month to meet with leading figures on the Hill.", "Jag kommer verkligen att eftersträva detta mål när jag senare denna månad besöker Washington DC för att möta ledande personer i Capitolium."
"Washington, D.C. went out here.", "Washington gick ut här."
"The DC Association’s request to obtain free CO2 quotas in Finnish was rejected, even though it is an official EU language.", "DC-föreningens finskspråkiga ansökan om att få koldioxidkvoter gratis avvisades, trots att finska är ett av myndighetsspråken i EU."
"She's in DC.", "Hon är i D. C."
"One big reason is when the entire system is replaced, like when city gas was given up for electricity, or when trolleys were operated on AC instead of DC.", "En stor anledning är när hela system byts ut, som när stadsgasen överges för el eller spårvagnarna drivs med växelström istället för likström."
