//Sentences
"LiU Service is one of five areas comprised within the University Services (UF).", "LiU-Service är ett av fem områden som finns inom Universitetsförvaltningen (UF)."
"I had no idea I was going to become a U.N. Ambassador.", "Jag hade ingen aning om att jag skulle bli en ambassadör för FN."
"We are liberating U.N. data, some few U.N. organization.", "Vi frigör uppgifterna från FN, några av dess organisationer."
"Then let me look around so I can ease U. N. 's collective mind.", "Låt mig då se efter, så att jag kan lugna alla i FN."
"And I went back to the U.N. for another couple of years.", "Och jag åkte tillbaka till FN för ett par år till."
"This is all U.N. statistics that have been available.", "Det här är all FN-statistik som finns tillgänglig."
"And [the] U.N. says it's a reduction with 1.8 percent.", "FN säger att det är en minskning med 1,8 procent."
"This is the report from [the] U.N., which came out on Friday.", "Detta är FN-rapporten som kom i fredags."
"And it was an incredibly thing, working with the U.N. and working with NGOs and building this case.", "Och det var en obeskrivlig sak, att jobba med FN. och att jobba med voluntärsorganisationer för att bygga upp denna ärende."
"I myself had an opportunity of visiting Rio de Janeiro in 1992 during the U.N. conference on the environment and development.", "Jag hade själv tillfälle att vara i Rio de Janeiro 1992 under FN-konferensen om miljö och utveckling."
"The U.N. ran headfirst into a problem that the majority of the world's populous faces: not having detailed maps.", "Plötsligt hade FN samma problem som majoriteten av världens befolkning: att sakna tillgång till detaljerade kartor."
"N. conference on the environment and development.", "Jag hade själv tillfälle att vara i Rio de Janeiro 1992 under FN-konferensen om miljö och utveckling."
"I am sorry but the U. N. must be firm with you!", "Jag ber om ursäkt, men FN måste vara strikta."
"Intervene, appeal to the U.N., or do nothing?", "Ingripa, vädja till FN, eller göra ingenting."
"According to the U.N., new cases of HIV declined by 90 percent, and according to the World Bank, 7.7 million lives were saved.", "Enligt FN, gick nya fall av HIV ned med 90 procent. ~~~ Och enligt Världsbanken, sparades 7,7 miljoner liv."
"But a completed U1 form will probably allow them to process your claim more quickly.", "Men med ett ifyllt U1-intyg kan man troligtvis handlägga din ansökan fortare."
"A completed U1 form can help the authority process your claim more quickly.", "Med ett U1-intyg kan myndigheterna handlägga din ansökan snabbare."
"If you go back to your country of residence, you will need to request a U1 form in the country where you last worked.", "Om du åker tillbaka till ditt bosättningsland måste du ansöka om ett U1-intyg i landet där du arbetade senast."
"U1 form (former E 301 form) — statement of insurance periods to be considered when calculating unemployment benefits.", "U1-intyg (tidigare E 301): intyg på de försäkringsperioder som ska ingå vid beräkningen av dina arbetslöshetsförmåner."
"If you go back to your country of residence, you will need to request a U1 form (former E 301 form) in the country where you last worked.", "Om du åker tillbaka till ditt bosättningsland ska du ansöka om ett U1-intyg (tidigare E 301) i det land där du senast arbetade."
"You need to apply for a U1 form (or an E 301 form) from the national employment authority of the country which employed you.", "Du måste ansöka om ett U1-intyg (eller ett E 301-intyg) från den nationella arbetsförmedlingennationella arbetsförmedlingen i landet som anställde dig."
"U1 (formerly E 301)", "U1 (tidigare E 301)"
"To prove your working periods abroad, get an U1 form from the national employment service of the country where you work and submit it in the country where you live.", "Om du behöver bevis på dina arbetsperioder utomlands kan du ansöka om ett U1-intyg hos arbetsförmedlingen i landet där du arbetade och lämna in det i landet där du bor."
"If you need to certify your previous periods of employment and social security cover abroad, you may need to apply for a U1 form (former E 301 form) in the country where you worked before.", "Om du behöver bevis på tidigare anställningar och försäkringsperioder i andra länder kan du ansöka om ett U1-intyg (tidigare E 301) i det land där du arbetade förut."
"Public employment service of the country where you are looking for a job on the basis of a U2 form.", "Den offentliga arbetsförmedlingen i landet där du söker jobb på grundval av ett U2-intyg."
"Jane bought a ticket online for a U2 concert in Ireland.", "Jane köpte en biljett på nätet till en U2-konsert i Irland."
"If you wish to export your unemployment benefits to another country, you need to apply for another U2 form.", "Om du vill ta med dig dina arbetslöshetsförmåner till ett annat land, måste du ansöka om ett nytt U2-intyg."
"U2 (formerly E 303)", "U2 (tidigare E 303)"
"Under certain conditions, you can transfer your unemployment benefits to another EU country while looking for a job there (ask for a U2 form).", "På vissa villkor kan du ta med dig dina arbetslöshetsförmåner till ett annat EU-land medan du söker arbete där (ansök om ett U2-intyg)."
"If you return to the country paying your benefits before the end of the period specified on your U2 form, you will continue to receive the unemployment benefits you have been granted.", "Om du återvänder till det land som betalar dina förmåner före slutdatumet i ditt U2-intyg, fortsätter du att få de arbetslöshetsförmåner som du har beviljats."
"Bono, the lead singer of the Irish band U2, summed this up very succinctly: if you want money and if you want help, he said, you must talk to those who can give money and provide help.", "Bono, sångaren i det irländska bandet U2, summerade helt kort: om du vill ha pengar och om du vill ha hjälp, sade han, måste du prata med dem som har pengar och kan hjälpa dig."
"Groups like Buildsafe UAE have emerged, but the numbers are simply overwhelming.", "Och därför är vi lika mycket, om inte mer, ansvariga. ~~~ Grupper som "Buildsafe UAE" har dykt upp."
"In the last six months, more than 300 skyscrapers in the UAE have been put on hold or canceled.", "Under de senaste sex månaderna, har mer än 300 skyskrapor i UAE (Förenta Arabemiraten) parkerats eller ställts in."
"In August 2008, UAE public officials noted that 40 percent of the country's 1,098 labor camps had violated minimum health and fire safety regulations.", "I Augusti 2008, påpekade offentliga tjänstemän i UAE att 40 procent av landets 1098 arbetsläger hade brutit mot minimikraven för hälsa och säkerhet."
