//Sentences
"Ladies, later, Jackie will do the same to your hair.", "Efter programmet gör Jackie likadant med damernas hår."
"Mr Jacques Santer once announced eloquently 'We need openness and transparency.'", "Jacques Santer sade de vackra orden än en gång: " Vi behöver öppenhet och offentlighet" ."
"Competition is for companies, solidarity is for people, as Jacques Delors stated.", "Konkurrens är till för företag, solidaritet är till för folket, som Jacques Delors angav."
"Mr Jacques Santer once announced eloquently 'We need openness and transparency", "Jacques Santer sade de vackra orden än en gång: " Vi behöver öppenhet och offentlighet "."
"Jacques Delors once said: 'One cannot fall in love with a Single Market'.", "Jacques Delors sade en gång att man inte kan bli förälskad i en inre marknad."
"Jacques Delors is one of the few who has said it, and for that he deserves all credit.", "Jacques Delors är en av de få som har sagt det, och han förtjänar all heder för detta."
"What Jacques Delors would have made of this would be of great interest.", "Det vore verkligen intressant att få höra hur Jacques Delors ser på det här."
"It is my very great pleasure to give the floor to the French President, Mr Jacques Chirac.", "Jag har det mycket stora nöjet att genast lämna ordet till president Jacques Chirac."
"First of all, I should like to congratulate the rapporteur, Jacques F.", "Först och främst vill jag lyckönska föredraganden Jacques F. Poos till betänkandet."
"A new European Commission takes office with Jacques Santer as its President (1995–99).", "Den nya Europeiska kommissionen tillträder med Jacques Santer som ordförande (1995–1999)."
"Our fellow Member, Jacques Toubon, called it Stalinist when it was adopted.", "Vår kollega, Jacques Toubon, kallade den stalinistisk när den antogs."
"We need only to think of Jean Jacques Rousseau or Johannes von Müller.", "Vi behöver bara tänka på Jean Jacques Rousseau eller Johannes von Müller."
"The high level group chaired by Jacques de Larosière is analysing this, among other factors.", "Jacques de Larosières högnivågrupp analyserar detta, jämte andra faktorer."
"The President of France, Mr Jacques Chirac, has written to President Prodi on this question.", "Frankrikes president, Jacques Chirac, har skrivit till ordförande Prodi i denna fråga."
"Jacques Chirac said that the European Union and Turkey have a 'shared destiny'.", "Jacques Chirac sade att EU och Turkiet har ett ”gemensamt öde”."
"Was this a problem discussed with Mr Putin by Jacques Chirac and Gerhard Schröder in Sochi?", "Diskuterade Jacques Chirac och Gerhard Schröder detta problem med Vladimir Putin i Sochi?"
"In our view, a blanket spread in the use of the opt-out is not the answer to SIMAP and Jaeger.", "Enligt vår uppfattning är hinder för användningen av undantaget inte svaret på Simap och Jaeger."
"The Commission must also look at the SIMAP and Jaeger judgments.", "Kommissionen måste också titta på Simap- och Jaeger-domarna."
"Finally, I would just mention the SIMAP and Jaeger judgments.", "Till slut vill jag bara nämna målen Simap och Jaeger."
"We need clarification of the SIMAP and Jaeger judgments.", "Vi behöver förtydliganden av Simap- och Jaeger-domarna."
"We recognise that on call time is the same as working time, as ruled by the ECJ in the SIMAP and JAEGER cases.", "I enlighet med EG-domstolens utslag i målen Simap och Jaeger medger vi att jourtid räknas som arbetstid."
"There is also the second problematic aspect, namely the legal cases referred to earlier: the Jaeger case and others.", "Det finns också en annan problematisk aspekt, nämligen de rättsfall som det hänvisades till tidigare: Jaeger-målet med flera."
"As I said at the outset of this debate five years ago, we should deal with the Court rulings of SIMAP and Jaeger and nothing else.", "Som jag sa i början av denna debatt för fem år sedan bör vi beakta domstolens beslut i målen Simap och Jaeger och inget annat."
"Many Member States have areas with a high rate of on-call time, and they are facing real problems in adhering to the rules stemming from the SIMAP and Jaeger judgments.", "Många medlemsstater har arbetssektorer med en hög andel jourtid, och de har verkliga problem med att följa reglerna som följer av domarna i SIMAP- och Jaeger-målen."
"The complaint relating to the Working Time Directive is connected with the judgments of the Court of Justice in the SIMAP and Jaeger cases concerning on-call working time, as has already been said.", "Klagomålet som rör arbetstidsdirektivet hänger samman med domstolens utslag i fallen SIMAP och Jaeger angående jourtjänstgöringstid, som man redan har påpekat."
"The second pressure on the working time directive stems directly from the fact that the Commission has neglected to say what it intends to do as a consequence of the Jaeger and SIMAP Judgments.", "Den andra pressen på arbetstidsdirektivet beror direkt på att kommissionen har undvikit att tala om vad den avser göra till följd av domarna i Jaeger och Simap-målen."
"I would like to congratulate, by name, Rosa Díez, Jaime Mayor, Stavros Lambrinidis, Antoine Duquesne, Mario Borghezio and Alexander Nuno Alvaro.", "Jag vill gratulera följande personer: Rosa Díez, Jaime Mayor, Stavros Lambrinidis, Antoine Duquesne, Mario Borghezio och Alexander Nuno Alvaro."
"I wish to testify before this House, as one might testify in court, that it is not true that Jaime Mayor Oreja's outstretched hand was rejected.", "Jag skulle vilja vittna inför parlamentet, på samma sätt som man kan vittna i rätten, om att det inte är sant att Jaime Mayor Orejas utsträckta hand avvisades."
"We shall see if that continues to be the case with Question No 8 by Jaime Valdivielso de Cué, which has been taken over by Felipe Camisón Asensio (H-0512/98)", "Vi får se om denna överensstämmelse fortsätter när det är dags för fråga nr 8 av Jaime Valdivielso de Cué, som övertas av Camisón Asensio (H-0512/98):"
"Their impact has been substantial and, in this context, I would like to pay particular tribute to our friend, Jaime Mayor Oreja, one of Parliament's most influential personalities.", "De har haft ett stort inflytande och jag vill här särskilt hylla vår vän Jaime Mayor Oreja, som är en av parlamentets mest inflytelserika personer."
"Finally, I wish to express my regret that Mr Díaz de Mera did not even have the dignity of his colleague Jaime Mayor, who at least removed his name from the terrorism text.", "Slutligen vill jag beklaga att Agustín Díaz de Mera García Consuegra inte visade samma värdighet som sin kollega Jaime Mayor, som åtminstone tog bort sitt namn från texten om terrorism."
"This offer has been discussed among the Secretary-General, Mr Annan, the Portuguese Minister for Foreign Affairs, Mr Jaime Gama, and Indonesia's own Minister for Foreign Affairs, Ali Alatas.", "Detta erbjudande har varit föremål för diskussioner mellan generalsekreterare Annan, Portugals utrikesminister, Jaime Gama, och Indonesiens utrikesminister, Ali Alatas."
"Jain himself is on the loose; nobody knows where he is.", "Mr. Jain är på fri fot, ingen vet var han är."
"I have paid visits to various Hindu, Islamic, Christian, Jain and Sikh shrines both in India and abroad.", "Jag har besökt olika hinduiska, islamiska, kristna, jinistiska och sikhiska helgedomar både i Indien och utomlands."
"Jain, and that bank account had 14,:,9 million U.S. dollars on it.", "Amerikanska tjänstemän frös, bara för ett par veckor sedan, ett schweiziskt bankkonto tillhörandes Mr. Jain, och det bankkontot hade 14,9 miljoner US-dollars på sig."
"Shaileshkumar Jain, a U.S. citizen.", "Vi hittar killar såsom Björn Sundin, ursprungligen från Sverige, och hans kompanjon, som också står på INTERPOOLs efterlysningssida, Mr. Shaileshkumar Jain, en Amerikansk medborgare."
"Buddhism and Jainism both form part of the Indian tradition.", "Buddismen och jainismen utgör båda två en del av den indiska traditionen."
"more_vert open_in_new Link to European Parliament warning Request revision This terrifying prospect should encourage Jakarta to act tactfully.", "expand_more Den här skrämmande utsikten borde stämma Jakarta till ett taktfullt uppträdande."
"more_vert open_in_new Link to European Parliament warning Request revision Bogota, Buenos Aires and Jakarta are proof of that.", "expand_more Bogota, Buenos Aires och Djakarta är bevis på det."
"more_vert open_in_new Link to European Parliament warning Request revision Den här skrämmande utsikten borde stämma Jakarta till ett taktfullt uppträdande.", "expand_more This terrifying prospect should encourage Jakarta to act tactfully."
"The countermeasures coming from Jakarta, particularly the military ones, are still producing a reverse effect.", "Jakartas motåtgärder, framför allt militära sådana, har hittills haft omvänd effekt."
"I emphasised in Jakarta that the Commission would seek to explore all means at its disposal to turn its plans into effective programmes as quickly as possible.", "Detta skulle vara en omöjlig uppgift för dem om de hundratals givarna gav sitt bistånd var för sig och om alla krävde att de egna rutinerna skulle följas."
"'Calls on the EU and the Member States to fully deliver their pledges of at least EUR 1.5 billion announced by Commissioner Barroso in Jakarta and to do so in full in the form of a donation", "I avsnitt 5 beslutade vi att uppmana samtliga ledamöter i Europaparlamentet att donera en dags ersättning till tsunamioffren."
"On the humanitarian side, in addition to the support package already adopted, it is proposed that EUR 100 million from the Commission's Jakarta pledge be allocated from the emergency reserve.", "Min kollega Benita Ferrero-Waldner är för närvarande i Förenta staterna för att diskutera dessa frågor med Världsbankens ordförande James D. Wolfensohn."
"Indeed, at the conference in Jakarta I mentioned a special message that President Borrell Fontelles sent me and asked me to transmit to the heads of state and government gathered there.", "För att skaffa sig ett förstahandsintryck och bedöma hjälp- och rehabiliteringsbehoven reste kommissionär Louis Michel runt i de hårdast drabbade områdena mellan den 1 och 7 januari."
