//Sentences
"We talked previously about trade policy as an instrument for achieving other goals.", "Vi pratade tidigare om handelspolitik som ett instrument för att nå andra mål."
"In addition, you'll only be able to add or edit your tax information once your earnings have reached the tax threshold.", "Dessutom kan du bara lägga till eller redigera skatteuppgifter när dina intäkter har nått skattebeloppet."
"Administering the common agricultural policy is often excessively complicated.", "Administrationen av den gemensamma jordbrukspolitiken är ofta onödigt komplicerad."
"However, the Commission has not been especially good at administering the Budget.", "Kommissionen har däremot inte varit särskilt bra på att förvalta budgeten."
"Access options are defined here for administering a database in Adabas format.", "Här definieras åtkomstalternativ för administrationen av en lokal databas i Adabas-format."
"The Northern Ireland Assembly has the responsibility of administering the funds.", "Nordirlands församling har ansvaret för att administrera medlen."
"At its height in 1997, the initiative was financing and administering around 1 200 projects.", "Vid höjdpunkten 1997 finansierade och administrerade initiativet runt 1 200 projekt."
"Do you know of any studies on the cost of administering this new tax?", "Vet ni om det finns några undersökningar om vad det kostar att förvalta denna nya skatt?"
"The private not-for-profit organisation EURid has been in charge of administering the .", "Den privata och icke vinstdrivande organisationen EURid har ansvarat för administrationen av ."
"Many arguments exist against the use of this means of administering justice.", "Det finns många argument mot dessa sätt att hantera rättvisa."
"The debate, too, has shown that there are hardly any problems in administering the instrument.", "Debatten har också visat att det knappast finns några problem med att administrera instrumentet."
"At its height in 1997, the initiative was financing and administering around 1 200 projects.", "Den syftar till att skapa en ring av vänner runt gränserna i den nya utvidgade Europeiska unionen."
"I wish to stress the importance of administering a fair justice system for any candidate country.", "Jag vill framhålla hur viktigt det är för alla kandidatländer att ha ett oberoende rättsväsende."
"You cannot distinguish, post by post, when someone is administering and when they are operationally active.", "Man kan inte tjänst för tjänst skilja på när man administrerar och när man är operativt verksam!"
"This applies also to the issue of combating illegal immigration and administering the external borders.", "Det gäller också frågan om bekämpning av olaglig invandring och förvaltningen av de yttre gränserna."
"Killing sick children by administering a lethal dose of sedatives is an act of unspeakable barbarism.", "Att döda sjuka barn genom att ge dem en dödlig dos av lugnande medel är en obeskrivligt barbarisk handling."
"The unsatisfactory situations that applied in the past when it came to administering the Posei measures need to be brought to an end.", "Den tidigare ofredsställande förvaltningen av Posei-ordningen måste rättas till."
"We have ensured that responsibility for administering EU resources has been placed squarely with the Member States.", "Vi har sett till att ansvaret för att förvalta EU:s resurser resolut har lagts hos medlemsstaterna."
"We have ensured that responsibility for administering EU resources has been placed squarely with the Member States.", "Vi har sett till att ansvaret för att förvalta EU: s resurser resolut har lagts hos medlemsstaterna."
"When it comes to administering its own budget, I believe that the European Parliament must act in an exemplary manner.", "I genomförandet av den egna budgeten menar jag att parlamentet skall agera särskilt förebildligt."
"Finally, the protocol provides for close cooperation between both parties in administering the measures.", "Slutligen föreskriver protokollet ett nära samarbete mellan de båda parterna vid administrationen av åtgärderna."
"Resale rights or administering them would consume the proceeds.", "Det viktigaste motargumentet är att vinsten skulle förbrukas av följerätten och av administrationen av följerätten."
"Agricultural production and the environment -Forestry measures - Mountain areas", "Miljö och produktionsmetoder inom jordbruket - Skogsbruksåtgärder inom jordbruket - Bergsområden"
"In particular, there must be greater emphasis on man's agricultural environment.", "Vid Pos senaste översvämning fungerade jordbruksmarken som avrinningsväg till skydd för de urbana områdena."
"This form of management is also the best way to protect the agricultural landscape and the environment.", "Den här förvaltningsformen är det bästa sättet att skydda jordbrukslandskapet och miljön på."
"Agricultural production and the environment -Forestry measures - Mountain areas (continued)", "Miljö och produktionsmetoder inom jordbruket - Skogsbruksåtgärder inom jordbruket -Bergsområden (fortsättning)"
"One of his demands is that the agricultural environment programmes should be far more strongly result-oriented.", "Han kräver bland annat att miljöprogrammen för jordbruket skall vara mer resultatinriktade."
"But when we turn to purely agricultural policy and the environment, the Agenda 2000 proposal is a key element.", "Men när vi talar om den rena jordbrukspolitiken och miljön, så är Agenda 2000-förslaget helt centralt."
"On the common agricultural policy, the agri-environment measures are obviously evidence of progress.", "Vad beträffar den gemensamma jordbrukspolitiken, är åtgärderna för jordbruksmiljön omisskännligen bevis gå framgång."
"A scientific analysis conducted in Germany to assess the approval rating of the EU agricultural environment programmes highlights this very clearly.", "Det framgår tydligt av en vetenskaplig undersökning i Tyskland om acceptansen av EU: s miljöprogram för jordbruk."
"EU agricultural policy should be environment, health and consumer friendly and should include a gradual reduction of aid for agriculture.", "EU: s jordbrukspolitik skall vara miljö-, hälso- och konsumentvänlig med en successiv minskning av subventioner till jordbruket."
"The Research Council for Environment, Agricultural Sciences and Spatial Planning (Formas) provides grants for research into sustainable development.", "Forskningsrådet för miljö, areella näringar och samhällsbyggande (Formas) ger bidrag till forskning om hållbar utveckling."
"In its communication to the Agricultural Committee, the Environment Committee has pointed out the long term expediency of phasing out aid for agricultural cultivation.", "Miljöutskottet pekar i sin skrivelse till jordbruksutskottet på det lämpliga i att på sikt fasa ut stödet till jordbruksodlingen."
"Madam President, Commissioner Fischler, the agricultural environment programmes of the European Union have met with widely varying responses from one Member State to another.", "Fru ordförande, herr kommissionär Fischler! Europeiska unionens miljöprogram för jordbruk har mött olika gensvar i medlemsstaterna."
"For example, in the case of multiannual commitments in the agricultural environment programme, farmers have to submit new applications every year for the same areas of land.", "När det gäller exempelvis fleråriga åtaganden i programmet för miljövänligt jordbruk måste jordbrukarna lämna in nya ansökningar varje år för samma markareal."
"It is emphasised in this resolution that greater use of protein crops in crop rotation significantly improves the agricultural environment and helps to mitigate climate change.", "Det betonas i denna resolution att en utvidgad användning av proteingrödor i växelbruksystem avsevärt förbättrar jordbruksmiljön och hjälper till att minska klimatförändringarna."
"Special agricultural environmental aid should be paid only for projects which either protect the natural environment or improve the present state of the agricultural environment.", "Ett speciellt miljöstöd till jordbruket skall endast betalas för projekt som antingen skyddar den naturliga miljön eller förbättrar den nuvarande miljösituationen inom jordbruket."
"In conclusion, may I say that one of the aims of the agricultural environment programmes is to strengthen the farming economy, with its wealth of useful functions, in peripheral areas too.", "Jag vill också nämna att ett av målen i miljöprogrammen för jordbruket är ett ekonomiskt stärkande av jordbruket med dess mångfaldiga funktioner, även i de mest avlägsna regionerna."
"First of all, the harmonisation of the rights of all categories of insured persons.", "Allra först harmoniseringen av rättigheterna för alla kategorier av försäkrade personer."
"Paragraph 6 states: 'to release all disappeared persons who are still in captivity'.", "I punkt 6 står det: ”att frige alla försvunna personer som fortfarande befinner sig i fångenskap”."
"Josept Juran is one of the most influential persons of all time in the area of Quality Technology.", "Joseph Juran är en av kvalitetsområdets allra mest inflytelserika personer ."
"They will be interviewing all the persons involved in it, and will then submit a report on it to the President.", "De kommer att höra alla inblandade personer och sedan överlämna en rapport till talmannen."
"On top of this, all these persons need safe drinking water and at least two good, varied meals per day.", "Utöver detta behöver dessa personer säkert dricksvatten och minst två bra och varierade mål per dag."
"It is our firm belief that the Geneva Conventions apply to all persons captured on the field of battle.", "Det är vår fasta övertygelse att Genèvekonventionen ska tillämpas för alla personer som tillfångatas i strid."
"We call for guarantees of fair trials for all accused persons, whatever the offence they are being charged with.", "Vi kräver garantier för en rättvis rättegång för alla anklagade, oavsett vilket brott de anklagas för."
"For your information, I can tell you that the Commission has appointed such contact persons in all the DirectoratesGeneral.", "Upplysningsvis kan jag meddela att kommissionen har utsett sådana kontaktpersoner inom samtliga generaldirektorat."
"The Republic of Finland shall ensure that the same treatment applies to all natural and legal persons of the Member States in the Åland islands.", "Finland skall se till att alla fysiska och juridiska personer i medlemsstaterna likabehandlas på Åland."
"This waiver covers all categories of persons, meaning ordinary citizens as well as diplomats travelling for various reasons.", "Detta undantag omfattar alla kategorier av personer, dvs. såväl vanliga medborgare som diplomater som reser av olika anledningar."
"Citizens, that is to say natural persons, all citizens, including, possibly, elected representatives, but only European citizens.", "Medborgarna, det vill säga fysiska personer, alla medborgare, eventuellt inklusive valda företrädare, men endast EU-medborgare."
"I think that much of this is in the report and for this I would again thank all those persons and all those groups involved.", "Mycket av detta återfinns i betänkandet och för detta tackar jag än en gång de personer och alla de grupper som har varit inblandade."
"There has been no regression on the status quo: all persons covered by social security schemes are now included – not just paid workers.", "Att uppnå målet med officiellt godkännande av rådet och parlamentet före den 1 maj är av största betydelse av flera skäl."
"The public mandataries, all persons and institutions who receive money from the EU, should be involved in this implementation.", "De offentliga ledamöterna, alla personer och institutioner som erhåller pengar från EU bör vara fast knutna till detta införlivande."
"Road traffic accidents are the most common cause of death of children and young persons - indeed, of all persons under the age of 45 - in the EU today.", "Vägtrafikolyckor är den vanligaste dödsorsaken för barn och unga - ja, för alla personer under 45 år - i EU i dag."
"This should guarantee safe, pavement-level boarding by all persons of reduced mobility.", "Det innebär ett krav på att alla personer med nedsatt rörlighet lätt skall kunna gå ombord, genom att det inte skall finnas någon nivåskillnad mellan trottoaren och fordonets golv."
"The authorities of the territories referred to in Article 8 shall apply the same treatment to all natural and legal persons of the Union.", "Myndigheterna i de områden som avses i artikel 8 skall tillämpa samma behandling för alla fysiska och juridiska personer i unionen."
"To this end, the scope of this future directive will be extended to all persons legally or illegally entering European Union territory.", "Därför kommer omfattningen av detta framtida direktiv att utvidgas till alla personer som legalt eller illegalt reser in på EU:s territorium."
"I call on the Chinese Government to release immediately all persons who have been arrested merely for participating in a peaceful protest.", "Jag uppmanar den kinesiska regeringen att omedelbart släppa alla personer som har arresterats enbart för att de deltagit i en fredlig protest."
"This would be an important signal of hope to all the most vulnerable persons in Europe, those who are currently affected by poverty and social exclusion.", "Detta skulle inge förtröstan för de mest utsatta personerna i Europa - de som för närvarande drabbas av fattigdom och social utestängning."
"We have already experienced other difficulties, Mr Barroso has just reassured us.", "Vi har redan upplevt andra svårigheter, vilket José Manuel Barroso nyss har lugnat oss med."
"We have already experienced some of the benefits from the Daphne programme.", "Vi har redan sett en del av den nytta som Daphne-programmet fört med sig."
"We have already often experienced failures in radio contact between the different countries.", "Vi har redan ofta upplevt att radiokontakten mellan olika länder inte fungerar."
"We have already experienced large increases in the price of food products, last August.", "Vi har redan sett stora prisökningar på livsmedel, i augusti förra året."
"We already experienced considerable difficulties when negotiating the agreement currently in force.", "Redan vid förhandlingarna om det nu gällande avtalet hade vi stora svårigheter."
"We know the difficulties we have already experienced in getting this far.", "Vi känner till de svårigheter vi stött på för att nå så här långt."
"Sadly, we have already experienced several major oil disasters.", "Herr talman! Vi har tyvärr redan nu varit med om flera oljekatastrofer."
"We have already experienced the Kremlin's ideological manipulation, and do not wish to endure it again.", "Vi har redan upplevt Kremls ideologiska manipulation och vill inte uthärda den igen."
"We have here a very serious incident in a reactor which has already experienced problems in the past.", "Här ser vi en mycket allvarlig incident i en reaktor som redan tidigare har haft problem."
"This phenomenon can already be experienced in many parts of the European Union.", "Detta kan man redan idag uppleva på flera ställen."
"Some partners had already experienced this type of service in the areas of tourism, building and agriculture.", "En del partner hade redan erfarenhet av detta slags tjänst inom turism, byggverksamhet och jordbruk."
"However, the difficulties already experienced by the Council in formulating its position are bad omens.", "De svårigheter rådet hade redan i samband med formuleringen av sin ståndpunkt lovar visserligen inte gott."
"I am saying this as an MEP from a state that has already experienced such dismantling in its history.", "Jag säger detta som en Europaparlamentsledamot från en stat som redan har upplevt något sådant i sin historia."
"I have already experienced this in the committees.", "Jag har redan upplevt detta i utskotten."
"Nevertheless, I would like the Commission for its part to understand the problems the delay experienced has already caused Parliament.", "Jag vill ändå att kommissionen skall förstå de problem som förseningen redan har gett parlamentet."
"I have already experienced other situations that have ended in fatigue, in fatalism, in 'there is nothing we can do'.", "Jag känner redan till andra situationer som har slutat med utmattning, fatalism och ett " vi kan inte göra någonting" ."
"I have already experienced other situations that have ended in fatigue, in fatalism, in 'there is nothing we can do '.", "Jag känner redan till andra situationer som har slutat med utmattning, fatalism och ett " vi kan inte göra någonting "."
"We in Europe have, unfortunately, already experienced such acts: in Germany, Italy, France, Spain and many other countries.", "Det är däremot något som vi i Europa har fått erfara: i Tyskland, Italien, Frankrike, Spanien och många andra länder."
"Lithuania has already experienced this.", "Det har Litauen redan fått erfara."
"Poland has already experienced a German education system claiming to be superior to all others at earlier stages of its history.", "Polen har historiskt sett redan upplevt ett tyskt utbildningssystem, där det hävdats att detta var förmer än alla andra."
"Adopting such a decision would have an adverse impact on the European economy.", "Att anta ett sådant beslut skulle ha en negativ effekt på den europeiska ekonomin."
"The European copper industry has become an example of such an adverse impact.", "Den europeiska kopparindustrin har blivit ett exempel på en sådan motsatt effekt."
"Finally, recent evidence was noted regarding possible adverse environmental effects.", "Aktuella rön noterades slutligen i fråga om möjliga skadliga effekter för miljön."
"They therefore need to be assessed carefully so as not to lead to adverse effects.", "De måste därför bedömas noggrant så att de inte ger några negativa effekter."
"But if this period were further extended, that would have adverse effects.", "Om man förlänger tiden ytterligare, skulle detta leda till ett dåligt resultat."
"Personnel too experience the adverse, social effects of cost reductions.", "Även personalen märker av de sänkta kostnadernas negativa sociala konsekvenser."
"Herbs and spices have been used since time immemorial without known adverse effects.", "Örter och kryddor har använts sedan urminnes tider utan negativa effekter."
"The programme supports a reform of subsidies which have had an adverse climate effect.", "Programmet understöder en reform av stöd som har haft en negativ inverkan på miljön."
"Achieving consensus would avoid an adverse impact on the European agricultural sector.", "Att nå en samsyn skulle undvika en negativ inverkan på EU:s jordbrukssektor."
"If one increases the price of oil, one influences economic growth in an adverse manner.", "Om man höjer oljepriset påverkar man den ekonomiska tillväxten på ett negativt sätt."
"When that happens, this very often has unforeseen adverse implications.", "En sådan avvägning leder i många fall till oförutsedda negativa konsekvenser."
"The fluctuation of prices has an adverse effect on an already vulnerable livestock industry.", "Prisfluktuationen inverkar negativt på en redan sårbar djuruppfödningsindustri."
"avoiding adverse consequences by reaching consensus between the Member States.", "En strävan att nå samförstånd mellan medlemsstaterna för att undvika negativa konsekvenser."
"It will have an adverse effect on our agriculture, our farmers and our fishermen.", "Det kommer att få negativa följder för vårt jordbruk, våra jordbrukare och våra yrkesfiskare."
"This legal uncertainty has adverse effects in terms of the operation of the internal market.", "Denna rättsliga osäkerhet har negativa verkningar på den inre marknadens funktion."
"In these circumstances, the adverse impact on the economy is expected to continue.", "Under dessa omständigheter räknar man med att de negativa följderna för ekonomin fortsätter."
"This is due to reduced 2001 cereal harvests caused by adverse weather and reduced planting.", "Detta beror på minskade skördar, orsakade av ogynnsamt väder och minskad plantering."
"Forward planning can help us deal with the most adverse effects of climate change.", "Planering inför framtiden kan hjälpa oss att klara klimatförändringens mest negativa effekter."
"It is important to regulate substances which have a proven adverse effect on human health.", "Det är viktigt att reglera ämnen som har bevisad negativ inverkan på människors hälsa."
"Some claims that may have adverse effects will need to remain prohibited.", "Vissa påståenden som kan få motsatta effekter måste vara förbjudna även i fortsättningen."
"Haven't you ever been to an amusement park... ever?", "Har du aldrig varit i en nöjespark... någongång?"
"Perhaps he thought that it was an amusement park.", "Kanske trodde han att det var en nöjespark."
"This isn't an amusement park!", "Det är inte Gröna Lund, det här!"
"Sounds like an amusement park.", "Låter som ett nöjesfält."
"Mr President, the events of the past few months in Fiji are not an isolated incident.", "Herr talman! De senaste månadernas händelser i Fiji är inga fristående incidenter."
"It has already been said, and it is obvious, that Sabena is not an isolated incident.", "Det har redan sagts här och det är självklart att Sabena inte är ett enstaka fall."
"If it had been the first time, we could have considered it to be an isolated incident.", "Om detta hade varit första gången kunde vi ha sett det som en isolerad företeelse."
"Finally, I also endorse the view of those who claim that this is not an isolated incident.", "Slutligen vill jag stödja dem som menar att detta inte är en isolerad incident."
"(SV) Mr President, Russia's attack on Georgia is not an isolated incident.", "Herr talman! Rysslands angrepp på Georgien är ingen separat händelse."
"Apart from anything else, what happened is not an isolated incident.", "Oavsett allt annat är det som hände inte en isolerad händelse."
"Unfortunately, the abovementioned tragedy (see the Sunday Telegraph of 25 August) was not an isolated incident.", "Ovan nämnda tragedi, se Sunday Telegraph av den 25 augusti, är tyvärr ingen incident."
"Unfortunately, this act of violence is not an isolated incident.", "Tyvärr är denna våldshandling inte någon isolerad händelse."
"This is not an isolated incident restricted to Ireland, either, but is being repeated time and time again.", "Detta är inte heller en isolerad händelse begränsad till Irland, utan upprepas gång på gång."
"This always happened at the same time of year, one week, and it was just a very isolated incident.", "Detta kommer alltid att inträffa vid samma tid på året och det var bara en mycket begränsad händelse."
"(PT) Madam President, the events in recent weeks in the Western Sahara were not an isolated incident.", "(PT) Fru talman! Händelserna i Västsahara under de senaste veckorna var inga isolerade incidenter."
"The tragic case of Marie Trintignant is no isolated incident.", "Marie Trintignants tragiska fall är ingen enstaka händelse."
"The approach taken by the top management at EADS is, as we all know, no longer an isolated incident.", "Inställningen hos den högsta ledningen för EADS är som vi alla vet inte längre någon isolerad händelse."
"Shirin Ebadi's persecution is not an isolated incident.", "Förföljelsen av Shirin Ebadi är inte en isolerad händelse."
"It is horrifying that the case of Medine is not an isolated incident, but a widespread and barbaric phenomenon.", "Det är skrämmande att fallet Medine inte är en isolerad händelse utan en utbredd och barbarisk företeelse."
"Unfortunately, this is not an isolated incident, because every week, we receive reports of such crimes against Kurds.", "Detta är dessvärre inte en isolerad händelse, då vi varje vecka får rapporter om sådana brott mot kurder."
"This case is far from an isolated incident.", "Det här fallet är långtifrån en isolerad händelse."
"This offence against a Member of the Hungarian minority in the Serbian province is by no means an isolated incident.", "Detta brott mot en medlem i den serbiska provinsens ungerska minoritet är inte på något sätt en enstaka händelse."
"This is not an isolated incident, unfortunately.", "Detta är tyvärr ingen isolerad händelse."
"Unfortunately, this was not an isolated incident.", "Det var tyvärr ingen isolerad olycka."
"We need a detailed overview of the tasks and of the staff employed in the EEAS.", "Det behövs en detaljerad översikt av uppgifterna och av dem som anställs vid EEAS."
"Overview: The report provides an overview of ecommerce activity on your site.", "Översikt: Rapporten ger en översikt av e-handelsaktiviteter på din webbplats."
"It gives us a very useful overview of the various initiatives in this area.", "Det ger oss en mycket användbar överblick av de olika initiativen på detta område."
"To aid you in keeping an overview, Styles are divided into various Style categories.", "För att förteckningen ska bli överskådlig är mallarna uppdelade i olika mallområden."
"The fair provides a complete overview, in one and the same place, of what is on offer.", "Mässan ger på ett och samma ställe en totalöverblick över det utbud som finns."
"As you pan or zoom in the map, the overview map view changesaccordingly.", "När du panorerar eller zoomar in på kartan ändras också översiktskartan därefter."
"We should also seek to obtain a true overview of the administrative costs.", "Vi bör också försöka skaffa oss en god översikt över de administrativa kostnaderna."
"It contains a very good overview of the measures which need to be taken in this field.", "Det innehåller en mycket god översikt över de åtgärder som måste vidtas på området."
"Product Overview (Product Performance): How much of each product do you sell?", "Produktöversikt (Produktresultat): Hur mycket säljer du av varje produkt?"
"As a Member of the European Parliament, I wish to have a full overview.", "I egenskap av ledamot av Europaparlamentet vill jag få en totalsammanställning."
"This helps provide a good overview and to identify the different phases of the model.", "På detta sätt kan man snabbt orientera sig och identifiera de olika stegen i modellen."
"Before responding to the individual questions, let me start with an overview.", "Innan jag besvarar de enskilda frågorna vill jag börja med en översikt."
"The following table provides an overview of the keys used for navigation.", "Följande tabell är en översikt över tangenternas funktioner för navigering."
"The report provides an overview of the Ombudsman's activities during the past year.", "Rapporten ger en översikt av ombudsmannens verksamhet det senaste året."
"Our key concern is to gain an overview of the various perspectives on monetary policy.", "Den viktigaste frågan är för oss att få idéer till möjliga penningpolitiska perspektiv."
"Firstly, we have some degree of overview of various national structures.", "Det finns brister, och inledande åtgärder har identifierats på tre områden."
"Which is why we need an exact overview of what this message in fact means.", "Därför behöver vi en exakt överblick av vad budskapet egentligen betyder."
"It really does provide an excellent overview of this very important subject.", "Den ger verkligen en utmärkt översikt av den här mycket viktiga frågan."
"This will allow for a general overview of practical implementation.", "Detta kommer att möjliggöra en allmän överblick över det praktiska genomförandet."
"Click a highlighted area below or get a full overview of the search results page.", "Klicka på ett markerat område här nedanför eller visa en översikt över hela sökresultatsidan."
