//Sentences
"I know this only too well, as I was responsible for steering through UCITS in 2001.", "Det vet jag mycket väl, eftersom jag 2001 var ansvarig för att lotsa igenom UCITS."
"There are a number of strange factors which make it seem possible that the UCK's activities are in fact a giant stratagem, manipulated, organized and orchestrated by Belgrade.", "Många märkliga element gör att man kan tro att UCK: s attentat i själva verket skulle vara en gigantisk organsierad manipulation, iscensatt av enheter i Belgrad."
"We have established good working contacts with UEFA and other sporting authorities.", "Vi har upprättat goda arbetsförbindelser med UEFA och andra idrottsorganisationer."
"Do you agree with these views held by the President of UEFA, and to what extent?", "Instämmer ni i dessa åsikter som framförts av Uefas ordförande och i vilken utsträckning?"
"In future, doping tests are going to be carried out at 20% of all UEFA competitions.", "I framtiden kommer dopningstest att genomföras vid 20 procent av alla UEFA:s matcher."
"We have had close and regular dialogue for many years with bodies like UEFA and FIFA.", "Vi har haft en nära och regelbunden dialog under många år med organ som UEFA och FIFA."
"As you know, this proved to be very effective during the 2008 UEFA Championship.", "Detta visade sig ju vara mycket effektivt under Uefa-cupen 2008."
"UEFA is studying new ways of rescuing and producing new talent.", "UEFA håller på att undersöka nya sätt att ta vara på och föra fram nya talanger."
"The sports federations, such as UEFA and FIFA, have also submitted proposals to this effect.", "Idrottsförbunden, såsom UEFA och FIFA, har också lagt fram sådana förslag."
"It is time that FIFA and UEFA had a new, joint insurance system.", "Det är på tiden att Fifa och Uefa får ett nytt, gemensamt försäkringssystem."
"At the same time, the Football League was called to present its comments on the response from UEFA.", "The Football Ligue har samtidigt uppmanats att kommentera detta svar från UEFA."
"In your view, does UEFA issue stiff enough penalties, particularly in international football?", "Tycker ni att UEFA delar ut tillräckligt många straff, i synnerhet i internationell fotboll?"
"Any move likely to bring pressure on UEFA will get our backing.'", "Varje åtgärd som skulle kunna utöva påtryckningar på UEFA kommer att få vårt fulla stöd.""
"Any move likely to bring pressure on UEFA will get our backing. '", "Varje åtgärd som skulle kunna utöva påtryckningar på UEFA kommer att få vårt fulla stöd. ""
"Neither UEFA nor the heroes of the national teams have said a word.", "Varken UEFA eller de nationella lagens stjärnor har sagt ett ord."
"That is why I support the UEFA proposal always to have a minimum number of home-grown players in the team.", "Därför stöder jag Uefas förslag om en minimikvot av egna produkter i laget."
"UEFA’s proposals comply with the principle of solidarity, upon which the European Union is founded.", "UEFA:s förslag är förenliga med solidaritetsprincipen, som Europeiska unionen grundar sig på."
"UEFA’ s proposals comply with the principle of solidarity, upon which the European Union is founded.", "UEFA: s förslag är förenliga med solidaritetsprincipen, som Europeiska unionen grundar sig på."
"Does the Commission agree that the UEFA home-grown players' scheme is compatible with the Treaty?", "(EN) Håller kommissionen med om att UEFA:s program för ungdomsutbildning är förenligt med fördragen?"
"Of course UEFA or its partners should have the concrete responsibility for this, but we can help.", "Det konkreta ansvaret för detta bör förstås vila på UEFA eller dess partner, men vi kan hjälpa till."
"On the issue of home-grown players, the Commission is very sensitive to the measures proposed by UEFA.", "I fråga om egna produkter känner kommissionen mycket varmt för de åtgärder som UEFA har föreslagit."
"UEFA and MEPs are determined to stamp it out.", "Uefa och flera parlamentsledamöter är fast beslutna att få slut på detta."
"LiU Service is one of five areas comprised within the University Services (UF).", "LiU-Service är ett av fem områden som finns inom Universitetsförvaltningen (UF)."
". - I supported this report on the Union for the Mediterranean (UfM).", "Jag gav mitt stöd till betänkandet om unionen för Medelhavsområdet (UfM)."
"The University Services (UF) Office functions as the joint office for the University Services.", "UF kansli är Universitetsförvaltningens (UF) gemensamma kanslifunktion."
"Linköpings universitet UF Kansli 581 83 Linköping", "Linköpings universitet UF Kansli 581 83 Linköping"
"The re-launch of the UfM is more urgent than ever before.", "Det är mer brådskande än någonsin att återlansera unionen för Medelhavsområdet."
"The UCF in Isfahan is complete and UF4 and UF6 gases are produced.", "Anläggningen i Isfahan är fullständig, och urantetraflourid- och uranhexaflouridgas har tillverkats."
"This is because the least that can be said is that in the UfM, there is currently a signal lack of clarity.", "Detta beror på att UfM minst sagt är ett fullständigt oöverskådlig organ för närvarande."
"However, the UfM does, nonetheless, face certain political tensions.", "Men UfM utstår trots detta vissa politiska spänningar."
"Linköping University UF Ledning SE- 581 83 Linköping To the LiU Support Councils", "Linköpings universitet UF Ledning 581 83 Linköping"
"Together we have tried, in the report on the UfM, to support a different vision of our Mediterranean.", "I betänkandet om Medelhavsunionen har vi i dag försökt att ge stöd åt en annan vision av vår Medelhavsregion."
"Firstly, it is very important for the secretariat of the UfM in Barcelona to be fully operational as soon as possible.", "För det första är det mycket viktigt att UfM:s sekretariat i Barcelona blir fullt operativt så snart som möjligt."
"This should be the primary objective of the UfM, which I hope is due to hold its second summit next month.", "Detta borde vara Medelhavsunionens huvudsakliga mål, och jag hoppas att UfM håller sitt andra toppmöte nästa månad som planerat."
"If only the precision of this report extended to its subject, that is, the Union for the Mediterranean (UfM).", "Sedan vore det bra om precisionen i detta betänkande kunde utvidgas till dess innehåll, det vill säga unionen för Medelhavsområdet (UfM)."
"The UfM cannot continue to be blocked or paralysed by the conflict in the Middle East but, at the same time, neither can it ignore it.", "Medelhavsunionen kan inte blockeras eller paralyseras av konflikten i Mellanöstern, men den kan inte heller ignorera den."
"Secondly, and closely linked to the previous point, the UfM must not fall hostage to conflicts, such as that in the Middle East.", "För det andra, och detta är nära knutet till den tidigare punkten, får inte UfM bli gisslan i konflikter, som den i Mellanöstern."
"UF Management UF Office", "Universitetsförvaltningens uppdrag:"
"The Union for the Mediterranean (UfM) is a formidable project which requires strong political involvement on the part of the European Parliament.", "Unionen för Medelhavsområdet (UfM) är ett fantastiskt projekt som kräver stark politisk involvering från parlamentets sida."
"I believe that this report correctly identifies the next steps towards achieving the objectives that were outlined when the UfM was created.", "Jag anser att det här betänkandet på ett bra sätt identifierar de kommande etapperna för att uppnå de mål som slogs fast när UfM skapades."
"The second part of Amendment 1 (which underlined the need to increase finances for the UfM) tabled by Brok, was also rejected.", "Den andra delen av ändringsförslag 1 som betonar behovet av ökad finansiering till unionen för Medelhavsområdet (UfM) formulerad av Elmar Brok förkastades också."
"The University Services (UF) are driven by a management group consisting of the Administrative Director, Administrative Manager and five Area Managers.", "Universitetsförvaltningen drivs av en ledningsgrupp bestående av den administrativa direktören, administrativa chefen och fem områdeschefer."
"more_vert open_in_new Link to Open Office warning Request revision For example, enter the name " UFO " and click OK.", "expand_more I exemplet har vi matat in " Ufo " och klickat på OK."
"more_vert open_in_new Link to Open Office warning Request revision I exemplet har vi matat in " Ufo " och klickat på OK.", "expand_more For example, enter the name " UFO " and click OK."
"Thus, in Réunion, for example, it must be possible to produce UHT milk reconstituted from powdered milk for human consumption.", "Därför måste det till exempel i Réunion vara möjligt att producera rekonstituerad ultrapastöriserad mjölk (UHT) framställd av skummjölkspulver för konsumtion."
"In the United Kingdom pasteurized and UHT milk is available in glass bottles while sterilized milk tends to come in plastic bottles.", "I Förenade kungariket är pastöriserad mjölk och " UHT" -mjölk tillgänglig i glasflaskor medan steriliserad mjölk tenderar att säljas i plastförpackningar."
"In the United Kingdom pasteurized and UHT milk is available in glass bottles while sterilized milk tends to come in plastic bottles.", "I Förenade kungariket är pastöriserad mjölk och " UHT " -mjölk tillgänglig i glasflaskor medan steriliserad mjölk tenderar att säljas i plastförpackningar."
"As an example, the people of Réunion will now be able to produce UHT milk reconstituted from milk powder of EU origin, thus compensating for the insufficient production of fresh milk.", "Till exempel kommer man i Réunion tillverka UHT-mjölk som rekonstrueras av skummjölkspulver från EU, och på sätt kompensera för den otillräckliga mjölkproduktionen."
"more_vert open_in_new Link to European Parliament warning Request revision There is a problem in the UK, but not confined to the UK.", "expand_more Det finns ett problem i Förenade kungariket, som inte enbart gäller Förenade kungariket."
"I am thinking of doctors and nurses from Malawi who are in the UK, for example.", "Jag tänker på doktorer och sköterskor från Malawi i Storbritannien till exempel."
"The next problem, particularly for the UK, is what constitutes a small retailer?", "Då är problemet, och särskilt för britterna, frågan, vad är en liten handlare?"
"The UK Independence Party’s response to this report is ‘thanks, but no thanks’.", "Svaret från UK Independence Party på detta betänkande är ”tack, men nej tack”."
"We now have 400 and for the first time we have established them in the UK as well.", "Vi har nu 400 och för första gången har vi inrättat dem i Storbritannien också."
"There is a UK Presidency, it should preside over matters and it is not doing so.", "Det finns ett brittiskt ordförandeskap som borde leda arbetet men som inte gör det."
"The UK and France have failed to deliver the promises of the St Malo Agreement.", "Storbritannien och Frankrike har inte uppfyllt sina löften från Saint-Malo-avtalet."
"Agricultural land has been affected, including 75% of the pea crop in the UK.", "Jordbruksmark har drabbats, bl.a. 75 procent av ärtproduktionen i Storbritannien."
"That is the opinion of the UK’s Equal Opportunities Commission and I endorse that.", "Det är Förenade kungarikets jämställdhetskommittés ståndpunkt, och jag stöder den."
"A patent for these techniques has been granted in the UK since August of 1995.", "Ett patent för dessa tekniker har beviljats i Storbritannien sedan i augusti 1995."
"From the Council' s perspective, the UK Government expressed a similar view.", "Från rådets synvinkel uttryckte den brittiska regeringen en liknande ståndpunkt."
"From the Council's perspective, the UK Government expressed a similar view.", "Från rådets synvinkel uttryckte den brittiska regeringen en liknande ståndpunkt."
"This is what the U.K. government target on carbon and greenhouse emissions looks like.", "Så här ser Storbritanniens regerings mål för koldioxid och växthusgasutsläpp ut."
"Many speakers tonight and some of the amendments have referred to the UK position.", "Vi bör se till att alla länder uppfyller sina skyldigheter enligt fördraget."
"We have a newly elected government in the UK which has made promises in this area.", "Vi har en nyvald regering i Storbritannien som har gjort utfästelser på detta område."
"Three years ago they were paying just marginally more than the average UK price.", "För tre år sedan betalade de bara marginellt mer än genomsnittspriset i Storbritannien."
"Torture is a daily occurrence in Iranian prisons, but not only for UK nationals.", "Tortyr förekommer dagligen i iranska fängelser, men inte bara mot brittiska medborgare."
"I have been contacted by a constituent who spends time between the UK and Italy.", "En väljare som reser mellan Storbritannien och Italien har kontaktat mig."
"The UK government has acted at all times in accordance with the wishes of the Council.", "Den brittiska regeringen har hela tiden handlat i enlighet med rådets önskemål."
"For years, the UK Government has totally failed fishermen and the fishing industry.", "I åratal har Förenade kungarikets regering svikit fiskare och fiskeindustrin totalt."
"I do not wish to see UK citizens in any way contributing to any form of EU tax.", "Som brittisk medborgare vill jag inte på något sätt bidra till någon form av EU-skatt."
"From the Council' s perspective, the UK Government expressed a similar view.", "Från rådets synvinkel uttryckte den brittiska regeringen en liknande ståndpunkt."
"From the Council's perspective, the UK Government expressed a similar view.", "Från rådets synvinkel uttryckte den brittiska regeringen en liknande ståndpunkt."
"This is what the U.K. government target on carbon and greenhouse emissions looks like.", "Så här ser Storbritanniens regerings mål för koldioxid och växthusgasutsläpp ut."
"The UK government has acted at all times in accordance with the wishes of the Council.", "Den brittiska regeringen har hela tiden handlat i enlighet med rådets önskemål."
"For years, the UK Government has totally failed fishermen and the fishing industry.", "I åratal har Förenade kungarikets regering svikit fiskare och fiskeindustrin totalt."
"The UK Government is only speaking on behalf of the net contributors and no one else.", "Her Majestys Government talar bara för nettobetalarna och inte för de andra."
"The UK Government, for example, recently introduced a human rights act.", "Den brittiska regeringen införde t.ex. nyligen en lag om mänskliga rättigheter."
"Obviously the UK Government has put in a bid for solidarity fund money.", "Naturligtvis har den brittiska regeringen ansökt om medel från Solidaritetsfonden."
"Yet again, Scotland's key interests have been ignored by a UK Government.", "Ännu en gång har en brittisk regering ignorerat Skottland nyckelintressen."
"The reason the UK Government did this is because the Government of Iran asked it to.", "Skälet till att Storbritanniens regering gjorde det är att Irans regering bad dem om det."
"We hope the UK Government and the Commission will look again at this matter.", "Vi hoppas att den brittiska regeringen och kommissionen kommer att undersöka ärendet igen."
"How can anyone place any trust whatsoever in the present UK government?", "Hur kan någon överhuvudtaget sätta någon tillit till den nuvarande brittiska regeringen?"
"I condemn the UK Government's decision to allow Formula One to be given special treatment.", "Jag fördömer den brittiska regeringens beslut att tillåta en särbehandling av Formel 1."
"For the record, UK Government investment in regions has fallen since 1984 by 75 %.", "I rena tal har Förenade kungarikets statsinvesteringar i regionerna minskat med 75 % sedan 1984."
"Otherwise EU governments like the UK Government can quite rightly be accused of gross hypocrisy.", "Annars kan EU:s regeringar som den brittiska med rätta anklagas för hyckleri."
"In the UK, our Government gave a written promise, now denied.", "I Storbritannien gav regeringen oss ett skriftligt löfte, som man nu tar tillbaka."
"The UK Government has still not transposed Mr Florenz's legislation.", "Den brittiska regeringen har ännu inte införlivat Florenz lagstiftning."
"I would urge the UK Government to take this up and use it in a very efficient way.", "Jag vill uppmana Förenade kungarikets regering att ta upp det här och använda det mycket effektivt."
"The UK Government has wisely decided not to throw the British people into the unknown.", "Den brittiska regeringen har varit klok nog att inte kasta det brittiska folket in i det okända."
"It must have been done also with the collusion of the UK Government.", "Det måste också ha skett i maskopi med Förenade kungarikets regering."
"The UK Independence Party’s response to this report is ‘thanks, but no thanks’.", "Svaret från UK Independence Party på detta betänkande är ”tack, men nej tack”."
"Mr Bloom, on behalf of the UK Independence Party, does not represent the British people.", "Godfrey Bloom, UK Independence Party, företräder inte det brittiska folket."
"Mr President, I speak particularly for the UK Independence Party.", "– Herr talman! Jag talar särskilt för brittiska Independence Party (UKIP)."
"In all seriousness, the comment from the UK Independence Party should not be disregarded.", "Kommentaren från UK Independence Party borde tas med i beräkningen på fullaste allvar."
"It follows that the UK Independence Party regards this report with suspicion.", "Betänkandet får således brittiska Independence Party att ana oråd."
". - The UK Independence Party fully supports the cause of genuine human rights.", "skriftlig. - (EN) UK Independence Party stöder helhjärtat genuina mänskliga rättigheter."
"This is what the UK Independence Party is so determined to fight against.", "Detta är vad UK Independence Party är så fast beslutna att kämpa mot."
"Therefore the UK Independence Party MEPs voted against this report.", "Ledamöterna i UK Independence Party röstade därför mot detta betänkande."
"In the UK Independence Party we have recognised that this will not be possible.", "Inom UK Independence Party har vi insett att det inte går."
"Mr President, the UK Independence Party objects to this directive in the strongest possible terms.", "– Herr talman! UK Independence Party motsätter sig med all kraft detta direktiv."
"The UK Independence Party will therefore be voting against this report.", "UK Independence Party kommer därför att rösta mot betänkandet."
"Did they rather stay outside, presumably in the bar with their colleagues from the UK Independence Party?", "Stannade de hellre utanför, antagligen i baren med sina kolleger från UKIP?"
"I note that Mr Holmes is leader of the UK Independence Party.", "Jag noterar att Holmes är partiordförande för UK Independence party."
"We should not be bracketed with the UK Independence Party.", "Vi borde inte jämställas med UKIP (UK Independence Party)."
"Then she comes here and is rewarded by the UK Independence Party, within two weeks, with the chairmanship of her group!", "Sedan kommer hon hit och belönas inom två veckor av UKIP med ordförandeposten i sin grupp!"
"That tells you all you need to know about the UK Independence Party.", "Det säger allt om UK Independence Party."
"In fact you do not need the UK Independence Party.", "I själva verket behöver ni inte UKIP-partiet."
"If competencies were indeed to be restored to the nation state, the UK Independence Party might be persuaded to support the Commission.", "En sak är säker: Förenade kungariket har hälften av den genomsnittliga arbetslöshetsgraden inom EU i sin helhet."
"The only way to do that is through the UK Independence Party’s policy of unconditional withdrawal from the European Union.", "Det enda sättet att göra det på är genom ett ovillkorligt utträde ur EU, vilket är den politik som UK Independence Party driver."
"The only British party in the European Parliament that opposes Turkish entry is the UK Independence Party.", "Det enda brittiska parti i Europaparlamentet som är emot ett turkiskt inträde är UK Independence Party (Förenade kungarikets självständighetsparti)."
"For example, tourism is one of the largest sectors of the UK economy.", "Turismen är till exempel en av de största sektorerna i Storbritanniens ekonomi."
"His own record of managing the UK economy is one of negligence and catastrophe.", "Hans egna prestationer när det gäller att sköta den brittiska ekonomin har varit slarviga och katastrofala."
"Last year, the UK economy contracted 4.8%.", "Förra året krympte Storbritanniens ekonomi med 4,8 procent."
"The reality of Sellafield goes beyond the contribution to the Kyoto targets on the dependence of the UK economy on nuclear energy.", "Verkligheten i Sellafield går längre än bidragen till Kyotomålen om den brittiska ekonomins beroende av kärnenergi."
"Such principles are essential to healthy economic and trading conditions and a good relationship between the UK economy and the economies of the euro zone.", "Sådana principer är viktiga för sunda ekonomiska villkor och handelsvillkor samt goda förbindelser mellan Storbritanniens ekonomi och ekonomin inom euroområdet."
"This will also further the discrimination of women by making them even more costly to hire than they already are, especially for small businesses, which are the backbone of the UK economy.", "Detta kommer också att öka diskrimineringen av kvinnor genom att det blir dyrare att anställa dem än det redan är, framför allt för småföretagen, som är ryggraden i Storbritanniens ekonomi."
