//Sentences
"Unfortunately, this evolution keeps us from the 10% objective provided by the Visa Waiver program.", "Denna utveckling hindrar oss tyvärr från att nå målet med 10 procent enligt programmet för viseringsundantag."
"I was shadow rapporteur for the PPE-DE Group and voted in favour of this report.", "Jag var skuggföredragande för PPE-DE-gruppen och röstade för detta betänkande."
"We see no reason not to endorse this conclusion and therefore voted in favour.", "Vi ser ingen anledning att inte stödja denna slutsats och har därför röstat för."
"We have voted in favour of the report aimed at establishing a European Prosecutor.", "Vi har röstat för betänkandet som syftar till att inrätta en europeisk åklagare."
"I voted in favour of Parliament's resolution on Turkey's 2010 progress report.", "Jag röstade för parlamentets resolution om 2010 års framstegsrapport om Turkiet."
"Mr President, I voted in favour of Mrs Herczog's report on the Small Business Act.", "Herr talman! Jag röstade för Edit Herczogs betänkande om en ”Small Business Act”."
". - (EL) I voted in favour of Mrs Oomen-Ruijten's report as a whole.", "skriftlig. - (EL) Jag röstade ja till Ria Oomen-Ruijtens betänkande som helhet."
"For all these reasons, I have voted in favour of the report by Mr Hatzidakis.", "Av alla dessa anledningar har jag röstat för Konstantinos Hatzidakis betänkande."
"I voted in favour of this report, which recommends that this proposal be adopted.", "Jag röstade för betänkandet, där det rekommenderas att detta förslag godkänns."
"For all these reasons, I have voted in favour of the report by Mr Hatzidakis.", "Av alla dessa anledningar har jag röstat för Konstantinos Hatzidakis betänkande."
"Unlike my political group, I have voted in favour of the amendments to block 3.", "I motsats till min politiska grupp har jag röstat för ändringsförslagen i block 3."
"I voted in favour of the present report, which was not adopted in the final vote.", "Jag röstade för detta betänkande, som inte antogs i den slutliga omröstningen."
"I am pleased with the content of the report, and for that reason, I voted in favour.", "Jag är glad över innehållet i betänkandet och av det skälet röstade jag för det."
"I am in favour of such extension and have therefore voted in favour of this report.", "Jag förespråkar en sådan utvidgning och har därför röstat för detta betänkande."
"more_vert open_in_new Link to statmt.org warning Request revision Detta är i stort sett vad vi försvarar vid inrättandet av denna avdelning.", "expand_more That is the broad outline of what we are defending in creating this service."
"more_vert open_in_new Link to Open Office warning Request revision Vid en import omvandlas en linje med bredden 1 pixel till en linje med bredden 0,05 pt.", "expand_more When importing, a border that is normally 1 pixel wide will appear to be only 0.05 pt wide."
"more_vert open_in_new Link to Open Office warning Request revision Vid 1 är resultatet en linje, vid 2 en parabel, vid n i allmänhet en parabel av n-ordning.", "expand_more A line results by 1, a parabola with 2, generally in n a parabola of the n order."
"more_vert open_in_new Link to Open Office warning Request revision Vid 1 är resultatet en linje, vid 2 en parabel, vid n i allmänhet en parabel av n-ordning.", "expand_more A line results by 1, a parabola with 2, generally in n a parabola of the n order."
"more_vert open_in_new Link to European Parliament warning Request revision Huvuduppmärksamheten måste fästas vid uppnådda resultat och inte vid arbetsmetoderna.", "expand_more Attention should be mainly focused on results, rather than working practice."
"more_vert open_in_new Link to statmt.org warning Request revision Jag tar vid ungefär där han slutade, precis vid slutsatsen.", "expand_more I am essentially picking up the work where he left off, right at the conclusion."
"more_vert open_in_new Link to Linköpings Universitet warning Request revision Redovisningsexpert vid Andersen 1998-2002 och sedan 2002 vid Deloitte.", "expand_more Accounting expert at Andersen 1998-2002 and 2002 at Deloitte."
". – Jag företräder Skottland, vid vår europeiska kontinents nordvästra gräns.", ". I represent Scotland, on the north-west frontier of our European continent."
"- vilka befogenheter varje intern enhet vid de europeiska institutionerna har,", "– the remit of competences of each of the European Institutions’ internal units,"
"Vid vårt sökande efter de riktiga lösningarna är det många som varit till hjälp.", "In our search to find the right solutions, many people have given us their help."
"Det är helt enkelt oacceptabelt att en persons säkerhet ska upphöra vid gränsen.", "It is simply unacceptable that an individual's safety should stop at the border."
"Vid privatisering blir de offentliga tjänsterna dyrare och mindre tillgängliga.", "Once privatised, public services will become more expensive and less accessible."
"Vi måste utvärdera deras fördelar och svagheter vid sidan av andra energikällor.", "We must assess their advantages and weaknesses alongside other sources of energy."
"Vid en slutlig analys handlar detta om en av unionens gemensamma yttre gränser.", "In the final analysis, this is about one of the Union’s common external borders."
"Jag skulle vilja få ett sådant uttalande denna vecka vid EU:s toppmöte i Bryssel.", "I would like us to have such a statement this week at the EU summit in Brussels."
"Rådet antog alla ändringsförslag som parlamentet antog vid första behandlingen.", "The Council took over all the amendments adopted by Parliament at first reading."
"Informationen bör vara tydlig, lättbegriplig och tillgänglig vid rätt tillfälle.", "Information must be clear and comprehensible and must be given at the right time."
"Med ert stöd tror jag att vi kan uppnå goda resultat vid Köpenhamnskonferensen.", "With your support I believe we can achieve success at the Copenhagen Conference."
"Till och med då, vid 2100 är genomsnittligt GDP per capita över 200 000 dollar.", "Even at that rate, by 2100 average GDP per capita in the world will be $200,000."
"I fortsättningen måste man vara mer noggrann vid valet av prioriterade projekt.", "In the future, greater care should be taken in selecting such specific projects."
"Det finns en vilja att nå en överenskommelse vid det kommande Europeiska rådet.", "The goodwill is there to reach an agreement at the forthcoming European Council."
"I det avseendet har era ministrar inspirerat oss genom att ta tjuren vid hornen.", "In that respect, your ministers have inspired us to take the bull by the horns."
"Vid första behandlingen var debatten inriktad på frågan om skadeståndsklausulen.", "In its first reading, the debate focused on the question of the repairs clause."
"Jag tror att vi får vara mycket försiktiga vid handläggningen av vissa ärenden.", "I think that we will need to be very prudent in the management of some dossiers."
"Simone Veil väljs till ordförande med absolut majoritet vid en andra omröstning.", "Ms Simone Veil is elected president by an absolute majority in the second ballot."
"Utskottet fick till stånd en god kompromiss som vi beslutsamt bör stå fast vid", "The committee has reached a good compromise and we should clearly stick to that."
"Europaåret mot rasism kunde knappast ha infallit vid en mer välfunnen tidpunkt.", "The European Year Against Racism could hardly have come at a more apposite time."
"2009 budget guidelines - (sections I, II, IV, V, VI, VII, VIII et IX) (debate)", "2009 års budgetriktlinjer - (avsnitt I, II, IV, V, VII, VIII och IX) (debatt)"
"Declaration on Unit 1 and Unit 2 of the Bohunice V1 nuclear power plant in Slovakia", "Förklaring om reaktorerna 1 och 2 vid kärnkraftverket Bohunice V1 i Slovakien"
"Draft general budget for 2007 (sections I, II, IV, V, VI, VII, VIII) (vote)", "Förslag till allmän budget 2007 (avsnitt I, II, IV, V, VI, VII, VIII) (omröstning)"
"v. the distorting development of biofuels, at the expense of food crops.", "v. den snedvridna utvecklingen av biobränslen, på bekostnad av livsmedelsgrödor."
"2008 draft general budget: Sections I, II, IV, V, VI, VII, VIII and IX (vote)", "Förslag till allmän budget 2008 (avsnitt I, II, IV, V, VI, VII, VIII, IX) (omröstning)"
"Draft general budget 2009 (Sections I, II, IV, V, VI, VII, VIII and IX) (", "Förslag till allmän budget 2009 (avsnitt I, II, IV, V, VI, VII, VIII, IX) ("
"Draft general budget 2010 (Sections I, II, IV, V, VI, VII, VIII, IX) (", "Förslag till EU:s allmänna budget 2010 (avsnitt I, II, IV, V, VI, VII, VIII, IX) ("
"But I have to say that DG V gives an enormous amount of its time to promoting the dialogue.", "Men jag måste säga att GD V lägger ner en enorm massa tid på att främja dialogen."
"Article V touches upon the wider defence tasks and not just Petersberg.", "Då handlar det om de större försvarsuppgifterna och inte bara om Petersberg."
"This October ASEAN intends to include Burma at the ASEM V summit in Hanoi.", "Nu i oktober har Asean för avsikt att låta Burma vara med vid ASEM V-toppmötet i Hanoi."
"When will the social dialogue next be on the agenda, for example in DG V?", "När kommer den sociala dialogen att stå på föredragningslistan nästa gång, t.ex. i GD V?"
"Guidelines for the 2010 budget procedure - Sections I, II, IV, V, VI, VII, VIII and IX (", "Riktlinjerna för budgetförfarandet för 2010 - avsnitt I, II, IV, V, VI, VII, VIII och IX ("
"There the standard motor is an old V8 petrol motor, which consumes around 20 litres per 100 km.", "Där är standardmotorn en gammal V8-bensinmotor som drar runt två liter milen."
"2006 discharge: EU general budget, section V - Court of Auditors (", "Ansvarsfrihet 2006: EU:s allmänna budget, avsnitt V - revisionsrätten ("
"That is why I tabled amendments to Annexes V to VIII of REACH.", "Det är därför jag lade fram ändringsförslag till bilagorna V–VIII i REACH."
"Mr President, ladies and gentlemen, I refer to Annex V of the Rules of Procedure, Article 1(1)(b).", "Herr ordförande, kära kolleger! Jag hänvisar till bilaga V i arbetsordningen, artikel 1.1b."
"You can then paste it back in, wherever and as often as you like, by pressing Command Ctrl +V.", "Du kan då klistra in den på andra ställen igen, t.ex. med tangentkombinationen Kommando Ctrl +V."
"Mr President, I would like to make a request pursuant to Article 3(2) of Annex V of the Rules of Procedure.", "Herr ordförande! Jag stöder mig på bilaga V, artikel 3.2 i vår arbetsordning."
"I am thinking now of Mr Hoppenstedt, who fought for the V chip.", "Jag tänker på min kollega Hoppenstedt som kämpade för ett v-chip."
"A code written deeper down in the v-form is tested at the same level on the opposite side.", "En kod som skrivs djupare ned i V:et testas på samma djup."
"Declaration on Unit 1 and Unit 2 of the Bohunice V1 nuclear power plant in Slovakia", "Förklaring om reaktorerna 1 och 2 vid kärnkraftverket Bohunice V1 i Slovakien"
"Unit 1 of the V1 NPP in Bohunice was closed on 31 December 2006, and Unit 2 on 31 December 2008.", "Enhet 1 vid kärnkraftverket Bohunice V1 stängdes den 31 december 2006 och enhet 2 den 31 december 2008."
"The decommissioning of the V1 plant will result in a shortfall of about seven terawatt-hours of electricity per year.", "Avvecklingen av kärnkraftverk V1 kommer att medföra ett bortfall på cirka sju terawattimmar el per år."
"I am pleased with the result of the vote on financial support for the decommissioning of the Bohunice V1 plant.", "– Jag är glad över resultatet av omröstningen om ekonomiskt stöd för avvecklingen av kärnkraftverket Bohunice V1."
"The use of EU funds should, however, be limited to the decommissioning of the Bohunice V1 reactors and to the measures accompanying it.", "Men EU:s medel bör inte bara gå till avvecklingen av reaktorerna i Bohunice V1 och åtföljande åtgärder."
"At the same time, however, Mrs Prammer's office assures me that she did inform you of the unresolved safety issues relating to Bohunice V1.", "Denna underlåtenhet är inte bara ett österrikiskt politiskt problem, utan det är också ett problem inom EU."
"Around EUR 1 300 million had been paid out to Lithuania (Ignalina), Slovakia (Bohunice V1) and Bulgaria (Kozloduy) up to 2009.", "Omkring 1 300 miljoner euro har betalats ut till Litauen (Ignalina), Slovakien (Bohunice V1) och Bulgarien (Kozloduj) fram till 2009."
"At the same time, however, Mrs Prammer' s office assures me that she did inform you of the unresolved safety issues relating to Bohunice V1.", "Samtidigt sägs det dock från minister Prammers kontor att hon skulle ha informerat er om de säkerhetsfrågor som fortfarande är öppna när det gäller Bohunice V1."
"Were it not for support from the EU, there would be cause for concern that the reactors at Bohunice V1 would continue in operation, which would entail serious security risks.", "Utan EU:s stöd finns det risk för att reaktorerna i Bohunice V1 fortsätter att vara i drift, vilket skulle innebära allvarliga säkerhetsrisker."
"In its Accession Treaty, the Slovak Republic made a commitment to decommissioning – and I stress the word ‘ decommissioning’ – two reactors of the V1 nuclear power plant at Jaslovske Bohunice.", "– I sitt anslutningsfördrag åtog sig Slovakien att stänga – och jag betonar ordet ” stänga ” – två reaktorer vid kärnkraftverket V1 i Jaslovské Bohunice."
"more_vert open_in_new Link to OpenSubtitles warning Request revision Oh, yeah, and Ron Wilson, bus driver, fell into a vat of toxic waste.", "expand_more Och, Ron Wilson, busschauffören, föll i ett fat med giftigt avfall."
"more_vert open_in_new Link to European Parliament warning Request revision However, compliance with transitional VAT and Intrastat systems is costly.", "expand_more Att uppfylla transnationella moms- och Intrastatsystem är emellertid dyrbart."
"The other topic of debate is the reduced VAT rate for labour-intensive services.", "Det andra debattämnet handlar om den sänkta momsen på arbetsintensiva tjänster."
"VAT arrangements for radio and television broadcasting and other services (vote)", "Momsordningen för radio- och televisionssändningar och andra tjänster (omröstning)"
"The report calls for a lowering of the VAT rate for labour-intensive businesses.", "Man uppmanar i betänkandet till en lägre momssats på arbetskraftintensiv verksamhet."
"In a single step we removed the need for 60 million VAT documents per year.", "I ett svep tog vi bort behovet av 60 miljoner mervärdesskattehandlingar per dag."
"In a single step we removed the need for 60 million VAT documents per year.", "I ett svep tog vi bort behovet av 60 miljoner mervärdesskattehandlingar per dag."
"I voted in favour of Mr Casa's report concerning the rules for VAT invoicing.", "Jag röstade för David Casas betänkande om regler för fakturering av mervärdesskatt."
"We are debating two issues, and I shall start with the minimum standard VAT rate.", ". – Vi diskuterar två frågor och jag ska börja med miniminivån på normalskattesatsen."
"Of course, we on the Left welcome the reduction in VAT rates as a matter of principle.", "Inom vänstern välkomnar vi givetvis av princip de sänkta mervärdesskattesatserna."
"One possibility is a reduction in VAT on energy-efficient equipment on the market.", "En möjlighet är att sänka mervärdesskatten på energieffektiv utrustning på marknaden."
"Make sure you know the VAT rules before buying a car elsewhere in the EU.", "Se till att ta reda på vilka momsregler som gäller innan du köper bil utomlands."
"It also means clearer demands for a harmonised five to ten per cent VAT band.", "De innebär även tydligare krav på ett harmoniserat momsband på 5-10 procent."
"VAT is charged on international rail transport, but not on air transport.", "Mervärdesskatt tas ut på internationell järnvägstrafik, men inte på lufttrafik."
"Moving on to the issue of the VAT system, I have already made some comments on this.", "Över till frågan om mervärdesskattesystemet: En del har jag redan tagit upp."
"I can tell Mr Mario Monti that if tax borders existed VAT fraud would not.", "Mario Monti, om det fanns skattegränser skulle det inte finnas något momsfusk."
"The report mentions a reduction in the VAT rates for small and medium-sized companies.", "Betänkandet nämner en sänkning av momssatserna för små och medelstora företag."
"In addition, the plans provide for the possibility of charging a lower VAT rate.", "I planerna finns det dessutom en möjlighet att införa en lägre momssats."
"There is also a VAT exemption approach for all basic financial activities.", "Grundläggande finansiella verksamheter är dessutom undantagna från mervärdesskatt."
"We are in favour of a revision of the system of VAT and special consumption taxes.", "Vi är för en granskning av momssystemet och särskilda konsumtionsskatter."
"VAT, which this text also supports, is one of the aberrations of this system.", "Mervärdesskatt, som texten också stöder, är en av avvikelserna i systemet."
"VAT-free e-commerce is what e-Europe needs - not bureaucracy and new taxes.", "En momsfri e-handel är vad eEuropa behöver - inte byråkrati och nya skatter."
