//Sentences
"At the same time, the N-VA regards the Constitution as a missed opportunity.", "Samtidigt betraktar N-VA konstitutionen som ett missat tillfälle."
"We must consider not only the experiences from Nagoya but also last year's bad experiences from Copenhagen, and learn from these.", "Vi måste beakta erfarenheterna från Nagoya, och dessutom beakta förra årets dåliga erfarenheter från Köpenhamn och dra lärdom av dem."
". - Concerning Nagoya and how we are getting on, things are developing pretty well with regard to the ABS, so there is no problem.", "När det gäller Nagoya och våra framsteg där, går utvecklingen ganska bra i fråga om ABS, så där finns inga problem."
"The greatness of Premier Imre Nagy lies in the fact that he recognised that.", "Premiärminister Imre Nagys storhet ligger i att han insåg detta."
"Imre Nagy's reformist government was swept aside, and he was assassinated.", "Imre Nagys reformistiska regering sveptes bort, och han mördades."
"The images of Prime Minister Imre Nagy and General Pál Maléter and the fight against the Russian tanks are etched on my mind.", "Bilderna av premiärminister Imre Nagy och general Pál Maléter och kampen mot de ryska stridsvagnarna har etsat sig fast på min näthinna."
"It would be desirable for Slovakia, regardless of the Nagy-Duna matter, to cooperate with Hungary in stabilising the water supply to this area.", "Det vore önskvärt för Slovakiens del, oavsett Nagy-Duna-frågan, att samarbeta med Ungern för att stabilisera vattentillgången i området."
"We must remember Imre Nagy, a communist who became a protagonist of the anticommunist revolution, who was assassinated in a secretive and cowardly manner.", "Vi måste minnas Imre Nagy, en kommunist som blev förkämpe för den antikommunistiska revolutionen, som fegt avrättades i det fördolda."
"Imre Nagy was a fervent Communist, and yet he opted for his country to return to free Europe rather than remain in the Soviet camp.", "Imre Nagy var en entusiastisk kommunist, och ändå valde han att låta sitt land återgå till det fria Europa hellre än att låta det stanna kvar i Sovjetlägret."
"We are all familiar with the part played by Nagy Imre, the reforming communist Prime Minister who paid with his life for his commitment to the side of the insurgents.", "Vi känner alla till den roll som Imre Nagy spelade, den reformvänliga kommunistiska premiärministern som betalade med sitt liv för att han engagerade sig på de upproriskas sida."
"Nah look I'm doing people a service taking out a few roos.", "Jag åker runt och hjälper folk med lite småsaker."
"De réir pobalbhreitheanna a rinneadh le déanaí, is í an phearsa pholaitiúil is measúla í i bPoblacht nahÉireann.", "De réir pobalbhreitheanna a rinneadh le déanaí, is í an phearsa pholaitiúil is measúla í i bPoblacht nahÉireann."
"Nah, I'm talking about lying to Kacee.", "Jag menar att du ljuger för Casey."
"Nah, going more for definition.", "Man måste ju hålla formen."
"Nah, it's not just me.", "Nej, det är inte bara mig."
"Nah, I don't think so.", "Nej, jag tror inte det."
"Nah I'm alright thanks son.", "Nej, det är lugnt."
"Nah, I didn't mean that.", "Jag menade det inte."
"Nah, there's nobody.", "Nej, det finns ingen."
"Nah, nah, nah!", "Nä, nä, nä!"
"more_vert open_in_new Link to European Parliament warning Request revision You will not be insensitive to this, but these women are not in Nairobi.", "expand_more Ni bör inte vara okänsliga för detta, men dessa kvinnor är inte i Nairobi."
"more_vert open_in_new Link to European Parliament warning Request revision Ni bör inte vara okänsliga för detta, men dessa kvinnor är inte i Nairobi.", "expand_more You will not be insensitive to this, but these women are not in Nairobi."
"Nairobi Conference on Climate Change (vote)", "11. om EU:s strategi för Nairobikonferensen om klimatförändringar (omröstning)"
"There is the Nairobi process and the recent Nairobi Summit, to which the Commissioner alluded.", "Vi har Nairobiprocessen och den senaste tidens Nairobitoppmöte, som kommissionsledamoten hänvisade till."
"We have seen his action at the meetings in Kigali and Kinshasa, which resulted in Nairobi.", "Vi har fått ta del av hans åtgärder vid sammanträdena i Kigali och Kinshasa, vilka resulterade i Nairobitoppmötet."
"Nairobi Conference on Climate Change (debate)", "Nairobikonferensen om klimatförändringen (debatt)"
"This consultation is important if we are to create 'ownership ', within a very broad framework, for what we do in Nairobi.", "Dessa frågor måste övervägas var för sig, eftersom det annars finns en risk att det politiska samförståndet över partigränserna går förlorat i denna viktiga fråga."
"The governments of Rwanda and Nairobi signed a peace settlement in November 2007 as an attempt to resolve the animosity between the two countries.", "Rwandas och Kenyas regeringar undertecknade ett fredsavtal i november 2007 som ett försök att komma till rätta med fiendskapen mellan de två länderna."
"Despite the extremely complex, involved situation, in our opinion, the Nairobi Conference must take place as soon as possible and find new ways forward.", "Trots att det är en mycket komplicerad knut att lösa anser vi att Nairobikonferensen bör avhållas så snart som möjligt för att skapa nya hoppingivande möjligheter."
"From this shadow diplomacy mission arose the idea of organising the Nairobi conference, whose practical conclusions today give us new prospects for emerging from the crisis.", "Ur detta skuggdiplomatiska uppdrag växte idén om att organisera Nairobikonferensen, vars praktiska slutsatser i dag ger oss nya utsikter att komma ur krisen."
"The EU has in the past taken a leading role in this field, and the UN Nairobi Conference presents our opportunity and our duty to press for concrete and effective action.", "EU har tidigare haft en ledande roll på detta område, och FN:s Nairobikonferens ger oss ett tillfälle och en skyldighet att kräva konkreta och effektiva åtgärder."
"Mrs McNally made it clear that, in her opinion, we could have gone further.", "McNally lät förstå att hon för sin del tyckte att vi hade kunnat gå längre."
"These concerns are reflected in the amendment which Mrs McNally is still maintaining.", "Denna oro återspeglas i det ändringsförslag som McNally nu håller fast vid."
"I should like to commend the points made by our colleague, Mrs McNally.", "Jag skulle vilja kommentera de punkter som lagts fram av vår kollega McNally."
"In response I shall say the same thing I said to Mrs McNally just now.", "Jag säger samma sak till er som jag sade till McNally för en stund sedan."
"How can we encourage young people to study science, a point also made by Mrs McNally?", "Hur skall vi locka ungdomarna att bedriva vetenskapliga studier, vilket också McNally nämnde?"
"But we should not, as Mrs McNally has asked in her amendments, put an end to research funding.", "Vi bör inte dra in forskningsanslagen, vilket McNally begärde i sina ändringsförslag."
"Unlike Mrs McNally I see no harm in adopting measures that are in place in the United States.", "Till skillnad från McNally ser jag inget ont i att anta de åtgärder som införts i USA."
"Mr President, Mr Caudron and Mrs McNally both mentioned the fight against AIDS, TB and malaria.", "Herr talman! Både Caudron och McNally nämnde kampen mot aids, tuberkulos och malaria."
"From this point of view I therefore very much welcome the work that Eryl McNally has done.", "Därför är jag ur denna synvinkel mycket positiv till det arbete, som Eryl McNally har gjort."
"Mrs McNally and Mr van den Berg talked about fundamental working standards.", "McNally och Van den Berg talade om grundläggande arbetsnormer."
"Mrs McNally reiterated the Group of the Party of European Socialists' position on investment.", "McNally upprepade socialistgruppens ståndpunkt om investeringar."
"Mrs McNally reiterated the Group of the Party of European Socialists ' position on investment.", "McNally upprepade socialistgruppens ståndpunkt om investeringar."
"Mrs McNally, as you know, the European Group on Ethics was set up some years ago now.", "(FR) Fru parlamentsledamot! Som ni vet inrättades den europeiska gruppen för etik redan för några år sedan."
"This has just been pointed out by Mrs McNally, who wishes it to be made absolutely clear.", "McNally tog just upp den frågan, och hon vill att den skall redas ut, att detta skall bli kristallklart."
"We live in hope, and perhaps a review is the best way forward, as Mrs McNally indicated.", "Vi lever på hoppet, och en omprövning kanske är det bästa sättet att fortskrida på, liksom McNally angav."
"Mrs McNally made the point that near Tokyo, in Tokaimura, 300,000 people were confined to their homes.", "McNally klargjorde att nära Tokyo, i Tokaimura, blev 300 000 människor instängda i sina hem."
"We will take note of what we can now call 'the McNally precedent', in other words, a noisy machine.", "Vi skall notera det vi kan kalla ?McNally-fallet?, med andra ord en maskin som ger ljud ifrån sig."
"We will take note of what we can now call 'the McNally precedent ', in other words, a noisy machine.", "Vi skall notera det vi kan kalla? McNally-fallet?, med andra ord en maskin som ger ljud ifrån sig."
"Amendment No 1, submitted by Mrs McNally, does not resolve this issue.", "Ändringsförslag 1 från McNally löser inte frågan."
"I welcome Mrs McNally's support for the work of JET at Culham.", "Jag välkomnar McNallys stöd till JET: s arbete i Culham."
"All right, you cheese-dicks, welcome to the Nam.", "Ok, era fegisar, välkomna till Vietnam."
"Son Jong Nam is an innocent man.", "Son Jong Nam är oskyldig."
"You dudes gonna love the Nam!", "Ni kommer att älska Vietnam!"
"It is my pleasure to welcome to the distinguished visitors ' gallery the former Prime Minister of South Korea, Mr Nam, and his Deputy Prime Minister, Mr Lee.", "De är här för att delta i Europaparlamentets nordostasiatiska forum som äger rum den 4 och 5 december 2003."
"You don't belong in Nam, man!", "Du passar inte i Vietnam!"
"We might also recall the explosive reaction to the letter sent by the UN special rapporteurs in April warning about the situation of Mr Son Jong Nam.", "Vi har också den explosiva reaktionen på den skrivelse som FN:s särskilda rapportörer sände i april för att varna för Son Jong Nams situation."
"It is my pleasure to welcome to the distinguished visitors' gallery the former Prime Minister of South Korea, Mr Nam, and his Deputy Prime Minister, Mr Lee.", "– Det är med stor glädje jag hälsar våra ärade gäster, den före detta premiärministern i Sydkorea, Nam Duck Woo, och hans vice premiärminister Lee, välkomna."
"The impending execution of Mr Son Jong Nam and the unusually large volume of information that has come out about this and about his imprisonment is extremely significant.", "Den nära förestående avrättningen av Son Jong Nam och den ovanligt omfattande information som har sluppit ut om denna och om fängslandet av honom är oerhört betydelsefull."
"At the beginning of this month we found out that Son Jong Nam was tortured to death in a North Korean prison for spreading the gospel, the good news, to his fellow countrymen and women.", "I början av denna månad fick vi reda på att Son Jong Nam torterades till döds i ett nordkoreanskt fängelse för att ha spridit evangeliet, glädjebudskapet, till kvinnor och män i hans hemland."
"Song Jong Nam is a North Korean man aged 48, who was arrested and tortured by North Korean authorities in January 2006, and was subsequently sentenced to death without a court procedure.", "Son Jong Nam är en nordkoreansk man på 48 år, som arresterades och torterades av de nordkoreanska myndigheterna i januari 2006, och som därefter dömdes till döden utan någon domstolsprocess."
"Talks were held in Pyongyang with the North Korean leader, Chairman Kim Chung-il, and the number two in the North Korean power hierarchy Kim Chong-nam, and in Seoul with President Kim Dae-jung.", "I Pyongyang fördes samtal med den nordkoreanske ledaren, ordföranden Kim Jong Il, och nummer två i den nordkoreanska makthierarkin Kim Jong Nam och i Seoul med president Kim Dae-jung."
