//Sentences
"I also hope that we can have talks with other possible supporters of the project.", "Jag hoppas också att vi kan överlägga med andra som eventuellt stöder projektet."
"I also like to see Commissioner Wallström fighting – you make a nice couple when you are fighting.", "Jag skulle också vilja se kommissionsledamot Margot Wallström slåss – ni är ett sött par när ni slåss!"
"I also like the ambitious goals of the report.", "Jag tycker även om de ambitiösa målen i betänkandet."
"I also like studies that provide data which can help us do our job more efficiently in the European institutions for the benefit of European citizens.", "Jag tycker även om studier som ger information som hjälper oss på EU-institutionerna att göra ett bättre jobb åt EU-medborgarna."
"Mr Schulz was brave enough to acknowledge our friendship before this House, so let me further imperil his reputation by saying that I also like and admire him.", "Martin Schulz var modig nog att erkänna vår vänskap inför parlamentet, så låt mig ytterligare äventyra hans rykte genom att säga att jag också tycker om och beundrar honom."
"However, let us not forget that mainstreaming or, as I also like to call it, 'integrating' human rights into all policies, is not an end in itself, but an approach to achieving overarching goals.", "Men vi får inte glömma att integrationen av mänskliga rättigheter i all politik inte är ett mål i sig, utan ett sätt att nå överordnade mål."
"I also like the proposal - though perhaps it is not enough - that some of the catch should compulsorily be landed in Guinea for the food supply of the Guinean population.", "Jag gillar också förslaget - även om det kanske inte är tillräckligt - att en del av fångsten måste landas i Guinea för att användas som livsmedel till befolkningen där."
"I also speak on behalf of the oppressed people of Zimbabwe who are crying out for justice.", "Jag talar också för den förtryckta befolkningen i Zimbabwe som ropar på rättvisa."
"I also speak as a woman supportive of women forced into prostitution.", "Jag talar även i egenskap av kvinna som stöder kvinnor som tvingas till prostitution."
"I also speak as the representative of a French department.", "Jag talar också i egenskap av folkvald från ett franskt departement."
"Mr President, ladies and gentlemen, I speak as an Austrian, but I also speak as a European for three reasons.", "Herr talman, ärade kolleger! Jag talar som österrikiska, men jag talar också som europé."
"I also speak on behalf of Members from countries that suffered under dictatorship long after the Second World War was over.", "Låt oss i dag minnas orsakerna, perioden före, som kännetecknades av en insikt."
"I will just return briefly to the question as to where the agency should be based, and I also speak for my group.", "Jag skall nu återkomma till frågan om platsen för upprättandet, och jag talar även å min partigrupps vägnar."
"I also speak on behalf of Members from countries that suffered under dictatorship long after the Second World War was over.", "Jag talar också för ledamöter från länder som led under en diktatur långt efter andra världskrigets slut."
"I am bound to say - and I think I also speak for the other members of the Convention - that we always felt supported by the approval of the European Parliament.", "Jag måste säga - och jag tror att jag även talar för konventets övriga ledamöter - att vi alltid kände att vi hade Europaparlamentets stöd."
"Mr President, I think I also speak for the Committee on Constitutional Affairs that I chair, in expressing my appreciation of this Commission initiative.", "Herr talman! Jag vill ge uttryck för min och, tror jag mig kunna säga, utskottets för konstitutionella frågor, vars ordförande jag är, uppskattning av detta initiativ från kommissionen."
"I also wonder in what way the Netherlands is a model for the rest of Europe.", "Jag undrar också på vilket sätt Nederländerna är en förebild för övriga Europa."
"I also wonder which rules apply if a European company spams outside the EU.", "Vidare undrar jag vilka regler som gäller om ett europeiskt företag "spammar" utanför EU."
"I also wonder which rules apply if a European company spams outside the EU.", "Vidare undrar jag vilka regler som gäller om ett europeiskt företag " spammar " utanför EU."
"I also wonder why the background material is still marked secret.", "Jag undrar vidare varför bakgrundsmaterialet fortfarande är hemligstämplat."
"I also wonder whether the triennial procedure we have adopted is the most sensible approach.", "Jag undrar också om det treåriga förfarandet som vi har antagit är det mest förståndiga."
"I also wonder what allies the Commission had in Melbourne.", "Jag undrar också vilka allierade kommissionen har haft i Melbourne."
"Finally, I also wonder about the strategic programme, covering many years, which the Council is to adopt.", "Slutligen undrar jag också över det fleråriga strategiska programmet som rådet skall anta."
"I also wonder about the favourable arrangements that still apply to the shipping sector.", "Jag ställer mig också frågande till de förmånliga bestämmelser som fortfarande tillämpas på sjöfartssektorn."
"Naturally, I also wonder why it is that anyone at all should have any objections to this principle.", "Naturligtvis undrar även jag varför någon över huvud taget skulle ha något att invända mot denna princip."
"I also wonder whether the value of these projects has not been offset by the environmental destruction they cause.", "Jag frågar mig också om det som uppnåtts är värt den miljöförstöring som dessa projekt orsakar."
"I also wonder how the order will be placed.", "Jag frågar mig också hur uppdragsgivandet kommer att ske?"
"I also wonder about the basis for this decision.", "Jag undrar också över grunden för detta beslut."
"I also wonder what the difference was last year when Ireland faced the same situation and instituted hard cuts.", "Jag undrar också vad skillnaden var när Irland förra året befann sig i samma situation och gjorde stora nedskärningar."
"I also wonder, by the way, about the Association of the Councils of State and Supreme Administrative Jurisdictions of the European Union.", "Jag undrar dessutom för övrigt över sammanslutningen av de högsta förvaltningsdomstolarna i Europeiska unionen."
"I also wonder whether the value of these projects has not been offset by the environmental destruction they cause.", "Är detta inte ett strukturellt felaktigt svar, eftersom man kunde göra mycket förnuftigare saker med pengarna vad gäller sysselsättningen?"
"I also wonder how Member States that claim that monitoring is difficult will now manage, because it is not that much easier.", "Jag undrar också hur medlemsstater som hävdar att övervakning är svårt kommer att lyckas nu, eftersom det inte är särskilt mycket lättare."
"I also wonder whether you will boost these policies particularly in those areas where there is a lot of emigration, such as northern Morocco?", "Jag vill också fråga om politiken i de områden som är källor till emigration, exempelvis norra Marocko kommer att förstärkas?"
"I also wonder how a situation of that kind could arise in the heart of Europe, and I do not know whether the Council has answered that.", "Jag undrar också hur en situation av denna typ har kunnat uppstå i Europas hjärta, och jag vet inte om rådet har besvarat denna fråga."
"I therefore believe that the Middle East peace process needs an extra boost and I also wonder whether the time has come to do this now.", "Jag tror således att fredsprocessen i Mellanöstern behöver en extra impuls, och jag ställer mig också frågan om inte tiden nu är mogen för det."
"I also wonder why, ten years after liberalising the transport markets, we are now starting to use taxes and subsidies to divert and control.", "För övrigt undrar jag också varför vi nu, tio år efter att vi avreglerade transportmarknaden, börjar styra och ställa med skatter och bidrag."
"I always feel that reports of this kind are safe in her hands.", "Jag har alltid känslan av att den här typen av betänkanden är i goda händer hos henne."
"I always feel when we talk about tackling corruption that it is they who will again suffer.", "När vi talar om hanteringen av korruption får jag alltid en känsla av att det blir de som kommer att bli lidande igen."
"(PL) Mr President, as a Pole, I always feel my heart beat faster when there is talk of human rights in China.", "(PL) Herr talman! Som polack slår mitt hjärta alltid lite snabbare när man talar om mänskliga rättigheter i Kina."
"As a Buddhist monk, breakfast is something very sacred because I always eat when I wake up, as I always feel hungry.", "Som buddistmunk är frukosten något mycket heligt - jag äter alltid när jag har vaknat eftersom jag alltid är hungrig då."
"Whenever he intervenes I always feel reinforced in my personal commitment and conviction concerning free trade.", "Alltid när han gör sina inlägg känner jag mig stärkt i mitt personliga engagemang för och min övertygelse om frihandelns fördelar."
"(NL) Madam President, whenever I hear the word 'eurobonds', I always feel a little bit sick, even though it is a word which is frequently bandied about here.", "(NL) Fru talman! Varje gång jag hör ordet ”euroobligationer” mår jag nästan lite illa, trots att det ofta pratas om euroobligationer här."
"(DE) Mr President, I am wondering why I always feel that I should suspect the Commission of not wanting to put things before the European Parliament.", "(DE) Herr talman! Jag undrar varför jag alltid får en känsla av att jag bör misstänka kommissionen för att inte vilja lägga fram handlingar för Europaparlamentet."
"I am very sorry that I always have to speak under these circumstances.", "Jag är ledsen över att jag alltid skall behöva tala under dessa omständigheter."
"If I hold them, I always have a majority in the general meeting.", "Om jag innehar dem har jag alltid en majoritet på bolagsstämman."
"I do my job seriously as I always have done, and therefore I cannot accept your criticism.", "Jag utför mitt arbete seriöst, vilket jag alltid har gjort, och följaktligen accepterar jag inte er kritik."
"I buy the stuff in the yellow box because I always have.", "Jag köper den gula asken istället, för det har jag alltid gjort."
"I always have problems with the fact that, as I see it, there is an imbalance in relation to road safety.", "Det har alltid besvärat mig att det finns en obalans som jag ser det när det gäller vägsäkerhet."
"Nevertheless, I am, as I always have been, of the same opinion as the Members of this House who want to reject the Commission proposal.", "Trots det hyser jag, vilket jag alltid har gjort, samma åsikt som de ledamöter i parlamentet som vill avvisa kommissionens förslag."
"I always have to consider aspects such as education, health and culture as well; in other words, all the other components that are included in the Treaty.", "Jag måste alltid gå indirekt via utbildning, hälsa, kultur, dvs. alla andra områden som är inskrivna i fördraget."
"All of that is obviously very ideological and I always have great respect for ideological ‘extremes’, because I can understand them.", "Allt det här är givetvis väldigt ideologiskt laddat, och jag har stor respekt för ideologiska ”ytterligheter”, eftersom jag kan förstå dem."
"And I always have been.", "Det har jag alltid varit."
"All of that is obviously very ideological and I always have great respect for ideological ‘ extremes’, because I can understand them.", "Allt det här är givetvis väldigt ideologiskt laddat, och jag har stor respekt för ideologiska ” ytterligheter ”, eftersom jag kan förstå dem."
"I always have been.", "Det har jag alltid varit."
"Normally in Luxembourg I do not have the reputation of a great diplomat because I always have a tendency to, shall we say, say what I think.", "I vanliga fall har jag i Luxemburg inte något rykte om mig att vara särskilt diplomatisk, eftersom jag alltid har en viss benägenhet att säga vad jag tycker."
"Mr President, I always have the privilege, when I make my way to Strasbourg, of driving through the wonderful regions of the Palatinate and Alsace, where I buy my wine.", "– Herr talman! När jag tar mig till Strasbourg har jag alltid privilegiet att få köra genom de underbara regionerna Pfalz och Alsace, där jag köper mitt vin."
"REACH will probably apply to this, and the substitution principle will play a decisive role, although, personally, I always have reservations about this.", "REACH kommer förmodligen att tillämpas på detta, och ersättningsprincipen kommer att spela en avgörande roll, även om jag personligen alltid har haft förbehåll när det gäller detta."
"I am satisfied that we are finally taking the initiative and discussing Moldova.", "Det gläder mig att vi äntligen har tagit initiativ till att diskutera Moldavien."
"I am thinking of doctors and nurses from Malawi who are in the UK, for example.", "Jag tänker på doktorer och sköterskor från Malawi i Storbritannien till exempel."
"(ES) Mr President, I am pleased that the Lisbon Treaty is to be signed tomorrow.", "(ES) Herr talman! Det gläder mig att Lissabonfördraget ska undertecknas i morgon."
"Europe - and I am finishing here - must not lower its guard on this front either.", "Avslutningsvis vill jag säga att EU inte får sänka garden på den fronten heller."
"I am not objecting to the ambitious nature of the savings, but their unfairness.", "Jag är inte emot att sparandet läggs på en ambitiös nivå, men det slår orättvist."
"I am not an actor, I want to work for the interests of Europe and its citizens.", "Jag är ingen skådespelare; jag vill arbeta för europeiska medborgares intressen."
"I am pleased to say that my colleague Mrs Estrela’s report is along these lines.", "Det gläder mig att betänkandet av min kollega Edite Estrela följer dessa idéer."
"I am the first to denounce the way in which human rights are threatened in Cuba.", "Jag är den första att fördöma det sätt som mänskliga rättigheter hotas på Kuba."
"This is primarily a statement of principles which I am comfortable in supporting.", "Det är främst en redogörelse för principer som jag känner mig bekväm att stödja."
"I am pleased that those points were also made clear in the report by Mrs Gurmai.", "Det gläder mig att de punkterna också framgår klart av Zita Gurmais betänkande."
"I am concerned, as are the other speakers, at the plight of the people in Iraq.", "Jag är bekymrad, liksom de övriga talarna, över befolkningens belägenhet i Irak."
"I am sorry that Mr Fatuzzo is not here today - I seem to be standing in for him.", "Jag beklagar att Fatuzzo inte är här i dag. Som det ser ut får jag ersätta honom."
"Mr President, first of all I want to say that I am not trying to protect anybody.", "Herr ordförande, först av allt vill jag säga att jag inte försöker skydda någon."
"I am including all types of fraud which could occur in the European institutions.", "Jag inkluderar alla typer av bedrägerier som kan förekomma i EU-institutionerna."
"We will assess this proposal and I am sure we will take on board the sense of it.", "Vi kommer att utvärdera förslaget och jag tror att vi kommer att anta principen."
"Mr Alavanos, I am sorry that the text is not available in all language versions.", "Herr Alavanos, jag ber om ursäkt för att texten inte finns i alla språkversioner."
"I am totally aware of the problems that all this has caused for British farmers.", "Jag är helt medveten om de problem som allt detta har orsakat brittiska bönder."
"Two or three minutes to defend an MEP's honour: that is all that I am asking for.", "Två eller tre minuter för att försvara en ledamots heder. Det är allt jag begär."
"Once again, I am wondering how to define concepts such as the 'European work '.", "Jag frågar mig faktiskt ännu en gång hur den europeiska produktionen definieras."
"Mr President, in yesterday's minutes I am omitted from the list of those present.", "Herr ordförande, i gårdagens protokoll finns jag inte upptagen på närvarolistan."
"I am Finnish and I come from a ‘ welfare’ system.", "Jag är finländare och kommer från ett ” välfärdssystem ”."
"I am Finnish and I come from a ‘welfare’ system.", "Jag är finländare och kommer från ett ”välfärdssystem”."
"I am Finnish, I am a European, and I love our continent, but that does not mean that I am a supporter of the European Union.", "Jag är finländare, jag är europé, och jag älskar vår kontinent, men det innebär inte att jag stöder EU."
"I am Finnish.", "Jag kommer från Finland."
"Mrs Harms, you mentioned the fact that I am French, but I am going to go further than that.", "Rebecca Harms nämnde att jag är fransman, men jag vill gå längre än så."
"You are Italian, I am French, I respect you as an Italian.", "Du är från Italien och jag är från Frankrike, jag respekterar dig som italiensk medborgare."
"As you know, I am French and I was against quotas.", "Som ni vet är jag fransyska och jag var emot kvotering."
"I am French, and I am not going to give up the Marseillaise, but for six months I am very happy to be Slovenian!", "Jag är fransman och jag tänker inte ge upp marseljäsen, men i sex månader är jag mycket glad över att vara slovensk!"
"Commissioner, I think - and this is not because I am French - that we must put this Franco-British squabble behind us.", "Herr kommissionär, jag tror - och det är inte för att jag är från Frankrike - att vi måste sluta det här fransk-brittiska minikriget."
"I am French and I start from a premise that is probably obvious: The French will not vote again on the same text.", "Jag är fransman, och jag utgår ifrån en förutsättning som förmodligen är uppenbar: det franska folket kommer inte att rösta igen om samma text."
"I am French.", "Jag är fransyska."
"So it's like, here I am, I'm on the fence about this guy, but increasingly, eating up his every word.", "Så jag, liksom, håller lite avstånd till honom, men mer och mer äter jag upp vartenda ord."
"Oh, I am -- I'm absolutely, totally confident.", "Massor av självförtroende. japp"
"I am, I'm...", "Jag, jag..."
