//Sentences
"Click on the HYP field on the status bar so that SEL appears in it.", "Möjlighet 2: klicka på fältet HYP på statuslisten så att SEL står där."
"However, a good SEO can also help improve an existing site.", "En bra sökmotoroptimerare ska också kunna hjälpa dig att förbättra en befintlig webbplats."
"Táim lánchinnte go dtabharfaidh Parlaimint na hEorpa tacaíocht iomlán don phlean polaitiúil seo.", "Táim lánchinnte go dtabharfaidh Parlaimint na hEorpa tacaíocht iomlán don phlean polaitiúil seo."
"There are a few warning signs that you may be dealing with a rogue SEO.", "Det finns en del varningstecken som tyder på att du har att göra med en icke trovärdig optimeringsleverantör."
"These shadow domains often will be owned by the SEO who claims to be working on a client's behalf.", "Sådana skuggdomäner ägs ofta av leverantörer av sökmotoroptimeringar som hävdar att de arbetar för en kund."
"That way, you and your SEO can ensure that your site is designed to be search engine-friendly from the bottom up.", "Då kan du och sökmotoroptimeraren från början se till att webbplatsen är så sökmotorvänlig som möjligt."
"Some useful questions to ask an SEO include:", "Här är några bra frågor att ställa till sökmotoroptimeraren:"
"More insidious, however, is that these doorway pages often contain hidden links to the SEO's other clients as well.", "Än mer lömskt är det att dessa öppningssidor även innehåller länkar till leverantörens övriga kunder."
"Is léir dom go maith go bhfuil baill and fhorais ag obair go dícheallach chun an Eoraip seo againne a neartú.", "Is léir dom go maith go bhfuil baill and fhorais ag obair go dícheallach chun an Eoraip seo againne a neartú."
"If that happens, the client has paid to develop a competing site owned entirely by the SEO.", "Om detta händer har kunden betalat för att utveckla en konkurrerande webbplats som helt och hållet ägs av optimeringsleverantören."
"Is mór an onóir don tír s'againn féin gur le linn Uachtaránacht na hÉireann a thiocfaidh an méadú seo chun críche.", "Is mór an onóir don tír s'againn féin gur le linn Uachtaránacht na hÉireann a thiocfaidh an méadú seo chun críche."
"By all means, feel free to walk away if the SEO:", "Avsluta affärsrelationen om leverantören:"
"Cuirim fáilte freisin roimh shocrú rialtas Iosrael an deireadh seachtaine seo caite 250 príosúnach a scaoileadh saor.", "Cuirim fáilte freisin roimh shocrú rialtas Iosrael an deireadh seachtaine seo caite 250 príosúnach a scaoileadh saor."
"If an SEO has FTP access to your server, they should be willing to explain all the changes they are making to your site.", "Om en SEO har FTP-åtkomst till din server bör företaget kunna förklara alla ändringar som genomförs på din webbplats."
"SEPA data are not covered by the agreement; most transfers are not affected at all.", "Sepa-data omfattas inte av avtalet. De flesta överföringarna berörs inte alls."
"I therefore very much welcome this Resolution and Parliament's strong support for SEPA.", "Jag välkomnar därför varmt denna resolution och parlamentets starka stöd för Sepa."
"Parliament and the Commission clearly share the same vision and the same goal for SEPA.", "Parlamentet och kommissionen har utan tvekan samma syn på Sepa och samma mål."
"The SEPA council will constitute a good platform for moving towards these improvements.", "Separådet kommer att bli en bra plattform för att få till stånd dessa förbättringar."
"Furthermore, the Sepa Direct Debit will only be launched later this year.", "Dessutom kommer autogireringssystemet Sepa att lanseras först senare i år."
"Public administration plays a key role in the process of migrating to SEPA.", "Den offentliga förvaltningen har en central roll i övergången till Sepa."
"We ourselves acknowledged the role of non-banking institutions in the SEPA Directive.", "Vi har själva genom Sepa-direktivet erkänt rollen för finansinstitut utanför banksektorn."
"How it intends to promote and foster the migration to SEPA instruments?", "På vilket sätt har kommissionen för avsikt att främja övergången till Sepa-instrumenten?"
"The Commission has made an effort in its SEPA roadmap of September 2009.", "Kommissionen ansträngde sig i sin färdplan för Sepa i september 2009."
"As you know, the SEPA does not benefit from a pan-European system of governance.", "Som ni vet finns det inget alleuropeiskt styrsystem för Sepa."
"Public administrations' migration to SEPA is below our expectations.", "Offentliga förvaltningars övergång till Sepa är under våra förväntningar."
"We should have established a legally binding time limit for the migration to SEPA instruments.", "Vi bör ha fastställt en rättsligt bindande tidsfrist för övergången till Sepas instrument."
"Implementation of the Single Euro Payments Area (SEPA) (vote)", "Genomförandet av det gemensamma eurobetalningsområdet (Sepa) (omröstning)"
"And, also, by striving itself to be an early adopter of SEPA.", "Kommissionen har också strävat efter att införa Sepa i ett tidigt skede."
"Implementation of the Single Euro Payments Area (SEPA) (debate)", "Genomförandet av det gemensamma eurobetalningsområdet (Sepa) (debatt)"
"Implementation of the Single Euro Payments Area (SEPA) (debate)", "Genomförande av det gemensamma eurobetalningsområdet (Sepa) (debatt)"
"We noted with satisfaction the positive assessments in the draft resolution about SEPA and TARGET2.", "Vi noterade med glädje de positiva uttalandena om SEPA och Target2 i resolutionsförslaget."
"We will relentlessly continue our efforts as a SEPA catalyst.", "Vi kommer oförtröttligt att fortsätta våra insatser att fungera som en katalysator för Sepa."
"SEPA is part of the single market, it is larger than the euro area, but it is not complete.", "Sepa är en del av den inre marknaden, det är större än euroområdet, men det är inget färdigt system."
"Third, the Commission is carefully monitoring the impact of SEPA on customers by launching studies.", "För det tredje följer kommissionen noga genom olika undersökningar hur Sepa påverkar kunderna."
"Put your question to SERS, which can tell you what it is doing in order to meet its commitments.", "Vänd er till SERS som kan informera er om vad de gör för att hålla sina åtaganden."
"No agreement has been reached concerning the final investment costs with the project's promoter, SERS.", "Man har inte kommit överens om de slutgiltiga investeringskostnaderna med projektets entreprenör SERS."
"He was chosen by SERS, a publicly owned company incorporating various public enterprises in the Strasbourg region.", "Han har valts av företaget SERS, ett offentligt företag som omfattar olika offentliga bolag i Strasbourgregionen."
"The city of Strasbourg and the Alsace Region have the controlling interest in SERS, owning 60% of the shares in all.", "Strasbourgs kommun och landskapet Alsace äger majoriteten av aktierna i SERS, sammanlagt 60 procent, varför de måste utnyttja sin bestämmanderätt."
"And lastly, Mrs President, I believe that the only way to resolve all of this is to arrange a serious meeting between the SERS, the Parliament and the French Government.", "Slutligen, fru talman, tror jag att det enda sättet att lösa detta på är ett seriöst möte med SERS, parlamentet och den franska regeringen."
"The SET Plan is the best example we currently have of joint programming at EU level.", "SET-planen är det bästa exemplet för närvarande på gemensam planering på EU-nivå."
"We think it is very important to set up a recovery plan for bluefin tuna.", "Vi tycker att det är väldigt viktigt att inrätta en återhämtningsplan för tonfisk."
"The SET Plan intends to contribute specifically to the development of clean technologies.", "SET-planen har som mål att bidra specifikt till utvecklingen av rena tekniker."
"I concede to you in respect of the question of what the SET plan can actually achieve.", "Jag ger er rätt när det gäller frågan om vad SET-planen faktiskt kan uppnå."
"We must ensure that we allocate funds to the SET plan for renewable energy.", "Vi ska se till att anslå medel till SET-planen för förnybar energi."
"However, the SET Plan is not only important and right because it ensures us cleaner energy.", "Men SET-planen är inte bara viktig och läglig eftersom den garanterar oss renare energi."
"The methods we will use are set out in Plan D – as in Debate, Dialogue and Democracy.", "De metoder som vi kommer att använda fastställs i plan D – d för debatt, dialog och demokrati."
"The methods we will use are set out in Plan D – as in Debate, Dialogue and Democracy.", "De metoder som vi kommer att använda fastställs i plan D – d för debatt, dialog och demokrati."
"The Marshall Plan, set up for the economic revival of Europe, is announced.", "Marshallplanen för ekonomisk återuppbyggnad av Europa presenteras."
"- (DA) Madam President, we have reason to be pleased with the SET Plan.", "- (DA) Fru talman! Vi har anledning att vara nöjda med SET-planen."
"Its plans are set out in the Plan of Action for Financial Services.", "Vad man planerar att göra har man redogjort för i handlingsplanen för finansiella tjänster."
"We will closely monitor the most promising technologies through the SET Plan information system.", "Vi kommer att noga övervaka den mest lovande tekniken genom SET-planens informationssystem."
"We still do not have 50% of the funding for the set plan, a real strategic tool.", "Vi har ännu inte ordnat 50 procent av finansieringen för denna plan, som är ett verkligt strategiskt verktyg."
"The SET Plan and the development of our research policy go hand in hand.", "Den strategiska EU-planen för energiteknik och utvecklingen av vår forskningspolitik går hand i hand."
"The SET Plan seeks to accelerate the development and roll-out of low-carbon technologies.", "Syftet med SET-planen är att påskynda utvecklingen och lanseringen av tekniker med låga koldioxidutsläpp."
"That is why the SET Plan is so important for Europe.", "Därför är den strategiska EU-planen för energiteknik så viktig för Europa."
"Investment in real and sustainable renewable energy accounts for two thirds of the SET Plan funds.", "Investeringar i verklig och hållbar förnybar energi står för två tredjedelar av SET-planens medel."
"The SET Plan is also critical to our attempts to put the social and economic crisis behind us.", "SET-planen är också mycket viktig i våra försök att lägga den sociala och ekonomiska krisen bakom oss."
"I very much welcome Parliament's report on the SET Plan.", "Jag välkomnar hjärtligt parlamentets betänkande om den strategiska EU-planen för energiteknik."
"This set out an action plan with four objectives and 14 actions to be achieved by 1999.", "I meddelandet ingick det en handlingsplan med fyra mål samt fjorton åtgärder som skulle ha vidtagits före 1999."
"I do not, generally speaking, support the extra bans, particularly on SF6 and others.", "Jag stöder generellt inte de ytterligare förbuden, särskilt inte när det gäller SF6 med flera."
"I do not, generally speaking, support the extra bans, particularly on SF6 and others.", "Jag är generellt för artikel 175, men mot ytterligare förbud."
"S Military science S-c Military science : Sweden Se Military operations Sf Nuclear warfare Sv Weapons", "S Militärväsen S-c Militärväsen: Sverige Se Total krigföring Sf Kärnvapenkrigföring Sv Vapen"
"Far from leading to the lights going out, the Green amendments specifically called for the phase-out of SF-6 with the exception of switch gear.", "Ändringsförslagen från Gruppen De gröna/Europeiska fria alliansen syftade inte till att släcka alla ljus, utan efterlyste specifikt en utfasning av SF6 med undantag av spänningsbrytare."
"Mr President, SFOR has finally moved into action and started picking up war criminals.", "Ordförande, äntligen har då Sfor kommit i gång och börjar haffa krigsförbrytare."
"NATO's SFOR was criticised by Amnesty International for human rights violations.", "Natos SFOR-styrka kritiserades av Amnesty International för kränkning av de mänskliga rättigheterna."
"The second is that this changeover from SFOR to EUFOR is being welcomed in Bosnia and Herzegovina too.", "För det fjärde: Hur kommer samarbetet mellan polisstyrkan och EUFOR att organiseras?"
"And what is this saying about the legal position of the SFOR military?", "Och vad säger det här om SFOR-militärernas juridiska ställning?"
"As a result they decided to reduce the number of troops committed to SFOR from 12 000 to 7 000.", "Men det kommer att göras en översyn av operationen var sjätte månad."
"The Commission welcomes the recent arrest by S-FOR of a suspected war criminal.", "Herr ordförande, kommissionen välkomnar S-FOR: s nyligen genomförda arrestering av en misstänkt krigsförbrytare."
"People might consider the transfer of the operation from SFOR to the EU a big and risky step.", "Folk kanske tycker att överförandet av operationen från SFOR till EU är ett stort och riskabelt steg."
"The Council must therefore exert pressure on all those who are responsible for SFOR to arrest Karadzic.", "Rådet måste alltså utöva tryck på alla dem som är ansvariga för att SFOR arresterar Karadzic."
"Of the 7 000 troops in NATO’ s SFOR, over 6 000 were European.", "Det är ytterst viktigt att tjänsten är belägen i kommissionen."
"Of the 7 000 troops in NATO’s SFOR, over 6 000 were European.", "Av de 7 000 trupper i NATO:s SFOR var över 6 000 från Europa."
"During that period it will certainly need the military backup of a SFOR-type operation.", "Denna tidsperiod måste under alla omständigheter garanteras med militära medel genom en SFOR -liknande operation."
"It looks as if the future of SFOR is not at risk because a new UN mandate is not required for this.", "Det verkar som om en förlängning av SFOR inte är i fara eftersom inget nytt FN-mandat behövs för det."
"Subject: Expiry of the SFOR mandate and the peace process in Bosnia", "Angående: SFORs mandat och fredsprocessen i Bosnien"
"The second is that this changeover from SFOR to EUFOR is being welcomed in Bosnia and Herzegovina too.", "Min andra kommentar är att övergången från SFOR till EUFOR också välkomnas i Bosnien och Hercegovina."
"Next year, we may well be taking over the SFOR mission from NATO.", "Nästa år skall vi kanske avlösa Natos SFOR-styrkor."
"In operational terms, the mission is a continuation of SFOR.", "I militära termer är uppdraget en fortsättning på SFOR."
"As a result they decided to reduce the number of troops committed to SFOR from 12 000 to 7 000.", "Som en konsekvens av detta beslutade de att minska antalet trupper som avdelats för SFOR från 12 000 till 7 000."
"All the EU Member States currently contributing to SFOR will continue their contributions in ALTHEA.", "Alla de EU-medlemsstater som för närvarande bidrar till SFOR kommer att fortsätta att lämna bidrag till Althea."
"If we want peace to exist in Bosnia after the withdrawal of the SFOR troops, then a great deal more needs to be done.", "Om vi vill att det skall härska fred i Bosnien när Sfor-styrkorna avreser, då måste det hända mycket mer."
"This is why it is essential that SFOR should remain.", "Därför är det nödvändigt att SFOR stannar."
"Furniture Ombudsman Maxwell Road UK - Stevenage SG1 2EW Tel.: +44 1438 777700 E-mail: info[at]fira.co.uk", "Furniture Ombudsman Maxwell Road UK - Stevenage SG1 2EW Tel.: +44 1438 777700 E-mail: info[at]fira.co.uk"
".: +351 217 984 200 Fax: +351 217 984 220 E-mail: info_portal[at]sg.min-saude.pt", "João Crisóstomo 14 PT - 1000-179 Lisboa Tel.: +351 217 984 200 Fax: +351 217 984 220 E-mail: info_portal[at]sg.min-saude.pt"
"The SG/HR Javier Solana wrote to the Member States last May advocating an integrated approach by the European Union and following this up with an options paper.", "Denna skrivelse har följts av ett dokument om olika handlingsalternativ."
"What was the Commission's decision in complaint SG/CDC/(2007)A/6272 concerning the discovery of asbestos in a private dwelling in Ireland?", "Vad beslutade kommissionen om klagomål SG/CDC/(2007)A/6272 om att man hade upptäckt asbest i en privatbostad i Irland?"
"E-mail: correio[at]sg.mj.pt", "E-mail: correio[at]sg.mj.pt"
"SG/CDC(2009)A/4546.", "SG/CDC(2009)A/4546."
".: + 351 213 222 300 Fax: +351 213 506 015 E-mail: correio[at]sg.mj.pt", "Ministério da Justiça Ministry of Justice Rua do Ouro 6 PT - 1149-019 Lisboa Tel.: + 351 213 222 300 Fax: +351 213 506 015 E-mail: correio[at]sg.mj.pt"
"more_vert open_in_new Link to European Parliament warning Request revision In Afghanistan, the 1963 Constitution as promulgated by King Zahir Shah is an exemplary document.", "expand_more I Afghanistan är konstitutionen från 1963, som utfärdades av kung Zahir Shah, ett exemplariskt dokument."
"FORTEZZA authentication with RC4 128-bit key and an SHA-1 MAC", "FORTEZZA-kryptering med en RC4 128-bitars nyckel och SHA-1 MAC"
"Triple DES encryption with a 168-bit key and a SHA-1 MAC", "Tredubbel DES-kryptering med en 168-bitars nyckel och en SHA-1 MAC"
"FIPS 140-1 compliant triple DES encryption and SHA-1 MAC", "FIPS 140-1-kompatibel tredubbel DES-kryptering och SHA-1 MAC"
"No encryption with FORTEZZA authentication and an SHA-1 MAC", "Ingen kryptering med FORTEZZA-verifiering och SHA-1 MAC"
"FORTEZZA encryption with a 80-bit key and an SHA-1 MAC", "FORTEZZA-kryptering med en 80-bitars nyckel och SHA-1 MAC"
"DES encryption with a 56-bit key and a SHA-1 MAC", "DES-kryptering med en 56-bitars nyckel och en SHA-1 MAC"
"FIPS 140-1 compliant DES encryption and SHA-1 MAC", "FIPS 140-1-kompatibel DES-kryptering och SHA-1 MAC"
