//Sentences
"What we are therefore witnessing is a reduction of the scope of Community policies.", "Det vi bevittnar är därför en minskning av gemenskapens politiska omfattning."
"For scientific reasons, phthalates have, in common with other toxic substances, been assigned limit values which give the highest recommended exposure level based on calculated risk levels.", "Ftalater har på vetenskaplig grund, i likhet med andra toxiska ämnen, erhållit gränsvärden som anger högsta rekommenderad expositionsnivå, utifrån beräknade risknivåer."
"It is time now that we returned, and used every influence we have to return, to the traditional bank manager, who can make calculated risk based on character, ability and track record.", "Nu är det dags att vi återvänder, och använder all vår påverkan för att återvända, till den traditionella bankchefen som beräknar risker utifrån beskaffenhet, förmåga och meriter."
"I can assure you that it was not due to a lack of will on the part of my Group.", "Jag kan försäkra er om att det inte är på grund av bristande vilja i min grupp."
"I can assure you that my group will be supporting the Ferreira report tomorrow.", "Jag kan försäkra er att min grupp kommer att stödja Ferreirabetänkandet i morgon."
"I can assure you that we are intent on working in an open and transparent fashion.", "Jag kan försäkra er att vi har för avsikt att arbeta öppet och med full insyn."
"I can assure you that, in the case of Ukraine, the Commission is ready to go far.", "Jag kan försäkra er att kommissionen är beredd att gå långt i fallet Ukraina."
"Mr Mayer, I can assure you, it is not just me who casts my eye through the Chamber.", "Jag kan försäkra er. Det är inte bara talmannens öga som spanar ut över kammaren."
"I can assure you that the distinction within the Commission is really very clear.", "Jag kan försäkra er om att åtskillnaden verkligen är mycket tydlig inom kommissionen."
"I can assure you that these measures are taken very seriously by these two countries.", "Jag kan försäkra er att dessa åtgärder tas på stort allvar av de båda länderna."
"I can assure you that your House’s negotiating team did not give us an easy ride.", "Jag kan försäkra er att parlamentets förhandlingsgrupp inte gav oss någon lätt match."
"I can assure you, dear Member, that my intention was absolutely positive.", "Jag kan försäkra den ärade ledamoten om att mina avsikter var renodlat positiva."
"I can assure you that we take such incidents quite as seriously as they deserve.", "Jag kan tala om för er att vi har diskuterat dessa incidenter med det allvar som krävs."
"If in practice we find it is no improvement, I can assure you we will revise them.", "Om vi ser att det i praktiken inte förbättrar vårt arbete, kommer vi att se över det."
"I can assure you that your House ’ s negotiating team did not give us an easy ride.", "Jag kan försäkra er att parlamentets förhandlingsgrupp inte gav oss någon lätt match."
"Mr President, I think I can assure you that we all have great respect for you.", "Herr ordförande, jag tror att jag kan försäkra er att vi alla har stor respekt för er."
"I can assure you that the Commission understands this position perfectly.", "Jag kan försäkra er att kommissionen har full förståelse för denna inställning."
"I can assure you that we will handle the application as expediently as possible.", "Jag försäkrar att vi kommer att behandla ansökan så snabbt som möjligt."
"I can assure you, on behalf of the European Parliament, that we shall remain determined.", "Jag kan, på Europaparlamentets vägnar, försäkra er att vi ska förbli beslutsamma."
"I can assure you that we are working on the preparation of the proposal with all speed.", "Jag kan försäkra er att vi arbetar så snabbt det går med att utarbeta ett förslag."
"Mrs González Álvarez, conciliation processes vary in difficulty, I can assure you.", "González Álvarez! Alla förlikningsförfaranden är inte lika svåra, det kan jag försäkra."
"Let them negotiate: I can assure you they are excellent and extremely clever negotiators.", "Jag kan försäkra er om att de är excellenta och mycket intelligenta förhandlare."
"And I can assure you that the Council will continue to be prepared to provide help.", "Och jag kan försäkra er att rådet kommer att fortsätta att vara redo att erbjuda hjälp."
"But it also helps producers, because then consumers can compare like with like.", "Men den hjälper också producenterna, för då kan konsumenterna jämföra samma sak."
"And you can begin to compare it to the genomes of people who live today.", "Och du kan börja jämföra det med genomen från människor som lever idag."
"In JCR you can compare impact factor for these journals.", "I JCR kan man se och jämföra impaktfaktor för dessa tidskrifter."
"No other parliament in the world can compare to this.", "Inget annat parlament i världen kan jämföras med detta."
"I can compare the use of quotas with antibiotics.", "Jag kan jämföra användningen av kvotering med antibiotika."
"We need Member States to adopt and implement the quality of service standards devised by CEN so that we can compare like with like.", "Vi måste se till att postkunder, såväl små som stora, är delaktiga i hela den processen."
"We can compare means, but it is not always easy, and perhaps not desirable either, to compare ends.", "Vi kan göra en jämförelse mellan medlen, men det inte alltid lätt, och det är kanske inte önskvärt att göra en jämförelse mellan målen."
"If you are planning to buy a new car, you can compare prices using the report on car prices across the EU, published annually by the European Commission.", "En permanent registreringsskylt får du i det land där du registrerar bilen."
"Here, the customer can compare the different alternatives straight away, and quickly get more information and answers to his questions.", "Här kan kunden direkt jämföra de olika alternativen, snabbt få mer information och svar på sina frågor."
"Even by doing this, it is difficult to believe that a joint global action can be achieved (compare offshore legislations).", "Även om detta sker är det svårt att tro att en gemensam global åtgärd skulle kunna uppnås (jämför offshore-lagstiftning)."
"I can compare the discussions this time with the discussions five years ago when we were discussing the Lisbon Strategy.", "Jag kan jämföra de diskussioner som hölls denna gång med diskussionerna för fem år sedan, då vi diskuterade Lissabonstrategin."
"As Western Europeans, we had the freedom to travel to these countries at that time and so we can compare them then and now.", "Som västeuropéer var vi fria att resa till de här länderna på den tiden, så vi kan jämföra hur de var då och hur de är i dag."
"It is thanks to this institutional competition to find good solutions that solutions exist in the real world which we can compare.", "Det är tack vare denna institutionella konkurrens om att finna goda lösningar som vi har i sinnevärlden existerande lösningar att jämföra."
"I can compare to Japan.", "Jag kan jämföra med Japan."
"For example, there is absolutely no way that you can compare two different items of handcraft with two different operations by thoracic surgeons.", "Det finns till exempel absolut inget sätt att jämföra två olika hantverksartiklar med två olika operationer som utförs av hjärtkirurger."
"Let us make it possible for the sector to know what the penalties are in the various Member States so that interested parties can compare them.", "Hela branschen skall vara väl medveten om sanktionerna i de olika medlemsstaterna för att berörda parter skall börja kunna göra jämförelser."
"I can forward your question to my colleagues and perhaps ask them to carry out a study so that we can compare the situation in each country.", "Jag kan vidarebefordra er fråga till mina kolleger och kanske be dem att utföra en undersökning, så att vi kan jämföra situationen i varje land."
"Whatever disaster may befall Bulgaria in the future, it can never compare to the disaster called Movement for Rights and Liberties.", "Vilken katastrof som än kommer att drabba Bulgarien i framtiden kan den aldrig jämföras med den katastrof som kallas Rörelsen för rättigheter och friheter."
"Instead, it would be better to run 50% of your traffic with the old colors and 50% with the new colors, so that you can directly compare the results.", "Det är bättre att i stället köra 50 % av trafiken med de gamla färgerna och 50 % med de nya färgerna så att du genast kan jämföra resultaten."
"We need Member States to adopt and implement the quality of service standards devised by CEN so that we can compare like with like.", "Vi behöver medlemsstaterna för att anta och genomföra tjänstestandarder som utarbetas av Europeiska standardiseringsorganisationen så att vi kan jämföra likvärdiga tjänster."
"However, we should be careful to avoid the pitfall of wanting to do too much.", "Men det finns anledning att inte hamna i ett blindskär, genom att vilja göra för mycket."
"We therefore needed to be careful to avoid overlaps of responsibility and redundancies.", "Det var alltså nödvändigt att noga undvika behörighetskonflikter och överlappningar."
"I think we need to be careful to avoid the character of our wines becoming globalised.", "Jag menar att vi måste se till att undvika att våra karakteristiska viner blir globaliserade."
"I am convinced that when it takes that initiative it is careful to avoid any potential clashes.", "Jag är övertygad om att kommissionen är noga med att undvika potentiella konflikter när den tar sådana initiativ."
"All sides need to be careful and avoid provocation.", "Alla parter måste vara försiktiga och undvika provokationer."
"But we must be very careful to avoid quota systems such as we already have in the political field.", "Men vi måste vara mycket försiktiga så att vi undviker sådana kvotsystem som vi redan har på det politiska området."
"We are careful to avoid this further problem.", "Vi är noga med att undvika detta ytterligare problem."
"Be careful to avoid spaces in your URLs.", "Var noga med att inte använda mellanslag i webbadresserna."
"We must be careful to avoid falling into that trap.", "Vi måste akta oss för att gå i den fällan."
"Mr President, let us review REACH calmly, being careful to avoid both naïve green optimism and industrial pessimism.", "Låt oss se över REACH lugnt, och vara försiktiga så att vi undviker både naiv grön optimism och industriell pessimism."
"Mr President, let us review REACH calmly, being careful to avoid both naïve green optimism and industrial pessimism.", "Den flexibilitet som har fördömts av vissa kommer fortfarande att innefatta ansvar för Europeiska kemikaliemyndigheten, vars befogenheter kommer att utvidgas."
"But at the same time we should be careful to avoid negative effects on safety, even dressed up as increased efficiency.", "Då bör vi emellertid vara noga med att undvika negativa följder för säkerheten även om dessa skulle komma i skymundan när man försöker att höja effektiviteten."
"We need to be careful to avoid watering down the education dimension of the EIT, which is a cornerstone and one of the most innovative features of the proposal.", "Vi måste vara försiktiga så att ETI:s utbildningsdimension, som utgör en hörnsten och som är ett av de mest nyskapande inslagen i förslaget, inte urvattnas."
"I agree with the rapporteur that we have to be careful to avoid an overlap between different information systems in the future, for example with Europol systems.", "Jag håller med föredraganden om att vi måste vara försiktiga så att vi undviker överlappande informationssystem i framtiden, till exempel med Europol-systemen."
"We need to be careful to avoid a situation whereby whatever is in the gene banks comes into our market and destroys it - the world market and the European market alike.", "Man skall se upp så att inte allt det som finns i genbanker kommer ut i handeln och ödelägger vår marknad, både världsmarknaden och den europeiska marknaden."
"We have been very careful to avoid confrontation on this issue but, at the same time, sought to keep the court high on the agendas of our regular meetings for exchanging views.", "Vi har varit mycket noga med att undvika konfrontation i denna fråga, men har samtidigt försökt att ge domstolen en framskjuten plats på dagordningen vid våra regelbundna dialogmöten."
"Research is certainly permitted on cell lines that have already been extracted.", "Forskning är givetvis tillåten på cellinjer som redan har extraherats."
"First and foremost, existing cell lines are sufficient and this is the proposal by Mr Liese.", "Först och främst är de existerande cellinjerna tillräckliga och detta är Lieses förslag."
"Most of the stem cell lines listed in the NIH register come from Sweden.", "De flesta av stamcellslinjerna i NIH-registret kommer från Sverige."
"research must be allowed on the 64 cell lines that already exist;", "forskning på 64 redan existerande cellinjer bör tillåtas,"
"The existing European stem cell lines appeared later in Sweden.", "De existerande stamcellslinjerna tillkom senare i Sverige."
"An amendment by Mr Nisticò is flawed by the fact that it restricts itself to stem cell lines and not to embryos.", "Detta är sannerligen ett oberättigat förtal av ett aktningsvärt yrke."
"If you accept this restrictive deadline, more embryos are inevitably destroyed to create useful and viable stem cell lines.", "Detta är den fälla som Förenta staterna har fallit i, och vi borde lära oss av detta."
"There should, however, be two exceptions to this ban: supernumerary embryos and the 64 available cell lines.", "Dock bör detta förbud medge två undantag: Övertaliga embryon och de 64 befintliga stamcellslinjerna."
"Nevertheless, there should be two exceptions to this ban: supernumerary embryos and the 64 available cell lines.", "Men trots detta bör man tillåta två undantag: övertaliga embryon och de 64 redan tillgängliga cellinjerna."
"It might unduly limit access to the specific stem cell lines which are indispensable for patients.", "Det skulle på ett onödigt sätt kunna begränsa åtkomsten till specifika stamcellslinjer som är oundgängliga för patienter."
"It means that, to create any new stem cell lines, you must use ageing supernumerary embryos which are not in the best condition.", "Det innebär att man måste använda åldrande överflödiga embryon som inte är i bästa tillstånd för att skapa nya stamcellslinjer."
"Mr President, there is talk here and there about information from Stockholm and Sweden concerning how many stem cell lines there are.", "– Herr talman! Det talas hit och dit om uppgifter från Stockholm och Sverige om hur mycket stamcellslinjer det finns."
"An amendment by Mr Nisticò is flawed by the fact that it restricts itself to stem cell lines and not to embryos.", "Ändringsförslaget av Giuseppe Nisticò är bristfälligt på grund av det faktum att det begränsar sig självt till stamcellslinjer och inte till embryon."
"If you accept this restrictive deadline, more embryos are inevitably destroyed to create useful and viable stem cell lines.", "Om ni antar denna begränsade frist kommer oundvikligen fler embryon att förstöras för att skapa användbara och livskraftiga stamcellslinjer."
"We do not want stem cell lines to become marketable commodities; they should simply be made available to the European scientific community.", "Vi vill inte att stamcellslinjer skall bli handelsvaror; de bör helt enkelt göras tillgängliga för den europeiska vetenskapen."
"Mr President, there is talk here and there about information from Stockholm and Sweden concerning how many stem cell lines there are.", "Jag har fått ett svar från Karolinska institutet att de bara har tre stycken karaktäriserade stamcellslinjer till sitt förfogande nu."
"These amendments allow EU funding for unethical use of existing embryonic stem cell lines created before 31 December 2003.", "I dessa ändringsförslag tillåts EU-finansiering till oetisk användning av befintliga embryonala stamcellslinjer som skapats före den 31 december 2003."
"I have received an answer from the Carolingian Institute to the effect that they only have three well-characterised stem cell lines now available to them.", "Jag har fått ett svar från Karolinska institutet att de bara har tre stycken karaktäriserade stamcellslinjer till sitt förfogande nu."
"All the cell lines in question are existing lines and were created without the use of Community funding and outside the European Union.", "Alla stamcellslinjer som kan komma i fråga är redan befintliga linjer som har skapats utan hjälp av medel från gemenskapen och utanför Europeiska unionen."
"I do, however, find the research into the 72 embryonic stem cell lines that were already in existence before 1 August 2001 acceptable in basic research.", "Forskningen på de 72 embryonala könscellslinjer som fanns redan före den 1 augusti 2001 ser jag dock som acceptabel inom grundforskningen."
"Unfortunately, the European Union has in certain ways still not outgrown the satellite stage.", "Tyvärr har Europeiska unionen på vissa punkter ännu inte passerat satellitstadiet."
"I know that for some people freedom must be defended in certain ways and in certain places.", "Det finns personer som anser att frihet måste försvaras på vissa sätt och på vissa platser."
"Grim dictatorships, motivated by the fear of certain ideas, still find ways of blocking access to information.", "Slutsatsen måste bli att vår verksamhet också måste inriktas på denna fråga."
"In other words port state control authorities will have to inspect certain types of ships in certain ways.", "Med andra ord måste myndigheterna som utövar hamnstatskontrollen inspektera vissa typer av fartyg på ett särskilt sätt."
"Grim dictatorships, motivated by the fear of certain ideas, still find ways of blocking access to information.", "Oförsonliga diktaturstater som styrs av fruktan för vissa idéer finner fortfarande på nya sätt att hindra tillgången till information."
"Voters are entitled to know how lobbyists are financed, and which of them attempted to influence certain reports in various ways.", "Väljarna har rätt att få veta hur lobbyisterna finansieras, och vilka av dem som har försökt påverka vissa betänkanden på olika sätt."
"Implementing cohesion policy, therefore, does not simply imply defining the structure of certain funds and the ways in which they are to be used.", "Genomförandet av sammanhållningspolitiken förutsätter inte bara att vissa fonders struktur och hur de ska användas definieras."
"While I recognise that the Commission sees fit to implement state aid regulations in certain ways, what about the consumers?", "Samtidigt som jag inser att kommissionen anser det lämpligt att tillämpa förordningar om statligt stöd på vissa sätt, undrar jag vem som tänker på konsumenterna?"
"The Committee on International Trade is aware of the difficulties surrounding reform of the WTO, where certain ways of working have been established over time.", "Utskottet för internationell handel är medvetet om svårigheterna med reformen av WTO där vissa arbetsmetoder har utvecklats genom åren."
"On the other hand, while we agree on the principle of integrating women in the world of work, we do not agree with you on certain ways of bringing that about.", "Även om vi är överens om principen för integrering av kvinnorna på arbetsmarknaden är vi inte överens med er om vissa medel för att nå dit."
"Altering the Pact is certainly worth thinking about; here in this House, we have heard important arguments as to why it can be applied in different ways at certain stages.", "Det är verkligen inte tal om att ändra i pakten. Här i parlamentet har vi hört viktiga argument om att den kan tillämpas på olika sätt i olika skeden."
"It would perhaps open up certain other possible ways of securing a type of protection and increased opportunities for conducting a local campaign to protect what we wish to preserve.", "Det kanske skulle öppna vissa andra möjligheter till ett slags skydd och ökade möjligheter att föra en lokal kamp för att bevara det vi önskar bevara."
"So let me trace some of the chequered history.", "Så låt mig följa denna brokiga historias utveckling."
"The EMS had a chequered history.", "EMS fick en brokig historia."
"Sometimes, that can be difficult - particularly, I suppose, when it comes to Russia, because it has a very chequered history.", "Ibland kan detta vara svårt att uppnå, i synnerhet - antar jag - när det gäller Ryssland, eftersom landet har en mycket brokig historia."
"Ukraine is a multi-ethnic and a multi-confessional country and one with a very chequered history, which is something we have to take into account.", "Ukraina är ett multietniskt och flerkonfessionellt land med en mycket orolig historia, vilket är något vi också måste ta hänsyn till."
"The unilateral decision by Belgium to re-establish border controls is a clear illustration of this.", "Det räcker med att titta på Belgiens unilaterala beslut att återupprätta gränskontrollerna."
"The Strasbourg tram is a clear illustration of this.", "Spårvägen i Strasbourg är ett uppenbart exempel på detta."
"Their situation provides a clear, if horrifying, illustration of the conception which the Muslim fundamentalists have of women.", "Dessa kvinnors öde visar i all sin ohygglighet vilken uppfattning traditionalisterna har om kvinnan."
"This is a clear illustration that Turkey is not ready.", "Turkiet är inte redo."
"It is also a clear illustration of the fact that Europe is expanding not just towards the east, but towards the whole of the continent of Europe.", "Dessutom är det en tydlig illustration av att Europas utvidgning inte bara sker österut utan till hela den europeiska världsdelen."
"This is a clear illustration of the danger of setting excessively high quotas, but this has been going on for years and it is still continuing.", "Detta är en tydlig illustration av faran av att sätta kvoterna alldeles för högt, men detta har pågått i åratal och pågår fortfarande."
"I should like to thank you for that question, because actually the case of the Prestige is a clear illustration of the added value of the Response Centre.", "Jag vill tacka er för den frågan, för fallet med Prestige är faktiskt en tydlig illustration av beredskapscentrats mervärde."
"I see this as a clear illustration of the current questions in Baia Mare and of the investigation which is under way there concerning who is really liable.", "Jag ser detta klart som en illustration av de aktuella frågorna i Baia Mare och av den utredning som pågår där om vem som verkligen är ansvarig."
"However, no clear analytical illustration of the dangers of plant diseases and weeds which pesticides are used to try and prevent has been put forward.", "Emellertid har inga klara analytiska illustrationer av farorna med växtsjukdomar och ogräs som pesticider används för att försöka förhindra lagts fram."
"As colourful as it is, this quotation by the philosopher Alain is nevertheless a clear illustration of what these symbols represent for the European Union today.", "Detta citat av filosofen Alain är, trots att det är färgstarkt, en tydlig illustration av vad dessa symboler representerar för Europeiska unionen i dag."
"The temptation for those in power to act arbitrarily which this paragraph encourages is a clear illustration of the position taken in the rest of the report, and a terrible omen.", "De mäktigas försök till egenmäktighet, som detta avslöjar, är ett mycket bra exempel på resten. Det är därför också en illavarslande signal för resten av betänkandet."
"Everything I have said today is a clear illustration that the economic, social and environmental threads of our policies are all intertwined both in planning and in execution.", "Det framgår tydligt av vad jag har sagt att de ekonomiska, sociala och miljömässiga aspekterna numera utgör en väv som vävs ihop när vi utformar och genomför vår politik."
"Mr President, the entry into force on 1 June of Council Regulation No 338/97, which goes beyond the scope of CITES, is a clear illustration of the Community's efforts to that effect.", "Herr ordförande, ikraftträdandet den 1 juni av rådets förordning (EEG) nr 338/97, som sträcker sig längre än CITES, är en tydlig illustration av gemenskapens ansträngningar i den riktningen."
"In the light of these studies, the EU's climate targets cannot be called too ambitious.", "Mot bakgrund av dessa studier kan EU:s klimatmål inte kallas alltför amibitiösa."
"Otherwise Europe will not be in a position to meet its targets on climate policy.", "I annat fall kommer inte EU att kunna möta sina mål för klimatpolitiken."
"Overall, the EU is well on the way, relatively speaking, to meeting its climate targets.", "På det hela taget är EU på god väg, relativt sett, mot att nå sina klimatmål."
"We need to reduce our own emissions by 70% to 80% if we are to achieve the climate targets.", "Vi behöver minska våra egna utsläpp med 70-80 procent, om vi ska klara klimatmålen."
"I think we should link the patent issue to the EU's climate protection targets.", "Jag anser att vi bör koppla patentfrågan till EU:s klimatskyddsmål."
"Precisely the same thing happened when we negotiated the climate targets.", "Jag känner precis igen det här från när vi förhandlade om klimatmålen."
"This represents a cut of 34% and goes far beyond our other climate targets.", "Det motsvarar en nedskärning med 34 procent, något som går långt utöver våra andra klimatmål."
"We believe that this represents an important contribution by trade to the climate change targets.", "Vi anser att detta är ett viktigt bidrag till klimatmålen från handelns sida."
"We will only achieve our climate targets if industry plays its part.", "Vi kommer bara att kunna nå våra klimatmål om industrin spelar sin roll."
"It has been declared dead and buried by those who, in fact, are opposed to the climate targets.", "Det är dödförklarat och begravt av dem som egentligen är emot klimatmålen."
"Yet Europe is persisting and drawing up the umpteenth series of absurd climate targets.", "Likväl framhärdar EU och upprättar ännu en rad absurda klimatmål."
"We need to drive forward energy efficiency if, realistically, we hope to attain our climate targets.", "Vi måste främja energieffektivitet om vi verkligen hoppas kunna nå våra klimatmål."
"My third point concerns climate change and energy targets.", "Den tredje punkten som jag vill ta upp handlar om klimatförändring och energimål."
"The climate targets can be reached through the mechanisms of the market, not through more bureaucracy.", "Genom marknadsmekanismer kan klimatmålen uppnås, inte genom mera byråkrati."
"If we do not tackle the transport issue, we shall never have any prospect of achieving our climate targets.", "Om vi inte tar itu med transportfrågan kommer vi aldrig att kunna nå klimatmålen."
"After Cancún, the claim that the EU is somehow alone with its climate targets is clearly no longer relevant.", "Efter Cancún stämmer inte längre påståendet att EU skulle vara ensamt om sina tuffa klimatmål."
"All sectors of the economy have a duty to contribute to the accomplishment of the EU climate change targets.", "Alla ekonomiska sektorer har en skyldighet att bidra till att vi når EU:s klimatförändringsmål."
"It is no wonder that the majority of citizens and businesses can do without European climate targets.", "Det råder ingen tvekan om att majoriteten av EU-medborgarna och företagen klarar sig utan EU:s klimatmål."
"That is right, with our climate protection targets!", "Just det, till våra klimatskyddsmål! Låt mig förklara varför."
"The fact is that we want the aviation industry to contribute to the achievement of our ambitious climate targets.", "Faktum är att vi vill att luftfartsindustrin ska bidra till att vi når våra ambitiösa klimatmål."
