//Sentences
"The purpose of this report is to strengthen the SME dimension in Community policy.", "Syftet med betänkandet är att stärka småföretagardimensionen i gemenskapspolitiken."
"Unwanted so-called ‘premium SMS services’ remain a big problem in the EU.", "Oönskade så kallade premium-sms-tjänster är fortfarande ett stort problem inom EU."
"I think the regulation's area of application must be extended to include SMS.", "Enligt min uppfattning måste tillämpningsområdet i förordningen utökas till att omfatta sms."
"SMS is even used to hold herder summits from remote participation.", "SMS används till och med för att hålla herdemöten med fjärranslutning."
"Or will it not be your role, Mrs Ashton, to send an SMS?", "Eller kommer det inte att vara din uppgift, Catherine Ashton, att skicka ett sms?"
"Back in Haiti, people were increasingly turning to the medium of SMS.", "På Haiti så vände sig mäninskor allt mer till att använda SMS."
"If you try to verify your listing via SMS and it doesn't work, this could be for one of several reasons:", "Om du inte lyckas verifiera dina uppgifter via SMS kan det bero på en av flera orsaker:"
"Text messages and SMS are the favourite way for young people to stay in constant contact with each other.", "Unga människor skickar numera sms till varandra för att hålla kontakten."
"What we saw is that the prices between last year and this year for SMS roaming did not move at all.", "Det vi har sett är att priserna på sms-roaming inte har rört sig alls från förra året fram till i år."
"In particular, expectations have been created for European citizens on price reduction for voice, SMS and data roaming.", "EU-medborgarna har särskilt stora förväntningar på prissänkningar på röst-, sms- och dataroaming."
"I further recommend that the document that is being prepared also address the cost of SMS and roaming data services.", "Jag rekommenderar också att det dokument som utarbetas även ska täcka SMS-kostnader och roamingdatatjänster."
"And with convergence it is very clear that SMS will certainly merge with other electronic messaging systems.", "Och med konvergensen är det mycket tydligt att SMS med säkerhet smälter samman med andra elektroniska meddelandesystem."
"This is starting now with SMS messages.", "Detta tar nu sin början i och med SMS-meddelanden."
"Please note that Google does not charge for SMS verification, but regular SMS charges from your cell-phone provider will still apply.", "Google inte tar ut någon avgift för SMS-verifiering, däremot gäller mobiloperatörens vanliga SMS-avgift."
"There is a constantly increasing number of cases and complaints concerning consumer fraud relating to illicit SMS messages.", "Antalet fall med anmälningar från konsumenter som blivit vilseledda genom olagliga debiteringar av sms ökar ständigt."
"We have also increased the transparency initiatives for data and SMS on the package which is now on the table in the European Parliament.", "Vi har också utökat öppenhetsinitiativet för data och sms i paketet som nu behandlas i Europaparlamentet."
"Yesterday the Commission had to propose new rules to tackle excessive charging for SMS and data roaming in the EU.", "I går lade kommissionen fram förslag till nya bestämmelser för att få bukt med oskäliga avgifter för sms- och dataroaming inom EU."
"With SMS verification, businesses can receive their unique PIN at the mobile phone number that they've entered into Google Places.", "Med SMS-verifiering får företag en unik PIN-kod skickad till mobiltelefonnumret som de har angett i Google Places."
"And that psychological barrier of fear had worked for so many years, and here comes the Internet, technology, BlackBerry, SMS.", "Och rädslans psykologiska barriär hade fungerat under så många år, och här kommer Internet, teknologi, BlackBerry, SMS."
"However, the flaw in that proposal is that it is based on the assumption that a mobile terminal can only receive SMS messages.", "Bristen i det förslaget är emellertid att det är grundat på antagandet att en mobil terminal bara kan ta emot SMS-meddelanden."
"No outgoing mail (SMTP) server has been specified in Mail and News Preferences.", "Ingen server för utgående e-post (SMTP) har angetts i inställningarna för e-post och inlägg."
"SMTP and POP3 are two widely-used protocols for transmitting e-mail.", "SMTP och POP3 är två mycket använda protokoll för överföring av e-post."
"Your SMTP mail server could not start a secure connection.", "SMTP-servern för e-post kunde inte starta en säker uppkoppling."
"An error occurred while sending mail: SMTP server error.", "Fel vid sändning av e-post: fel på SMTP-server."
"Your SMTP server does not support the return receipt function so your message will be sent without the return receipt request.", "SMTP-servern hanterar inte kvittensfunktionen så meddelandet kommer att skickas utan begäran om kvittens."
"Your other email provider has to provide authenticated SMTP support for you to use this option.", "Observera att din andra e-postleverantör måste tillhandahålla stöd för autentiserad SMTP för att du ska kunna använda det här alternativet."
"An (SMTP) error occurred while sending mail.", "SMTP-fel vid sändning av e-post."
"We recommend that you configure your email client with two outgoing SMTP servers, one for Google Mail and one for your other address.", "Du bör konfigurera e-postklienten med två utgående SMTP-servrar, en för Google Mail och en för din andra adress."
"Select the program for the SMTP protocol.", "Välj program för protokollet SMTP."
"Outgoing mail (SMTP) server:", "Server för utgående e-post [SMTP]:"
"SMTP Error sending mail.", "SMTP-fel vid sändning av e-post."
"The email address the message will be delivered to.Received: by 10.36.81.3 with SMTP id e3cs239nzb;Tue, 29 Mar 2005 15:11:47 -0800 (PST)", "E-postadressen som meddelandet levereras till.Mottaget: av 10.36.81.3 med SMTP-ID e3cs239nzb;tis, 29 mar 2005 15:11:47 -0800 (PST)"
"For this reason, if you don't want 'on behalf of' to appear in any of your messages, we recommend using the SMTP servers of your other email provider.", "Om du inte vill att "on behalf of" ska visas i dina meddelanden rekommenderar vi att du använder den andra e-postleverantörens SMTP-servrar."
"Subject: Impact of the WTO disputes settlement procedure on SMUs", "Angående: Effekter på små och medelstora företag av WTO:s tvistlösningsförfarande"
"Subject: Impact of the WTO disputes settlement procedure on SMUs", "Angående: Effekter på små och medelstora företag av WTO: s tvistlösningsförfarande"
"Fourthly, we wish to see an integrated policy, particularly with regard to SMUs.", "För det fjärde är vi förespråkare av en integrerad politik särskilt inriktad på små och medelstora företag."
"This is the main benefit for our businesses, and therefore for SMUs too.", "Detta är den största fördelen för våra företag, och därmed också för de små och medelstora företagen."
"I do not need to repeat here how important SMUs are in socio-economic terms in Europe.", "Betydelsen av små och medelstora företag för det socialekonomiska Europa behöver jag inte kommentera mer här."
"SMUs are a driving force for innovation and provide for more than 80% of jobs in the European Union.", "De små och medelstora företagen är en drivande innovationskraft och står för mer än 80 procent av sysselsättningen inom EU."
"With the SMUs in mind, it is essential that there should be a rapid updating of the catalogue of representative organizations.", "För deras skull är det nödvändigt att snabbt aktualisera katalogen över de representativa organisationerna."
"In short, SMEs, SMUs and small businesses have in recent times been a prominent feature of all policy statements and declarations of intent.", "Små och medelstora företag har stått i centrum i alla politiska programförklaringar den senaste tiden."
"Unfortunately, this need for SMUs to be involved in the negotiation of collective agreements is not mentioned in the report.", "Det nödvändiga deltagandet från små och medelstora företag i genomförande och kollektiva avtal förtigs tyvärr i betänkandet."
"It is not enough, as we have said here more than once, to continually note the incalculable socio-economic value of SMUs.", "Det räcker inte, vi har här redan sagt det mer än en gång, att hela tiden bekräfta det oskattbara socio-ekonomiska värdet av små och medelstora företag."
"The needs of SMUs do not always coincide with those of large businesses, and that is why many SMUs choose to join forces amongst themselves.", "Små och medelstora företags behov sammanfaller inte alltid med de stora företagens och det är anledningen till varför många små och medelstora företag väljer att förena sig."
"The rapporteur's solution of applying a threshold value would create a certain amount of clarity for SMUs and at the same time ensure the maintenance of competition.", "Lösningen från föredraganden att upprätthålla ett tröskelvärde, skapar för små och medelstora företag en klarhet och säkrar samtidigt upprätthållandet av konkurrens."
"But the small and medium-sized undertakings have also suffered, which is why so far there are no SMUs in the new Länder, even though assistance has been going on for a long time.", "Men även de små och medelstora företagen har lidit under detta, och därför finns det framför allt i de nya delstaterna hittills inte någon medelklass, fastän det har främjats en längre tid."
"The SMUs must be able to participate as such, and not only in consultation, but also in the negotiations leading to social agreements which can subsequently be declared binding.", "Små och medelstora företag måste kunna delta på ett sådant sätt och då inte bara vid konsultationen utan också i diskussionen som leder till sociala avtal som i efterhand kan förklaras som bindande."
"Therefore, the SNP is simply being consistent by supporting a referendum on this Treaty.", "Därför är Skotska nationalistpartiet (SNP) bara konsekvent när det stöder en folkomröstning om detta fördrag."
"My SNP colleague Mr Hudghton and I did not join in the discourteous and petulant walk-out from President Chirac's speech this morning.", "Min SNP-kollega Hudghton och jag deltog inte i det ohövliga och griniga protestuttåget från president Chiracs tal i förmiddags."
"We have a new Government - an SNP Government, which is pro-European and which has a vision for a new future for Scotland in Europe.", "Vi har en ny regering - som leds av det Europavänliga skotska nationalistpartiet som har en vision om en ny framtid för Skottland i Europa."
"My party, the SNP, forms the new Government in Scotland, and I believe it will prove to be more constructive towards participation in the European Union than UK governments have been.", "Mitt parti SNP ingår i den nya regeringen i Skottland och jag tror att den kommer att visa sig mer konstruktiv i EU-arbetet än de brittiska regeringarna har varit."
"As a member of Scotland's Party of Independence, the SNP, I congratulate the Irish Government for the exemplary manner in which it conducted its six-month presidency.", ". – Som medlem av Skottlands självständighetsparti, SNP, gratulerar jag den irländska regeringen till det exemplariska sätt på vilket den har skött sitt sex månader långa ordförandeskap."
"The new world order, proclaimed after the Gulf War by President Bush Snr, has quickly been forgotten.", "Den nya världsordningen, som president Bush den äldre tillkännagav efter kriget i persiska viken, glömdes fort bort."
"SO2 and NOx are the principal causes of acid rain and they are hazardous to health.", "SO2 och Nox är de viktigaste orsakerna till sura regn och dessutom är de ett hot mot folkhälsan."
"You know that sulphur dioxide is written SO2 whereas, in chemistry, sulphur trioxide is written with the formula SO3.", "Ni vet att svaveldioxid inom kemin betecknas med SO2 och svaveltrioxid med SO3."
"Now, most astronomers have a favorite star, and mine today is a star that's labeled up there, SO-2.", "De flesta astronomerna har en favoritstjärna, och just nu är min stjärnan som är markerad där uppe, SO-2."
"Additional health benefits can be gained by reducing urban concentrations of NO2 and SO2.", "Ytterligare hälsofördelar kan vinnas genom att koncentrationerna av kvävedioxid och svaveldioxid minskas i stadsmiljö."
"Other measures of particular note are the proposals to create an SO2 emission control area in the North Sea.", "Andra åtgärder av särskild betydelse är förslagen att skapa en särskild kontrollzon för utsläpp av svaveldioxid i Nordsjön."
"Between 1990 and 1996, the number of vehicle kilometres increased by 13 % while emissions fell by 11 %, or 16 % for SO2.", "Mellan 1990 och 1996 steg antalet fordonskilometer med 13 procent och utsläppet minskade med 11 procent, SO2 minskade med 16 procent."
"Between 1990 and 1996, the number of vehicle kilometres increased by 13 % while emissions fell by 11 %, or 16 % for SO2 .", "Mellan 1990 och 1996 steg antalet fordonskilometer med 13 procent och utsläppet minskade med 11 procent, SO2 minskade med 16 procent."
"My instinct tells me that the Council's compromise proposal with regard to SO2, NOx and the VOC will lead to higher emission levels.", "Rådets kompromissförslag avseende svaveloxid, kväveoxider och flyktiga organiska ämnen tror jag kommer att leda till högre utsläpp."
"My instinct tells me that the Council' s compromise proposal with regard to SO2, NOx and the VOC will lead to higher emission levels.", "Rådets kompromissförslag avseende svaveloxid, kväveoxider och flyktiga organiska ämnen tror jag kommer att leda till högre utsläpp."
"By means of the compromise achieved by conciliation, the European Parliament managed to tighten the proposed limits for SO2 and NOx.", "Med den kompromiss som uppnåddes i förlikningen lyckades Europaparlamentet särskilt skärpa de föreslagna gränsvärdena för SO2 och NOx."
"Industrial activities covered by existing Directives emit 55% of the EU's CO2 emissions, 83% of SO2 and 34% of NOx.", "Industriverksamheter som omfattas av befintliga direktiv svarar för 55 procent av koldioxidutsläppen inom EU, 83 procent av svaveldioxidutsläppen och 34 procent av kväveoxidutsläppen."
"It is even likely to be possible to meet the planned SO2 and NO reductions for 2010, thanks to the new standards for vehicle emission gases.", "Till och med de planerade minskningarna av svaveldioxid och kväveoxid till år 2010 kan antagligen klaras tack vare de nya normerna för avgasutsläpp från bilar."
"This will be guaranteed primarily by the derogation provision which allows the sulphur limits to be exceeded in cases where SO2 pollution can be justified.", "Detta åstadkommer man genom undantagsbestämmelsen, som tillåter ett överskridande av svavelgränsvärdet vid en försvarbar svaveldioxidförorening."
"CO2 levels are constant to rising slightly, we achieved a 30% reduction in SO2 levels between 1990 and 1994 and a 9% reduction in the case of NOx.", "Koldioxiden är konstant respektive stiger lätt, svaveldioxiden har minskat med 30 procent från 1990 till 1994, för kväveoxider har vi uppnått 9 procents minskning."
"Member States are also required to prepare, and regularly update, national emission inventories and emission projections for 2010 for SO2, NOx, VOCs and NH3.", "De är också skyldiga att till år 2010 förbereda och regelbundet uppdatera förteckningar över utsläpp och nationella utsläppsprognoser för SO2, NOx, COV och NH3."
"However, SO2 limits need to be looked at again in the review in 2003 and we must be aware that some Member States have a lower figure than that in the text.", "Gränsvärdena för svaveldioxid måste ses över igen i översynen 2003 och vi måste vara medvetna om att en del medlemsstater har en lägre siffra än de har i texten."
"Today's debate concerns an important supplement to the Auto Oil Programme and relates to certain fuels which in some respects constitute a considerable proportion of total SO2 emissions.", "I dag diskuterar vi en viktig komplettering till Auto-Oil-programmet, om särskilda bränslen och eldningsoljor, som står för en stor del av de totala svaveldioxidutsläppen."
"Jabra SP5050 - Best Buy, Auto Express UK - Best Mobile Accessory, Mobile Business UK", "Jabra SP5050 - Bästa köp, Auto Express UK - Bästa mobiltillbehöret, Mobile Business UK"
"Session 4B: Sustainable industrial construction Chair: Per-Erik Eriksson, SP Trätek", "Session 4B: Ett hållbart industriellt byggande Ordförande: Per-Erik Eriksson, SP Trätek"
"According to external observers from SP, SGI and Vattenfall Research.", "Enligt externa bedömare från SP, SGI och Vattenfall Research."
"H0021N History A, The Revolutionary era: World after 1700 Sp2 HT", "H0021N Historia A, Revolutionernas tidevarv: Världen efter 1700 Lp2 HT"
"H0025N A History, From peasant to service society: Swedish social and economic history Sp3 VT", "H0025N Historia A, Från bonde- till tjänstesamhälle: Svensk social och ekonomisk historia Lp3 VT"
"H0014N West&amp;#39;s modern economic history Sp4 VT", "H0014N Västvärldens moderna ekonomiska historia Lp4 VT"
",’ which has been operating in Campania since January 2004, serving tax demands on behalf of Equitalia Polis S.p.", "är ett företag av nationell betydelse med 500 medarbetare som är verksamt i Kampanien sedan januari 2004."
"Ministère de la Santé et des Sports Ministry of Health and Sports 14, avenue Duquesne FR - 75350 PARIS 07 SP Tel.", "Ministère de la Santé et des Sports Ministry of Health and Sports 14, avenue Duquesne FR - 75350 PARIS 07 SP Tel."
"H0007N Swedish and Nordic history Sp4 VT", "H0007N Svensk och nordisk historia Lp4 VT"
"H0011N Technology and Society Sp4", "H0011N Teknik och samhälle Lp4"
"H0001N History of Technology Sp1 HT", "H0001N Teknikhistoria Lp1 HT"
"Ombudsman for Estate Agents Beckett House Bridge Street 4 UK - Salisbury SP1 2LX Tel.: +44 1722 333306 E-mail: admin[at]oea.co.uk", "Ombudsman for Estate Agents Beckett House Bridge Street 4 UK - Salisbury SP1 2LX Tel.: +44 1722 333306 E-mail: admin[at]oea.co.uk"
"My party, the SP, is supporting the plan to do something about this, although better proposals have already been rejected in earlier votes.", "Mitt parti, SP, stöder planen på att göra något åt detta, även om bättre förslag redan har avvisats vid tidigare omröstningar."
"Ministère du Travail, de l'Emploi et de la Santé 127, rue de Grenelle 75700 Paris SP 07 Tel.: +33 1 44 38 38 38 Fax: +33 1 44 38 20 10 Website", "Ministère du Travail, de l'Emploi et de la Santé 127, rue de Grenelle 75700 Paris SP 07 Tel.: +33 1 44 38 38 38 Fax: +33 1 44 38 20 10 Website"
"Eutelia S.p.", "Eutelia S.p."
"Mr President, on a point of order under Rule 181 of the Rules of Procedure, I tabled a written declaration under Rule 51 calling for a boycott of Ferrero SpA.", "Jag har en ordningsfråga som rör artikel 181 i arbetsordningen. Jag lade fram en skriftlig förklaring enligt artikel 51 som uppmanade till bojkott av företaget Ferrero SpA."
"SP Devices SP Devices is a provider of high-performance analog-to-digital technology for communications, radio base stations, radar, signals intelligence and test &amp; measurement.", "SP Devices SP Devices är en leverantör av högpresterande analog-till-digital teknik för kommunikation, radiobasstationer, radar, signalspaning och test &amp; mät."
"Mr President, on a point of order under Rule 181 of the Rules of Procedure, I tabled a written declaration under Rule 51 calling for a boycott of Ferrero SpA.", "Denna delades ut till en början, men den 9 mars fick jag en skrivelse från talman Pat Cox där han angav att skrivelsen enligt hans åsikt inte var tillåten och att han därför skulle dra in den."
