//Sentences
"The European Court of Justice (ECJ) has put us in a very difficult position here.", "Europeiska gemenskapernas domstol har försatt oss i en mycket svår situation här."
"As its title indicates, the proposal is aimed at improving the environmental behaviour, what could be termed the Eco-design, of energy-using products.", "Som titeln antyder är målet med förslaget att förbättra miljöbeteendet, det som kan kallas ekodesign, för energiförbrukande produkter."
"The latest took place on 12 April this year at the ECON Committee.", "Den senaste ägde rum den 12 april i år i utskottet för ekonomi och valutafrågor."
"We in the ECON Committee reached our decision very coherently and by a large majority.", "I ekonomiutskottet nådde vi samstämmigt fram till vårt beslut som togs med bred majoirtet."
"I genuinely believe that the ECON compromise would be good for all Member States.", "Jag är fast övertygad om att utskottet för ekonomis kompromiss skulle komma alla medlemsstater till godo."
"From the ECON Committee's perspective there are three issues which I would like to raise.", "Utskottet för ekonomi och valutafrågor vill ta up tre frågor."
"The ECON Committee is an equal player and its remit allows it to be so.", "Utskottet för ekonomi och valutafrågor är en likvärdig aktör, och dess ansvarsområde gör detta möjligt."
"The ECON Committee voted for a 4,5% increase in minimum rates.", "Utskottet för ekonomi och valutafrågor röstade för en ökning på 4,5 procent av minimisatserna."
"ECON welcomes, in particular, the emphasis on consumers.", "ECON välkomnar framför allt tonvikten på konsumenter."
"The rating applies to both Bachelor of Econ.", "Betyget gäller såväl ekonomie kandidat som ekonomie magister."
"I would like to thank the ECON Committee and the rapporteur, Ms van den Burg, for their support.", "Jag vill tacka utskottet för ekonomi, valutafrågor och industripolitik och föredragande Ieke van den Burg för deras stöd."
"Notably the Council declined to participate in the hearing jointly held by the ECON and LIBE committees.", "I synnerhet rådet har utmärkt sig härvidlag genom att avstå från att delta i ECON:s och LIBE:s gemensamma utfrågning."
"ECON also endorses the amounts recommended in the draft budget as regards the Fiscalis programme in line B5-305.", "Utskottet för ekonomi stöder också de summor som i utkastet föreslås för programmet Fiscalis, budgetpost B5-305."
"These were webstreamed, and are therefore available on the ECON website, as are the candidates' biographies.", "Utfrågningarna sändes på internet och finns därför på utskottets webbplats tillsammans med kandidaternas biografier."
"I appreciate the overwhelming support for Estonia's euro adoption given by Parliament's ECON committee on 2 June.", "Jag uppskattar det överväldigande stödet för Estlands införande av euron från parlamentets ekonomiutskott den 2 juni."
"We have made a number of proposals to this effect in the ECON Committee and we would hope that these proposals could also be taken on board.", "Vi har haft ett antal förslag i den riktningen i ekonomiutskottet och vi hoppas att dessa förslag kan godkännas."
"Since the global financial crisis, measures against tax havens have constantly been on the agendas of ECON and Ecofin.", "Alltsedan den globala finanskrisens inledning har åtgärder mot skatteparadis ständigt funnits med på ECON-utskottets och Ekofinrådets dagordningar."
"The Committee on Economic and Monetary Affairs (ECON) has done a good job in amending this proposal and I was able to support this report.", "Utskottet för ekonomi och valutafrågor har gjort ett bra jobb med att ändra förslaget och jag kunde därför stödja detta betänkande."
"I regret to note, however, that this support is not as strong in the final version of Mrs Honeyball's report as adopted by the ECON Committee.", "Prisfördelarna förs inte vidare till konsumenterna, eftersom effekten absorberas av detta lapptäcke av skatter i Europeiska unionen."
"We have already had an exchange of opinions in ECON consultations, among the Three and in interparliamentary meetings.", "Vi har redan utbytt åsikter under överläggningar i utskottet för ekonomi och valutafrågor, inom ordförandeskapstrion och under interparlamentariska sammanträden."
"The Commission also fully agrees with the ECON Committee report, that excessive or abusive litigation must be avoided.", "Kommissionen instämmer också till fullo med ECON-utskottets betänkande om att ett överutnyttjande eller missbruk av möjligheten till domstolsprövning måste undvikas."
"I am therefore pleased that ECON urges the Commission to do a thorough evaluation of the results of the exceptional State aid operation.", "Därför gläder det mig att ECON uppmanar kommissionen att genomföra en noggrann utvärdering av resultatet av den exceptionella statliga stödinsatsen."
"We have blamed and accused ECOSOC for the facts that came to light and enough is enough.", "Vi har anklagat dem nog, vi har ifrågasatt dem nog för de handlingar som avslöjats."
"ECOSOC, too, must make a markedly better job of performing its tasks.", "Även Ecosoc måste göra betydligt bättre från sig i genomförandet av sina uppgifter."
"The link with Ecosoc is particularly important in relation to development.", "Anknytningen till Ecosoc är särskilt viktig i utvecklingshänseende."
"The Commission is also particularly interested in the ECOSOC reform.", "Kommissionen är också särskilt intresserad av reformen av Ecosoc."
"We will continue to work on improving the effectiveness of the General Assembly and Ecosoc in particular.", "Vi kommer att fortsätta arbeta för att förbättra effektiviteten, särskilt i generalförsamlingen och Ecosoc."
"l congratulate Mr Miranda on the way in which he has looked into ECOSOC and the Committee of the Regions.", "Jag gratulerar Miranda till det sätt på vilket han har tittat på Ekonomiska och sociala kommittén och Regionkommittén."
"This peace consolidation committee would be a permanent body which could assist the Security Council and Ecosoc during the various phases of the conflict.", "Vi måste betona att terrorism inte går att acceptera under några omständigheter, oavsett vilka bakomliggande orsaker som åberopas."
"This peace consolidation committee would be a permanent body which could assist the Security Council and Ecosoc during the various phases of the conflict.", "Denna fredsbyggande kommission skulle vara ett permanent organ som skulle kunna bistå säkerhetsrådet och Ecosoc under de olika faserna under konflikten."
"This seems to be a less effective measure than possible alternatives if the issue of disinfecting the transport area becomes yet another problem ( ECOSOC opinion Dec.", "Detta verkar vara en mindre effektiv åtgärd än möjliga alternativ om frågan om desinfektion av transportområdet blir ytterligare ett problem ( Yttrande från ECOSOC, dec."
"We supported the ECOSOC proposal to look at the idea of a job-seeker's permit, which could be of great assistance to small- and medium-sized enterprises.", "Vi stödde förslaget från Ecosoc, FN:s ekonomiska och sociala råd, om att överväga tanken på ett tillstånd för jobbsökande som kunde vara till stor hjälp för små och medelstora företag."
"We supported the ECOSOC proposal to look at the idea of a job-seeker's permit, which could be of great assistance to small- and medium-sized enterprises.", "Vi stödde förslaget från Ecosoc, FN: s ekonomiska och sociala råd, om att överväga tanken på ett tillstånd för jobbsökande som kunde vara till stor hjälp för små och medelstora företag."
"The West-African cooperative bloc, ECOWAS, has condemned the latest coup d'état.", "Det västafrikanska samarbetsblocket Ecowas har fördömt den senaste statskuppen."
"ECOWAS is active as a regional organisation in the fight against child labour.", "Ecowas är verksamt som en regional organisation i kampen mot barnarbete."
"ECOWAS and the African Union have been crystal clear in their message.", "Budskapet från Ecowas och Afrikanska unionen har varit kristallklart."
"I was in Ghana two weekends ago when the ECOWAS meeting of the 14 West African states took place.", "Jag var i Ghana för två helger sedan, när Ecowas möte för de 14 västafrikanska staterna ägde rum."
"This is the request made by ECOWAS at New York, and this request must be supported by the European Union.", "Det var vad Ecowas krävde i New York, och det är en begäran som Europeiska unionen måste stödja."
"On the contrary, he must listen and put in place ceasefire agreements called for by the regional ECOWAS mission.", "Tvärtom, han måste lyssna och anta de eldupphöravtal som Ecowas regionala delegation kräver."
"The Commission stresses the role to be played by regional organisations, for example ECOWAS, in the prevention of conflicts.", "Kommissionen understryker den roll som Ecowas skall spela för att förebygga konflikter."
"During Taylor's reign, ECOWAS imposed sanctions on Liberia because of the abuses he perpetrated.", "Under den tid som Taylor styrde Liberia införde Ecowas sanktioner på grund av de illdåd som han gjorde sig skyldig till."
"Furthermore, do you think that ECOWAS and the African Union have sufficient capacity to deal with this problem?'", "Anser ni att Ecowas och Afrikanska unionen har tillräcklig förmåga för att kunna hantera det här problemet?”"
"The Economic Community of West African States (ECOWAS) called for a full international inquiry into the matter.", "Västafrikanska staters ekonomiska gemenskap (Ecowas) krävde en fullständig internationell granskning av saken."
"ECOWAS' small arms moratorium is a good example.", "ECOWAS lätta vapenmoratorium är ett bra exempel."
"ECOWAS'small arms moratorium is a good example.", "ECOWAS lätta vapenmoratorium är ett bra exempel."
"Europe could definitely give unconditional support to the ECOWAS plan for stationing observers in the border area.", "Europa borde verkligen ge ett ovillkorligt stöd till Ecowas-planen för att placera ut observatörer i gränsområdet."
"I am also delighted, today, to welcome a delegation from the Economic Community of West African States (ECOWAS).", "Det är också med nöje som jag i dag välkomnar en delegation från Västafrikanska staters ekonomiska gemenskap (Ecowas)."
"Thanks to the rapid intervention of the French armed forces and the ECOWAS troops, it was possible to avoid open conflict.", "Tack vare att de franska väpnade trupperna och Ecowastrupperna ingrep så snabbt var det möjligt att undvika en öppen konflikt."
"The elections met neither international standards nor the regional standards defined by ECOWAS.", "Valet levde inte upp till vare sig internationella normer eller de regionala normer som fastställts av Västafrikanska staters ekonomiska gemenskap (Ecowas)."
"As you know, Mauritania is not a member of either ECOWAS, which it left in 2000 or UEMOA, but it is a member of the Arab-Magreb Union.", "Som ni vet är inte Mauretanien medlem i vare sig Ecowas, som det lämnade 2000, eller UEMOA, men det är medlem i Maghreb."
"It must make every effort to mediate and must welcome the actions carried out under the aegis of the ECOWAS.", "Unionen måste använda alla sina medlingskrafter för att stödja dessa ansträngningar och glädjas åt de åtgärder som vidtagits under ledning av Ecowas."
"The African Union and ECOWAS decided to suspend Guinea until it established a democratically elected parliament or government.", "Afrikanska unionen och Ecowas beslutade att utesluta Guinea tills landet har ett parlament eller en regering som har utsetts på demokratisk väg."
"In cases like Liberia, where ECOWAS and Nigeria have taken the initiative.", "EU måste fördöma dessa diktatorer och vara redo att agera snabbt, i fall som Liberia, där Ecowas och Nigeria har tagit initiativet."
"Is it certain that ECPAT can continue their project next year, i. e. in 2001?", "Är det helt klart att ECPAT kan fortsätta med sitt projekt under nästa år, 2001?"
"I note with satisfaction that the Commission is going to continue to provide ECPAT with resources.", "Jag noterar med tillfredsställelse att kommissionen kommer att fortsätta att ge resurser till ECPAT."
"That would rule out ECPAT, which does not carry on its main activities in the developing countries.", "Detta skulle i så fall omöjliggöra ECPAT, som inte har sin huvudsakliga gärning i utvecklingsländerna."
"The financial support which ECPAT receives from the Enterprise DG is reportedly to be withdrawn from next year.", "ECPAT:s ekonomiska EU-stöd från GD Näringsliv kommer, enligt uppgift, att dras in från och med nästa år."
"If the proposal is accepted, the EuropAid Cooperation Office is ready to guide ECPAT through the further steps.", "Om förslaget accepteras står EuropeAid' s samarbetskontor till hands för att vägleda ECPAT genom de fortsatta stegen."
"If the proposal is accepted, the EuropAid Cooperation Office is ready to guide ECPAT through the further steps.", "Om förslaget accepteras står EuropeAid ' s samarbetskontor till hands för att vägleda ECPAT genom de fortsatta stegen."
"These different instruments are also open to organisations like ECPAT and their partners in the countries concerned.", "Dessa olika instrument är även öppna för organisationer som ECPAT och deras samarbetsparter i de berörda länderna."
"Support for ECPAT is incredibly important.", "Stödet till ECPAT är oerhört viktigt."
"Behind the code of conduct lies the Swedish branch of ECPAT, an organisation which works to end the sexual exploitation of children.", "Bakom uppförandekoden står den svenska grenen av ECPAT, en organisation som arbetar mot sexuell exploatering av barn."
"TurF’s first effort was casting a critical light on child sex tourism alongside ECPAT, an association that works to combat such things.", "TurF:s första insats blev att kritiskt belysa barnsexturismen, tillsammans med föreningen ECPAT, som arbetar just mot denna."
"Subject: Child sex tourism The international organisation, ECPAT, works in conjunction with tour operators to combat child sex tourism.", "Angående: Barnsexturism Den internationella organisationen ECPAT samarbetar med researrangörerna för att motverka barnsexturismen."
"One of the four organisations is ECPAT, whose measures in this area during 2001, which are eligible for aid, are wholly covered by this application.", "En av de fyra organisationerna är ECPAT, vars stödberättigade åtgärder inom detta område under 2001 helt omfattas av denna ansökan."
"We have recently received a report from ECPAT, estimating that approximately 400 children in Sweden aged from 4 months to 17 years have been exploited.", "Vi har i dagarna fått en rapport från ECPAT där man beräknar att ungefär 400 barn i Sverige i åldrarna 4 månader till 17 år har utnyttjats."
"The Commission's procedure for granting the desired financial support will soon be complete, and this also includes the funds which ECPAT requires for 2001.", "Kommissionens förfarande för att bevilja det begärda finansiella biståndet kommer snart att avslutas, och det omfattar också de medel som ECPAT behöver för år 2001."
"What would you think if, during its Presidency, the Swedish Government demonstrated this power by taking action to reinstate economic support for ECPAT Sweden?", "Hur skulle ni uppfatta om den svenska regeringen under ordförandeskapet demonstrerade denna makt genom att agera för ett återställande av det ekonomiska stödet till ECPAT Sverige?"
"The Enterprise DG has a responsibility, therefore, to ensure that the ECPAT project continues to receive support from another DG before the support in its present form is withdrawn.", "GD Näringsliv har därför ett ansvar att - innan stödet i dess nuvarande form dras in - försäkra sig om att ECPAT-projektet får fortsatt stöd genom ett annat GD."
"Subject: Long-term aid to combat child sex tourism ECPAT is an organisation working to combat sexual exploitation of children, particularly in countries where European travel companies operate.", "Angående: Långsiktigt stöd till kampen mot barnsexturism ECPAT är en organisation som arbetar mot sexuell exploatering av barn, framförallt i de länder där europeiska reseorganisatörer är aktiva."
"on behalf of the ECR Group. - Mr President, I have to agree with Mrs Jeggle.", "för ECR-gruppen. - (EN) Herr talman! Jag måste instämma med Elisabeth Jeggle."
"The ECR group cannot, however, endorse the concept of a European Public Prosecutor.", "ECR-gruppen kan emellertid inte stödja konceptet med en europeisk åklagare."
"on behalf of the ECR Group. - Mr President, the Greek State is technically bankrupt.", "för ECR-gruppen. - (EN) Herr talman! Den grekiska staten är tekniskt sett i konkurs."
"on behalf of the ECR Group. - (NL) Mr President, Mrs Saïfi has produced a sound report.", "för ECR-gruppen. - (NL) Herr talman! Tokia Saïfi har utarbetat ett bra betänkande."
"on behalf of the ECR Group. - Mr President, I have three brief points to make.", "för ECR-gruppen. - (EN) Herr talman! Jag vill ta upp tre korta punkter."
"on behalf of the ECR Group. - Mr President, this is an extraordinary debate.", "för ECR-gruppen. - (EN) Herr talman! Detta är en anmärkningsvärd debatt."
"Therefore, the ECR have voted to decrease many areas of EU spending.", "ECR-gruppen har därför röstat för en minskning av EU:s utgifter på flera områden."
"ECJ 1 April 2008, C-212/06, Flemish care insurance scheme, ECR 2008, I, 1683.", "Domstolens dom av den 1 april 2008 i mål C‑212/06, flamländska vårdförsäkringen, REG 2008, s."
"ECR MEPs do not, however, support binding energy efficiency targets.", "ECR-gruppens ledamöter stöder emellertid inte de bindande målen för energieffektivitet."
"The very worst in the EPP, ECR and ALDE compromise was avoided.", "Vi lyckades undvika det allra värsta i kompromissförslaget från PPE, ECR och ALDE."
"For these reasons the ECR Group has decided to abstain on this resolution.", "Av denna anledning har vi i ECR-gruppen beslutat att avstå från att rösta om denna resolution."
"on behalf of the ECR Group. - Mr President, it is very entertaining today in the House.", "för ECR-gruppen. - (EN) Herr talman! Dagens debatt här i parlamentet är mycket underhållande."
"on behalf of the ECR Group. - Madam President, I find this debate rather risible, almost laughable.", "Fru talman! Jag anser att den här debatten är ganska löjlig, nästan skrattretande."
"My group, the ECR Group, calls for a genuinely democratic and peaceful transition in Egypt.", "Min grupp, ECR-gruppen, manar till en verkligt demokratisk och fredlig övergång i Egypten."
"My group, the ECR, wants the euro area to succeed for those who choose to be its members.", "Min grupp, ECR-gruppen, vill att euroområdet ska lyckas för dem som väljer att vara medlemmar."
"The amendment by the ECR Group, which I voted against, was defeated.", "Ändringsförslaget från ECR-gruppen, som jag röstade mot, förkastades."
"The ECR have decided to vote in favour of the paragraphs which support equality in this way.", "ECR har bestämt sig för att rösta för de punkter som stöder jämställdhet på det här sättet."
"Our voters, when they chose parties which are part of the ECR Group, knew what they were voting for.", "När våra väljare valde partier som ingår i ECR-gruppen visste de vad de röstade på."
"on behalf of the ECR Group. - Mr President, my group has signed, and will support, this resolution.", "Herr talman! Min grupp har undertecknat och kommer att stödja resolutionen."
"In my group, the ECR, we believe in light-touch government.", "I min grupp, ECR-gruppen, tror vi på så lite statlig inblandning som möjligt."
"During 2013, a 2 ECTS course will be developed and given Q3 2013", "Under 2013 utvecklas även en kortare kurs innefattande 2 hp. Genomförs första gången Q3 2013"
"Two-year Master in Outdoor Education, 120 ECTS (information in English to be added)", "Utomhuspedagogisk fördjupningskurs med didaktisk inriktning, 15 hp (Outdoor Education, continuation course)"
"Sensor data- and information fusion for crisis management (1+3 ECTS)", "Sensordata- och informationsfusion för krishantering (1+3 hp)"
"Evaluation systems in the form of what are known as ECTS points should be clear, understandable and unified.", "Utvärderingssystem i form av så kallade ECTS-poäng ska vara tydliga, begripliga och enhetliga."
"At least 22,5 ECTS mathematics at the university level has to be achieved.", "Minst 22,5 hp matematik på universitetsnivå."
"Bachelors degree of minimum 180 ECTS in the area of music.", "Konstnärlig kandidatexamen i musik eller motsvarande kunskaper.Generell dispens för kunskaper i svenska medges."
"Ethics, surveillance technologies and integrity (5 ECTS)", "Etik, säkerhetsteknik och integritet (5 hp)"
"The second year of the program contains a combination of course work (15 ECTS), a project (15 ECTS), and thesis work (30 ECTS).", "Det andra året på utbildningen innehåller en kombination av kurser, projekt och examensarbete."
"The Media Technology program is an engineering programme of 300 ECTS (credits), five years of full time studies.", "Medieteknikprogrammet är en civilingenjörsutbildning på 300 hp (högskolepoäng), det vill säga 5 års heltidsstudier."
"Swedish crisis management: Crisis leadership and coordination (7,5 ECTS) Next course is planned for 2014", "Nästa kurstillfälle 2014"
"Successfully completed a basic engineering program or a Bachelor´s degree with a minimum of 180 ECTS in the areas of natural science, engineering or technology.", "Kandidat- eller ingenjörsexamen om minst 180 hp inom naturvetenskap eller ingenjörsvetenskap."
"A second point we made is that we absolutely must strengthen the system of recognition of studies pursued abroad, what is known as the ECTS system.", "En annan fråga som vi har tagit upp är att vi definitivt bör stärka systemet för erkännande av utlandsstudier."
"Distributed and Situated Cognition, 6 ECTS credits, week 34 - week 3.", "Denna sida vänder sig till dig som studerar på det Kognitionsvetenskapliga kandidatprogrammet. Här finner du information om utbildningen och studieadministrativa frågor."
"Organisation Phone directory Postgraduate studies Practical guide for visiting students (ECTS info.package) Programmes in Swedish Region", "Organisation"
"Bachelors degree of minimum 180 ECTS with at least 60 ECTS in the area of civil engineering or architecture and 22,5 ECTS in Mathematics at university level is required.", "Akademisk examen om minst 180 hp med inriktning väg- och vattenbyggnad eller arkitektur, samt minst 22,5 hp i matematik."
"Bachelors degree of minimum 180 ECTS with at least 60 ECTS in the area of mechanical engineering, material science, physics or chemistry.", "Akademisk examen om minst 180 hp i vilket ingår kurser om minst 60 hp i något av följande huvudområden: Maskinteknik, Materialvetenskap, Fysik eller Kemi, samt minst 22,5 hp i matematik."
"Bachelors degree of minimum 180 ECTS with at least 60 ECTS in the area of mining technology, constructions technology or nature resource technology.", "Akademisk examen om minst 180 hp i vilken ingår kurser om minst 60 hp i något av de följande ämnena: gruvteknik, anläggningsteknik, naturresursteknik, samt minst 22,5 hp i matematik."
"The rapporteur asks us to analyse quality in universities and to establish joint courses of study with joint diplomas, using the ECTS validation scheme.", "Föredraganden vill att man skall göra en analys av universitetens kvalitet och att man inrättar gemensamma utbildningsprogram med gemensamma utbildningsbevis, med hjälp av ECTS-systemet."
"Bachelors degree of minimum 180 ECTS with at least 60 ECTS in the area of chemistry, chemistry engineering, rock- and mineral technology, material engineering or metallurgy.", "Akademisk examen om minst 180 högskolepoäng i vilken ingår kurser om minst 60 hp i något av följande ämnen: kemi, kemiteknik, berg- och mineralteknik, materialteknik eller metallurgi."
"Critics also believe that the ECTS (European Credit Transfer System) is being administered so differently from country to country that achievements are barely comparable any more.", "Kritiker anser också att ECTS (Europeiska systemet för överföring av studiemeriter) administreras på så skilda sätt från land till land att prestationer knappast är jämförbara längre."
"May ECVET become an important building block for the European learning zone.", "Låt oss hoppas att ECVET blir en viktig byggsten för det europeiska området för lärande."
"European Credit System for Vocational Education and Training (ECVET) (", "Europeiskt system för meritöverföring inom yrkesutbildningen ("
"The other countries then have the freedom to come aboard later on and join this ECVET system whenever they are able.", "Övriga länder är fria att börja senare och gå med i ECVET-systemet så snart de kan."
"In this way, ECVET contributes to the expansion of European cooperation in general and vocational education.", "På detta sätt bidrar ECVET till utvidgningen av yrkesutbildningen och det europeiska samarbetet i allmänhet."
"The Commission has developed a number of instruments for use in European vocational training (ECVET, EQF, EQARF, etc.).", "Kommissionen har utvecklat en mängd instrument för europeisk yrkesutbildning (Ecvet, EQF, EQARF m.fl."
"This is to be opened much more now by ECVET, the European credit transfer system for VET.", "Detta kommer nu att möjliggöras i större utsträckning tack vare ECVET, det europeiska systemet för överföring av studiemeriter inom yrkesutbildningen."
"As an operational system, through ECVET, the transfer, recognition and accumulation of learning achievements will be improved.", "Som ett operativsystem genom ECVET kommer överföring, erkännande och ackumulering av läranderesultat att förbättras."
"This is why creating a European Credit System for Vocational Education and Training (ECVET) could boost the mobility of students and workers.", "Att skapa ett europeiskt system för meritöverföring inom yrkesutbildning (ECVET) kan gynna studenternas och arbetstagarnas rörlighet."
"European Quality Assurance Reference Framework for Vocational Education and Training - European Credit System for Vocational Education and Training (ECVET) (debate)", "Europeisk referensram för kvalitetssäkring av yrkesutbildning - Europeiskt system för meritöverföring inom yrkesutbildningen (debatt)"
"The implementation of ECVET needs to be based on a common commitment to observing the principles for guaranteeing good quality vocational education and training.", "Genomförandet av ECVET måste baseras på ett gemensamt åtagande att följa principerna för att garantera god kvalitet på yrkesutbildningen."
"The proposed European Credit System for Vocational Education and Training (ECVET) is one of a number of initiatives at European level in the field of training.", "Det föreslagna europeiska systemet för meritöverföring inom yrkesutbildningen (ECVET) är ett av några initiativ på EU-nivå på området utbildning."
"The need to implement ECVET is based on the desire to reduce the variations in learning outcomes, due to the fact that there are different vocational training systems.", "Behovet av att införa ECVET grundas på en önskan om att minska skillnaderna i läranderesultat orsakade av att det finns olika yrkesutbildningssystem."
"Last but not least, I would like to mention that ECVET places the emphasis on learning outcomes and not on the time spent acquiring knowledge, skills and expertise.", "Sist men inte minst vill jag säga att ECVET betonar läranderesultatet och inte den tid som läggs ned på att inhämta kunskaper, färdigheter och sakkunskap."
"To enable these learning outcomes to be transferred and recognised, the European Credit System for Vocational Education and Training (ECVET) has now been established.", "För att dessa läranderesultat ska kunna överföras och erkännas har nu det europeiska systemet för meritöverföring inom yrkesutbildningen (ECVET) inrättats."
"ECVET will increase openness to mobility and make career plans easier to realise, and should also increase the social inclusion of workers and learners.", "ECVET kommer att öka öppenheten för rörlighet och göra det lättare att förverkliga karriärplaner, och det bör också öka den sociala integrationen bland arbetstagare och inlärare."
"I think that the introduction of ECVET will make a major contribution to the creation of a European labour market, as long as the associated administrative burdens are eased.", "Jag tror att ett införande av ECVET kommer att innebära ett betydande bidrag i skapandet av en EU-arbetsmarknad, om de tillhörande administrativa bördorna minskas."
"The ECVET provides an additional means of translation and transposition using a common methodological framework to facilitate the transfer of learning outcomes from one system to another.", "ECVET erbjuder ett ytterligare instrument för översättning och överföring genom en gemensam metodisk ram som ska underlätta överföringen av läranderesultat från ett system till ett annat."
"In addition, the neutrality of the ECtHR judges is not guaranteed.", "Dessutom finns det inte några garantier för att Europadomstolens domare är neutrala."
"What is the position of the Commission with regard to the Energy Charter Treaty (ECT)?", "Vad är kommissionens ståndpunkt om energistadgefördraget?"
