//Sentences
"When DeWald took over he stuck me down here on what he calls park safety watch.", "När DeWald tog över flyttade han mig hit, till den s. k. bevakningsavdelningen."
"Mr President, Mrs Ferrero-Waldner, Mr Solana, Mr Winkler, ladies and gentlemen,", ",. – Herr talman, fru Ferrero-Waldner, herr Solana, herr Winkler, mina damer och herrar!"
"Mr President, I too should first of all like to congratulate Commissioner Ferrero-Waldner.", "Inte genom att bygga hus där utan genom att arrangera en verklig fredskonferens."
"From this point of view, I approve the statement by Commissioner Ferrero-Waldner.", "Ur den här synvinkeln ansluter jag mig till kommissionär Benita Ferrero-Waldners yttrande."
"Mrs Ferrero-Waldner has spoken about the European neighbourhood policy.", "Kommissionsledamot Benita Ferrero-Waldner har talat om EU:s grannskapspolitik."
". - (LV) Thank you, Mr President, Mrs Ferrero-Waldner and Mrs Lehtomäki.", ". - (LV) Herr talman, fru Ferrero-Waldner och fru Lehtomäki - tack så mycket!"
"Mrs Ferrero-Waldner, I invite you to reply to Mr Camisón Asensio's question.", "Fru Ferrero-Waldner, jag överlämnar ordet till er så att ni kan besvara Camisóns fråga."
"They have been documented in a letter by Commissioner Ferrero-Waldner.", "De har dokumenterats i ett brev från kommissionsledamot Benita Ferrero-Waldner."
"(PT) In her speech, Commissioner Ferrero-Waldner summarised the objectives of the new Union.", "(PT) Kommissionsledamot Ferrero-Waldner sammanfattade nyss den nya unionens mål."
"I am very pleased that Commissioner Benita Ferrero-Waldner is also with us today.", "Jag är mycket glad över att kommissionsledamot Benita Ferrero-Waldner också närvarar i dag."
"I should like to welcome Mrs Ferrero-Waldner, President-in-Office of the Council.", "Jag vill välkomna Ferrero-Waldner som har kommit hit å rådets vägnar."
"Why do they make no reference to the specific proposal of Commissioner Ferrero-Waldner?", "Vi måste därför försöka göra hela strategin mer enhetlig, synlig och öppen."
"I shall report its contents to my colleague, Benita Ferrero-Waldner.", "Jag ska rapportera om vad som har sagts till min kollega, Benita Ferrero-Waldner."
"As Mrs Ferrero-Waldner repeatedly says, positive cooperation is required.", "Som Benita Ferrero-Waldner upprepade gånger har sagt krävs det ett positivt samarbete."
"more_vert open_in_new Link to statmt.org warning Request revision The lack of funding for rural development is a problem for Wales.", "expand_more Bristen på finansiering av landsbygdsutvecklingen är ett problem för Wales."
"more_vert open_in_new Link to statmt.org warning Request revision Bristen på finansiering av landsbygdsutvecklingen är ett problem för Wales.", "expand_more The lack of funding for rural development is a problem for Wales."
"We want a Europe where nations like Wales can play a full part in their own right.", "Eftersom jag själv måste översätta det till walesiska här i kammaren för närvarande säger jag:"
"I want to talk specifically about the disaster of the Cardiff Office of the Commission in Wales.", "Jag vill särskilt nämna katastrofen med kommissionens Waleskontor i Cardiff."
"It is, of course, my opinion that the people of Wales would be better off if the UK left the EU.", "Jag anser givetvis att den walesiska befolkningen skulle klara sig bättre om Förenade kungariket lämnade EU."
"They are treating people in Wales like fools.", "De behandlar det walesiska folket som om de vore dumma."
"The UK Government proposals would lose Scotland one billion pounds in structural funds and lose Objective 1 funding for Wales.", "Ni får ingen fjäder i hatten av de gamla centralisterna i Bryssel och jordbruksstödens förkämpar."
"I welcome the fact that there is a referendum, but I hope the good people of Wales stand up and vote 'no'.", "Jag välkomnar en folkomröstning, men jag hoppas för det walesiska folkets bästa att de ställer sig upp och röstar nej."
"After the new Constitution comes into effect, if it does, the number of Members representing Wales in this House will drop to four.", "Jag har inga invändningar alls mot att Malta har fem ledamöter – det är bra för små länder att ha en god representation."
"Luxembourg is one of the six Member States that is smaller than my own country, Wales, and an example of what an independent Wales could achieve.", "Det finns inget bättre exempel på jämställdhetspolitikens misslyckande än lönegapet mellan män och kvinnor."
"If we look for prominent women in the recent period, we are struck by the departure of two people: Mother Teresa and Diana, Princess of Wales.", "Om man letar efter framträdande kvinnor under senare tid slås man av två personers bortgång: Moder Terersas och Dianas."
"The harvesting of cockles is a long-standing and much-valued industry in coastal areas of Wales, such as the Burry Inlet and the Welsh Dee.", "Skörden av hjärtmusslor utgör en mångårig och högt värderad industri i de walesiska kustområdena, såsom Burry Inlet och Welsh Dee."
"I particularly welcome amendments acknowledging difficulties facing remote and peripheral areas for the transportation of animals – including Wales and the Western Isles of Scotland.", "Jag hoppas att vi inte kör fast med frågor som huruvida transporttiden skall vara åtta eller nio timmar, till exempel."
"Walk the dog.", "Gå ut med hunden."
"more_vert open_in_new Link to OpenSubtitles warning Request revision The Wall Street journal says this is the hottest-selling yogurt.", "expand_more Wall Street blaskan säger att detta är den bäst-säljande yogurten."
"more_vert open_in_new Link to TED warning Request revision The one below likes to fire whenever there's a wall close by to the south.", "expand_more Den nedre gillar att aktiveras närhelst det finns en vägg nära i sydlig riktning."
"more_vert open_in_new Link to statmt.org warning Request revision There is a wall rising between us and them, a wall higher than the Berlin Wall.", "expand_more Det finns en mur mellan oss och dem, en mur som är högre än Berlinmuren."
"more_vert open_in_new Link to OpenSubtitles warning Request revision Wall Street blaskan säger att detta är den bäst-säljande yogurten.", "expand_more The Wall Street journal says this is the hottest-selling yogurt."
"Okay, now, that gold is in what the Wall Street pros call a long-term investment.", "Guldet är en del av, vad de kallar för en långsiktig investering."
"Wall Street analyst", "analytiker anställd av fondkommissionär"
"This is the approach chosen by Mrs Wallis' report and I therefore supported it.", "Det är vad man har valt i Diana Wallis betänkande och därför gav jag det mitt stöd."
"What did Diana Wallis just tell us on behalf of the Committee on Legal Affairs?", "Vad sa Diana Wallis nyss som företrädare för utskottet för rättsliga frågor?"
"I would like to thank Mrs Wallis for considering these cases with such care.", "Jag vill tacka Diana Wallis för att hennes noggranna behandling av dessa ärenden."
"Mr President, I believe that the next report is the report by Mrs Wallis.", "Herr talman! Nästa betänkande som ska behandlas är ju betänkandet av Diana Wallis."
"Mr President, first of all, let me say that I welcome the report by Mrs Wallis.", "– Herr talman! Låt mig först av allt säga att jag välkomnar Diana Wallis betänkande."
"This is why Mrs Wallis's report and efforts deserve full consideration.", "Därför förtjänar Diana Wallis betänkande och hennes insatser vår fulla aktning."
"Mr President, let me start by expressing profuse thanks to our rapporteur, Mrs Wallis.", "Låt mig först uttrycka min stora tacksamhet mot föredraganden, Diana Wallis."
". - (ET) Mr President, Mrs Wallis, Commissioner.", "för ALDE-gruppen. - (ET) Herr talman, fru Wallis, herr kommissionsledamot!"
"This issue has been raised in Ms Patrie's report and by Ms Wallis as well.", "Denna fråga tas upp i Béatrice Patries betänkande och Diana Wallis har också nämnt den."
"I agree with what Mrs Wallis said about the role of the Committee on Petitions.", "Jag håller med om det som Diana Wallis sa om den roll som utskottet för framställningar spelar."
"Mrs Wallis asked whether the Commission is really the Guardian of the Treaties in this case.", "Diana Wallis undrade om kommissionen verkligen är fördragens väktare i detta ärende."
"Nevertheless, as Mrs Wallis has said, legal traditions are valued objects.", "Icke desto mindre värderas rättstraditioner högt, som Wallis har sagt."
"For these reasons, I and my delegation are supporting the amendments by Mrs Wallis.", "Därför stöder jag och min delegation Diana Wallis ändringsförslag."
"Mrs Wallis summed up excellently what this is ultimately about.", "Diana Wallis sammanfattade på ett utmärkt sätt vad detta i sista hand handlar om."
"(SK) Mr President, I would like to thank Mrs Wallis for her bold move.", "(SK) Herr talman! Jag vill tacka Diana Wallis för hennes djärva ansats."
"I would like to thank the rapporteur, Mrs Wallis, for her persistence.", "Jag vill tacka föredraganden Wallis för hennes tålmodiga arbete."
"Mrs Wallis, in the absence of Question Time, your question is noted.", "Herr Wallis! I avsaknad av frågestunden har jag noterat er fråga."
"Well, Mr President, colleagues, let me tell you that I agree with Mrs Wallis.", "Då vill jag gärna säga att jag håller med Diana Wallis."
"I should also like to highlight Mrs Wallis's involvement in the area of electronic justice.", "Jag vill även framhålla Diana Wallis engagemang i e-juridiken."
"There are a number of practical issues that Ms Wallis touched on, as indeed did Sir Robert Atkins.", "Det finns ett antal praktiska frågor som Diana Wallis var inne på, liksom Sir Robert Atkins."
"more_vert open_in_new Link to EU Constitution warning Request revision Wallis and Futuna Islands", "expand_more Wallis - och Futunaöarna"
"more_vert open_in_new Link to European Parliament warning Request revision Their destitution is terrible, in Azerbaijan, in Georgia and even in Armenia.", "expand_more Deras nöd är fruktansvärd i Azerbajdzjan, Georgien och till och med i Armenien."
"more_vert open_in_new Link to EU Constitution warning Request revision Federal Minister for Foreign Affairs and Deputy Federal Chancellor", "expand_more Förbundsutrikesminister samt ställföreträdande förbundskansler"
"The unemployment rate in Flanders is 8.2 %, that in Wallonia is 24.5 %.", "I Flandern ligger arbetslöshetsnivån på 8,2 procent, i Vallonien på 24,5 procent."
"The unemployment rate in Flanders is 8.2%, that in Wallonia is 24.5%.", "I Flandern ligger arbetslöshetsnivån på 8,2 procent, i Vallonien på 24,5 procent."
"The lion's share of European subsidies, on the other hand, goes to Wallonia.", "Däremot går lejonparten av det europeiska stödet till Vallonien."
"So thanks to Europe, jobs are stolen from Flanders, and are relocated to Wallonia.", "På så sätt stjäls, tack vare Europa, arbetstillfällen från Flandern och omlokaliseras till Wallonien."
"Flanders has an expenditure of 12 % against 19 % in Wallonia.", "Användningen i Flandern ligger på 12 % jämfört med 19 % i Vallonien."
"This applies to both Wallonia and Flanders, which is why my group has submitted the amendments it has.", "Det gäller både Vallonien och Flandern. Av den anledningen har min grupp lämnat in ett antal ändringsförslag."
"Then he will be able to say, for example, Wallonia and Brussels are doing well and Flanders is not, or the other way round, and so on.", "Sedan kan han säga t.ex. att Vallonien och Bryssel fungerar bra men inte Flandern, eller tvärtom osv."
"We have taken particular care to see that the five local authorities in Wallonia also agree on a better system of cooperation.", "Vi har särskilt sett till att i Vallonien de fem intercommunales också kommer fram till ett förbättrat system för samarbete."
"A number of Member States, for example the United Kingdom, Belgian Wallonia and the Nordic countries, have been successful in this respect.", "Många medlemsstater har oerhört goda erfarenheter av detta, t.ex. England, belgiska Vallonien och de nordiska länderna."
"But of course it is utterly beyond the pale for the European Commission to admit that Belgium is an obstacle both to Flanders and Wallonia.", "Men det är givetvis omöjligt för Europeiska kommissionen att erkänna att Belgien utgör ett hinder för både Flandern och Vallonien."
"You will understand that Flanders and Wallonia have adopted one and the same policy on taxation and social security but this is inadequate.", "Som ni förstår för Flandern och Vallonien samma politik inom Belgien i fråga om skattelagstiftning och social trygghet, men det är otillräckligt."
"There are many examples of this, including the state of Belgium, which was created almost 180 years ago by merging Flanders and Wallonia.", "Det finns en rad exempel på detta, däribland staten Belgien, som skapades för nästan 180 år sedan genom en sammanslagning av Flandern och Vallonien."
"To reflect this reality, this page is divided into five different sections: Belgium, Brussels, Flanders, the German-speaking community and Wallonia.", "För att ta hänsyn till detta delas Belgien här in i fem delar: hela Belgien, Bryssel, Flandern, den tyska språkgemenskapen och Vallonien."
"Flanders wants to be freed from the Socialist Party's corrupt dictatorship in Wallonia and from the dastardly royal offspring of the House of Saxe-Coburg.", "Flandern vill bli fritt från socialistpartiets korrupta diktatur i Vallonien och från ätten Saxen-Coburgs ömkliga kungliga avkommor."
"First, the report shows the umpteenth proof that the structural funds account for additional millions flooding from Flanders to Wallonia.", "För det första innehåller betänkandet ytterligare ett bevis för att strukturfonderna i Belgien står för en extra miljardström från Flandern till Vallonien."
"There is a sum of 26 billion left to spend in Wallonia, and 3 billion in Flanders, but in relative terms the underuse is primarily a Flemish problem.", "Det finns 26 miljarder kvar att ge ut i Vallonien och 3 miljarder i Flandern men i relativa siffror är underskottet framförallt ett flamländskt problem."
"Wallonia is governed, after all, by a socialist regime closely linked to mafia-like operations, and itself is responsible for the arrears it is falling into.", "Vallonien styrs ju av en socialistisk regim som är nära besläktad med maffiaverksamheten och som själv bär ansvaret för att den hamnat på efterkälken."
"That is the task to which I shall henceforth devote myself, with all those who are determined to bring Wallonia out of its sclerosis and its underdevelopment.", "Och det är denna uppgift som jag skall ägna mig åt framöver tillsammans med alla som vill lyfta upp Vallonien ur dess förlamning och underutveckling."
"The first salvos were fired by the English when the United Kingdom repatriated British Leyland's motor vehicle assembly line, which had previously been sited in Wallonia.", "De första salvorna avfyrades av engelsmännen då British Leylands löpande bands-produktion togs hem till Förenade kungariket, dittills etablerat i Vallonien."
"Coming from Belgium, I do not need to point out that there is a difference of opinion between Flanders and Wallonia, or between former East and West Germany?", "Måste jag, som kommer från Belgien, påpeka skillnaderna mellan Flandern och Vallonien för er? Måste jag påpeka skillnaderna mellan före detta Östtyskland och Västtyskland?"
