//Sentences
"How can we do away with these Eastern European reservations about the European Union?", "Hur skall vi bli av med de här östeuropeiska misstankarna mot Europeiska unionen?"
"3.How widespread does the Commission consider the phenomenon of the trafficking of child pornography on the Internet to be in Greece?", "3.Hur bedömer kommissionen omfattningen av spridandet av barnpornografiskt material via Internet i Grekland?"
"Women's lives and their various life choices are restricted by this violence and by the awareness of how widespread it is in society.", "Kvinnors liv och deras olika livsval begränsas genom det här våldet och genom medvetenheten om hur utbrett detta våld är i samhället."
"Indeed, I feel that we can all see how the widespread praise for the Luxembourg Prime Minister is justified.", "Ändå måste man förlåta dem som läser den antagna resolutionen om de tror att parlamentet antingen haft tankarna någon annanstans, eller att medborgarna har det."
"Given how widespread the activity is and the impact it has, the Member States cannot implement the aims of this regulation adequately: it will be effected better at Community level.", "Med tanke på aktivitetens spridning och följdverkningar kan inte medlemsstaterna nå syftet på ett lämpligt sätt, varför det bättre verkställs på EU-nivå."
"I also welcome President Bush's intention to visit the EU institutions next month, but I await further details of how widespread the US authorities consider EU institutions to be.", "Jag välkomnar också president Bushs avsikt att besöka EU-institutionerna nästa månad, men jag inväntar närmare information om vad de amerikanska myndigheterna betraktar som EU-institutioner."
"It is a scandal what happened with the declaration of the H1N1 influenza pandemic.", "Det som hände när man angav att H1N1 var en pandemisk influensa var en skandal!"
"I am critical of the EU's response in 2009-2010 to 'swine flu', the H1N1 virus.", "Jag är kritisk till EU:s insatser mot svininfluensan, H1N1-viruset, 2009-2010."
"We tried it against flu A viruses -- H1N1, H3N2 -- as well as flu B viruses.", "Vi provade det mot influensa-A virus -- H1N1, H3N2 -- såväl som influensa-B virus."
"I voted for the report on evaluation of the management of H1N1 influenza.", "Jag röstade för betänkandet om utvärdering av hanteringen av H1N1-influensan."
"There were fewer fatalities from type A/H1N1 influenza in 2009 than from seasonal influenza.", "A/H1N1-influensan 2009 orsakade färre dödsfall än den vanliga säsongsinfluensan."
"Mr President, we all remember that H1N1 influenza was big news in 2009.", "Herr talman! Vi minns alla att H1N1-influensan var en stor nyhet under 2009."
"The work on the report on the A/H1N1 virus pandemic in 2009-2010 lasted nearly one year.", "Arbetet med betänkandet om A/H1N1-viruspandemin 2009-2010 har pågått i nästan ett år."
"The handling of the H1N1 situation has shown that there are shortcomings here.", "Hanteringen av H1N1-influensan har visat på tillkortakommanden."
"1.in which EU Member States there have been reports of cases of mutation of the H1N1 virus;", "1.I vilka EU-länder finns det kända fall av mutationer av H1N1-virus?"
"The management of the H1N1 influenza epidemic, for which there had been prior warning, was a failure.", "Hanteringen av H1N1-influensaepidemin, som man förvarnat om, var ett misslyckande."
"(PT) Mr President, doubts about the H1N1 influenza vaccine have already been mentioned here.", "(PT) Herr talman! Tvivel har redan uttryckts här när det gäller vaccinet mot H1N1-influensan."
"A warning was issued late last summer about an imminent swine flu (H1N1) pandemic.", "På sensommaren slogs det larm om en omedelbart förestående pandemi orsakad av H1N1-viruset (svininfluensa)."
"The Community has taken action against the influenza A (H1N1) pandemic both internally and externally.", "Gemenskapen har vidtagit åtgärder mot influensapandemin A(H1N1) både inom och utanför EU."
"By that time, everyone knew that the H1N1 virus did not represent such a risk as it seemed to at first.", "Vid den tiden visste alla att H1N1-viruset inte var så farligt som det först hade verkat."
"The most important lesson of the well-known H1N1 scandal is that people's faith has been shaken.", "Den viktigaste lärdomen av den välkända H1N1-skandalen är att människors förtroende har rubbats."
"EU health ministers meet in Luxembourg as “Novel” flu virus -influenza A(H1N1) reaches Europe.", "EU:s hälsoministrar samlades i Luxemburg i och med att det "nya" influensaviruset A(H1N1) nådde Europa."
"I voted in favour of the report on evaluation of the management of H1N1 influenza in 2009-2010 in the EU.", "Jag röstade för betänkandet om utvärdering av hanteringen av H1N1-influensan 2009-2010 i EU."
"In other words, in 2010, there was practically no talk of H1N1 influenza.", "Och sedan förändrades situationen helt och hållet. År 2010 var det praktiskt taget knäpptyst om H1N1-influensan."
"There were 10 times fewer H1N1 influenza victims than victims of ordinary seasonal influenza.", "Antalet offer för H1N1-influensan är tio gånger mindre än antalet offer för den vanliga säsongsinfluensan."
"This is dealt with in the 'Report on evaluation of the management of H1N1 influenza in 2009-2010 in the EU'.", "Detta behandlas i betänkandet om utvärdering av hanteringen av H1N1-influensan 2009-2010 i EU."
"It is a scandal what happened with the declaration of the H1N1 influenza pandemic.", "Det som hände när man angav att H1N1 var en pandemisk influensa var en skandal!"
"I am critical of the EU's response in 2009-2010 to 'swine flu', the H1N1 virus.", "Jag är kritisk till EU:s insatser mot svininfluensan, H1N1-viruset, 2009-2010."
"We tried it against flu A viruses -- H1N1, H3N2 -- as well as flu B viruses.", "Vi provade det mot influensa-A virus -- H1N1, H3N2 -- såväl som influensa-B virus."
"I voted for the report on evaluation of the management of H1N1 influenza.", "Jag röstade för betänkandet om utvärdering av hanteringen av H1N1-influensan."
"There were fewer fatalities from type A/H1N1 influenza in 2009 than from seasonal influenza.", "A/H1N1-influensan 2009 orsakade färre dödsfall än den vanliga säsongsinfluensan."
"Mr President, we all remember that H1N1 influenza was big news in 2009.", "Herr talman! Vi minns alla att H1N1-influensan var en stor nyhet under 2009."
"The work on the report on the A/H1N1 virus pandemic in 2009-2010 lasted nearly one year.", "Arbetet med betänkandet om A/H1N1-viruspandemin 2009-2010 har pågått i nästan ett år."
"The handling of the H1N1 situation has shown that there are shortcomings here.", "Hanteringen av H1N1-influensan har visat på tillkortakommanden."
"1.in which EU Member States there have been reports of cases of mutation of the H1N1 virus;", "1.I vilka EU-länder finns det kända fall av mutationer av H1N1-virus?"
"The management of the H1N1 influenza epidemic, for which there had been prior warning, was a failure.", "Hanteringen av H1N1-influensaepidemin, som man förvarnat om, var ett misslyckande."
"(PT) Mr President, doubts about the H1N1 influenza vaccine have already been mentioned here.", "(PT) Herr talman! Tvivel har redan uttryckts här när det gäller vaccinet mot H1N1-influensan."
"A warning was issued late last summer about an imminent swine flu (H1N1) pandemic.", "På sensommaren slogs det larm om en omedelbart förestående pandemi orsakad av H1N1-viruset (svininfluensa)."
"The Community has taken action against the influenza A (H1N1) pandemic both internally and externally.", "Gemenskapen har vidtagit åtgärder mot influensapandemin A(H1N1) både inom och utanför EU."
"By that time, everyone knew that the H1N1 virus did not represent such a risk as it seemed to at first.", "Vid den tiden visste alla att H1N1-viruset inte var så farligt som det först hade verkat."
"The most important lesson of the well-known H1N1 scandal is that people's faith has been shaken.", "Den viktigaste lärdomen av den välkända H1N1-skandalen är att människors förtroende har rubbats."
"EU health ministers meet in Luxembourg as “Novel” flu virus -influenza A(H1N1) reaches Europe.", "EU:s hälsoministrar samlades i Luxemburg i och med att det "nya" influensaviruset A(H1N1) nådde Europa."
"I voted in favour of the report on evaluation of the management of H1N1 influenza in 2009-2010 in the EU.", "Jag röstade för betänkandet om utvärdering av hanteringen av H1N1-influensan 2009-2010 i EU."
"In other words, in 2010, there was practically no talk of H1N1 influenza.", "Och sedan förändrades situationen helt och hållet. År 2010 var det praktiskt taget knäpptyst om H1N1-influensan."
"There were 10 times fewer H1N1 influenza victims than victims of ordinary seasonal influenza.", "Antalet offer för H1N1-influensan är tio gånger mindre än antalet offer för den vanliga säsongsinfluensan."
"This is dealt with in the 'Report on evaluation of the management of H1N1 influenza in 2009-2010 in the EU'.", "Detta behandlas i betänkandet om utvärdering av hanteringen av H1N1-influensan 2009-2010 i EU."
"Suppose you want to change H2O to H2O with a subscript 2.", "Du vill t.ex. omvandla texten H2O till H2O med nedsänkt tvåa i efterhand."
"This resulted in a CO2 flux of more than 500 kg m-2 h-1 and a CO2/H2 separation factor of 15 at room temperature.", "This resulted in a CO2 flux of more than 500 kg m-2 h-1 and a CO2/H2 separation factor of 15 at room temperature."
"This work made it possible to predict best operating conditions for CO2/H2 separation process using our membranes.", "This work made it possible to predict best operating conditions for CO2/H2 separation process using our membranes."
"New insights have been provided into mass transport of CO2 and H2 in MFI zeolite membranes using Maxwell-Stefan modelling.", "New insights have been provided into mass transport of CO2 and H2 in MFI zeolite membranes using Maxwell-Stefan modelling."
"I'm H-2- O intolerant.", "Jag är h2o intolerant."
"Before I close the debate, I would like to point out to the Sittings Service that the formula for octabromodiphenyl ether is wrong in Amendment No 4, where it says C12H2Br10O.", "Innan jag avslutar debatten vill jag uppmärksamma sessionstjänsten på att formeln för difenyleter, oktabromderivat är felaktig i ändringsförslag 4. Det står C12H2Br10O."
"However, I want to say a word about the HAARP Project Mr Gahrton mentioned.", "Jag skulle emellertid vilja säga några ord om det HAARP-projekt som Gahrton nämnde."
"The fact is that when we look at this issue and when we listened in the hearing on HAARP, we appeared at times to be listening to science fiction.", "Faktum är att när vi ser till denna fråga och när vi lyssnade till utfrågningen om HAARP, fick vi ibland intrycket av att vi lyssnade till science fiction."
"The committee held a public hearing to find out more about the 'non-lethal' weapons and HAARP, the High Frequency Active Auroral Research Project.", "Vid en offentlig utfrågning har utskottet också fått kunskap om utvecklingen av så kallade icke-dödliga vapen och HAARP, ett forskningsprogram för så kallad högfrekvent strålning."
"The committee held a public hearing to find out more about the 'non-lethal ' weapons and HAARP, the High Frequency Active Auroral Research Project.", "Vid en offentlig utfrågning har utskottet också fått kunskap om utvecklingen av så kallade icke-dödliga vapen och HAARP, ett forskningsprogram för så kallad högfrekvent strålning."
"Still on HACCP, this system is the full responsibility of the food business operators.", "Vad gäller HACCP-systemet, ligger det fulla ansvaret hos livsmedelsföretagarna."
"Let us not forget that there were Michelin stars before the HACCP.", "Låt oss inte glömma att Michelin-stjärnorna är äldre än HACCP-förfarandet."
"But in doing so, we want to break new ground with the HACCP system.", "Men vi vill i det sammanhanget också slå in på nya vägar med det s.k."
"The new legislative package is based on the HACCP system (Hazard Analysis and Critical Control Point).", "Det nya lagstiftningspaketet bygger på HACCP-systemet (faroanalys och kritiska styrpunkter)."
"For the formal application of the HACCP system, food producers must undertake a hazard analysis.", "När det gäller den formella tillämpningen av HACCP-systemet måste livsmedelsproducenterna göra en riskanalys."
"In particular, it extends Article 3 of Directive 93/43 which introduces what are know as the HACCP principles.", "Man utvidgar i synnerhet artikel 3 i direktiv 93/43, och inför de så kallade HACCP-principerna."
"I am of course aware that the HACCP principle can only be applied to primary production in a few areas.", "Naturligtvis vet jag att HACCP-principen bara kan användas inom några få områden i primärproduktionen."
"In particular, it extends Article 3 of Directive 93/ 43 which introduces what are know as the HACCP principles.", "Man utvidgar i synnerhet artikel 3 i direktiv 93 / 43, och inför de så kallade HACCP-principerna."
"The HACCP (Hazard Analysis and Critical Control Points) system has already provoked strong feelings.", "HACCP-systemet har redan framkallat starka känslor."
"The HACCP plan is a very good plan for large businesses.", "HACCP-planen är en mycket bra plan för stora företag."
"I believe that the HACCP principle is also relevant here.", "Hit hör enligt min åsikt även HACCP-principen."
"But HACCP is a food safety management system devised for highly sophisticated food-processing operations.", "Men HACCP är ett system för livsmedelssäkerhet som är avsett att användas under mycket sofistikerad livsmedelsberedning."
"Experience up to now has shown that the HACCP provisions currently in force are unjustifiably too stringent in many cases.", "Erfarenheten har hittills visat att de nu gällande HACCP-bestämmelserna i många fall är omotiverat strikta."
"They have gone into orbit and landed on another planet like the astronauts for which the HACCP system was devised.", "De har svävat ut i rymden och landat på en annan planet, precis som astronauterna som HACCP-systemet var avsett för."
"Despite this, the new Member States, including Hungary, have implemented the HACCP provisions to the full, and even beyond.", "Trots det har de nya medlemsstaterna, däribland Ungern, genomfört HACCP-bestämmelserna fullt ut och mer därtill."
"A very important area is the HACCP.", "Ett mycket viktigt område är också HACCP."
"The HACCP system cannot be extended, for the moment, to the primary sector, given that this system has been designed exclusively for industry.", "HACCP-systemet bör inte utvidgas till primärsektorn för närvarande, eftersom detta system endast har skapats för industrin."
"HACCP is a method of identifying potential hazards and ensuring that proper control strategies are in place, and I welcome that.", "HACCP är en metod för att identifiera möjliga risker och se till att det finns ordentliga kontrollstrategier, och detta är något som jag välkomnar."
"Feed business operators (FBOs) should put in place, implement and maintain procedures based on the HACCP principles.", "Foderföretagare ska inrätta, genomföra och upprätthålla förfaranden som grundar sig på principerna för systemet för faroanalys och kritiska styrpunkter (HACCP)."
"The application of the HACCP standard should, however, be considered as an additional safety measure, which cannot replace official controls.", "Emellertid bör tillämpningen av HACCP-reglerna ses som en kompletterande säkerhetsåtgärd som inte kan ersätta de officiella kontrollerna."
"So if we say this machine right now that we've made is about one HB, one human brain, if we look at the rate that this is increasing, 30 years from now, there'll be six billion HBs.", "Om vi säger att denna maskin som vi byggt, utgör en MH, en mänsklig hjärna, och om vi beaktar den hastighet den ökar sin kapacitet, så kommer vi om 30 år ha en kapacitet på sex miljarder MH."
