//Sentences
"They do not want unfair competition from competitors in other parts of the world.", "De vill inte ha orättvis konkurrens från konkurrenter i andra delar av världen."
"On procurement, we must move towards a European armament agency, bringing together OCCAR and WEAG in a loose arrangement, if necessary.", "Vad beträffar upphandling måste vi övergå till ett europeisk rustningsorgan, genom att sammanföra Occar och WEAG i ett löst arrangmang, om det är nödvändigt."
"The EDF mechanism no longer seems to be able to meet the needs expressed by the OCT authorities.", "Nu verkar dock Europeiska utvecklingsfonden inte längre tillmötesgå de behov som ULT:s myndigheter uttryckt."
"The EDF mechanism no longer seems to be able to meet the needs expressed by the OCT authorities.", "Nu verkar dock Europeiska utvecklingsfonden inte längre tillmötesgå de behov som ULT: s myndigheter uttryckt."
"EUROPA &gt; Summaries of EU legislation &gt; Development &gt; Overseas countries and territories (OCT)", "EUROPA &gt; Sammanfattning av EU-lagstiftningen &gt; Bistånd &gt; Utomeuropeiska länder och territorier (ULT)"
"At the request of Italy and Spain, the Commission has applied a safeguard clause on imports of OCT rice.", "På begäran av Italien och Spanien har kommissionen tillämpat en skyddsklausul på importen av ris från utomeuropeiska länder och territorier."
"We have to get out of the habit of having OCT issues being discussed only in the few Member States that have a direct part in the discussion.", "Vi måste sluta med att bara diskutera ULT-frågor i de få medlemsstater som har en direkt del i diskussionen."
"Once more, such misuse has not served in any way the best interests of OCT citizens and governments.", "Återigen: Denna typ av missbruk har inte på något sätt varit till nytta för medborgarna och regeringarna i de utomeuropeiska länderna och territorierna."
"I share the view that different ways of financing OCT aid than the EDF could be considered.", "Jag delar åsikten att man skulle kunna titta på olika sätt att finansiera stödet till de utomeuropeiska länderna och territorierna, än genom Europeiska utvecklingsfonden."
"When we look at the growth of EU rice imports, we may note that this has happened from the OCT at zero duty.", "Herr ordförande! När vi ser till ökningen av EU: s risimport kan vi lägga märke till att denna skett från de utomeuropeiska länderna och territorierna till nolltullar."
"Let me stress that the OCT association certainly includes the principle of preferential access to our market, but not an unconditional one.", "Låt mig betona att associeringsbeslutet EU/ULT förvisso omfattar principen om förmånligt tillträde till vår marknad, men inte ett ovillkorligt tillträde."
"Let me stress that the OCT association certainly includes the principle of preferential access to our market, but not an unconditional one.", "Låt mig betona att associeringsbeslutet EU / ULT förvisso omfattar principen om förmånligt tillträde till vår marknad, men inte ett ovillkorligt tillträde."
"The European Development Fund (EDF) is the main instrument for providing Community aid for development cooperation in the ACP States and OCT.", "Europeiska utvecklingsfonden (EUF) är det viktigaste instrumentet för EU:s stöd till utvecklingssamarbetet med AVS-länderna och de utomeuropeiska länderna och territorierna."
"The 9-10 Oct 2013 we arrange the international conference "Equality, growth and innovation - in theory and practice" for researchers and practitionners.", "Den 9-10 oktober 2013 arrangerar vi en internationell konferens för forskare och praktiker med rubriken "Equality, growth and innovation - in theory and practice"."
"I thank MEPs for supporting my amendment on using the expertise relating to the geographical location of the outermost regions (OR) and the overseas countries and territories (OCT).", "Jag tackar de ledamöter som gett sitt stöd till mitt ändringsförslag om att utnyttja expertkunskap om geografiska förhållanden i yttre randområden och utomeuropeiska länder och territorier."
"The Commission, for its part, has also entered into extensive discussions on the 20 OCTs.", "Kommissionen har å sin sida påbörjat en omfattande studie i frågan om de 20 ULT."
"A liberalisation of trade with OCTs could fulfil the objectives we have set ourselves.", "En liberalisering av utbytet med ULT kan göra att de mål vi fastställer kan uppnås."
"Finally, I would make a comment on the OCTs, the overseas countries and territories.", "Till sist ytterligare en kommentar om de utomeuropeiska områdena på andra sidan havet."
"OCTs, ACP countries and remote regions (continuation)", "Förbindelser med ULT, AVS-länderna och de yttersta randområdena (fortsättning)"
"Will the Council therefore clarify what its position on the OCTs is?", "Kan rådet därför förtydliga sin ståndpunkt när det gäller de utomeuropeiska länderna och territorierna?"
"For too many years now this has been a bone of contention between some OCTs and the Community.", "I alltför många år har denna gett upphov till tvister mellan vissa utomeuropeiska länder och territorier och gemenskapen."
"OCTs, ACP countries and remote regions", "Förbindelser med ULT, AVS-länderna och de yttersta randområdena"
"Substantial funds are reserved for social and environmental projects in medium income OCTs.", "Betydande medel är reserverade för sociala projekt och miljöprojekt i utomeuropeiska länder och territorier med medelhög inkomstnivå."
"The OCTs will continue to enjoy the most favourable trade arrangement granted by the Community.", "De utomeuropeiska länderna och territorierna kommer även fortsättningsvis att åtnjuta de mest förmånliga handelsavtal som beviljas av gemenskapen."
"The aid granted to ACP States and OCTs will continue to be funded by the EDF, at least for the period 2008-2013.", "Stödet till AVS-länderna och de utomeuropeiska länderna och territorierna kommer att finansieras av EUF även under perioden 2008-2013."
"We need to find a solution, but whatever misery we cause must not fall only on the OCTs.", "Man måste söka en lösning, men det får inte vara så att det elände som har skapats helt och hållet skall läggas på de utomeuropeiska länderna och territorierna."
"One of the aims of this investigation is to improve the effectiveness of the financial instrument of the OCTs.", "Ett av målen för denna granskning är just att förbättra effektiviteten av finansieringsinstrumentet för utomeuropeiska länder och territorier."
"The Commission also wants to send a strong message to those OCTs defined as tax havens in the OECD analysis.", "Kommissionen vill också skicka ett kraftfullt budskap till de utomeuropeiska länder och territorier som definieras som skatteparadis i OECD: s analys."
"In our approach, we must make every effort to preserve the powers devolved to the OCTs through their autonomous status.", "ULT-perspektivet, herr ordförande, bör göra allt för att upprätthålla de befogenheter som har tilldelats ULT genom deras autonoma ställning."
"So instead it hits the OCTs, the Netherlands Antilles and the British overseas territories, and that is supposed to put an end to the problem.", "Vi ger oss på Nederländska Antillerna. Vi ger oss på de brittiska utomeuropeiska territorierna, och detta måste upphöra."
"Because it is obvious from today's debate that the situation is still unclear, particularly as regards the OCTs.", "För att det även idag har framgått av debatten att sakernas tillstånd är olyckligt särskilt med avseende på de utomeuropeiska länderna och territorierna."
"It is in the urgent interest of the OCTs that a favourable business climate is re-established as soon as possible.", "Det ligger i de utomeuropeiska ländernas och territoriernas intresse att det sker ett återupprättande av ett gynnsamt affärsklimat så snart som möjligt."
"Would the Member States – the Council – be prepared to consider giving additional money to cover the costs of the OCTs?", "Skulle medlemsstaterna – rådet – vara berett att överväga att ge extra pengar för att täcka kostnaderna för EU:s utomeuropeiska länder och territorier?"
"Would the Member States – the Council – be prepared to consider giving additional money to cover the costs of the OCTs?", "Skulle medlemsstaterna – rådet – vara berett att överväga att ge extra pengar för att täcka kostnaderna för EU: s utomeuropeiska länder och territorier?"
"For all the other OCTs, in the future funds will be granted following more objective, transparent and coherent criteria.", "När det gäller de andra utomeuropeiska länderna och territorierna kommer framtida medel att beviljas enligt mer objektiva, öppna och sammanhållna kriterier."
"The MEPs from the Czech ODS cannot support such a position with their votes.", "Parlamentsledamöterna från det tjeckiska ODS kan inte stödja en sådan ståndpunkt."
"I voted this way along with the other MEPs from the Czech Civil Democratic Party (ODS).", "Jag röstade så tillsammans med de andra ledamöterna från det tjeckiska samhällsdemokratiska partiet (ODS)."
"Just like my fellow members of the Czech Civil Democratic Party (ODS), I voted against this report.", "Precis som mina kolleger från det tjeckiska medborgardemokratiska partiet (ODS) röstade jag mot detta betänkande."
"There has been a 95% reduction in consumption of ODS compared with the baselines set.", "Det har skett en 95-procentig minskning av förbrukningen av ozonnedbrytande ämnen jämfört med de utgångsvärden som fastställdes."
"Where we can, we are talking to your ODS senators, trying to get them to agree to the ratification process.", "När vi får tillfälle talar vi med era senatsledamöter från ODS och försöker få dem att rösta för ratificeringsprocessen."
"Yet even Jan Zahradil of the ODS commented at the hearings: 'The identification of Communism with German Nazism is and is not correct.", "Ändå kommenterade till och med Jan Zahradil från ODS utfrågningarna: ”Att jämställa kommunism med tysk nazism är både korrekt och inkorrekt."
"Neither I nor the other MEPs from the Czech Civil Democratic Party (ODS) support this approach and we have accordingly voted against the report.", "Varken jag själv eller de andra ledamöterna från det tjeckiska civildemokratiska partiet (ODS) stöder denna linje och därför röstade vi emot betänkandet."
"Madam President, I wanted to add my voice to that of my colleague, Geoffrey Van Orden, and my previous colleague from the Czech Republic, from the ODS.", "(EN) Fru talman! Jag ställer mig bakom det som min kollega Geoffrey Van Orden, och min före detta kollega från Tjeckien, från partiet ODS, har sagt."
"– Mr President, I wish to explain my vote on the Lucas report, which in common with the other MEPs from the Czech Civil Democratic Party (ODS) was a vote against.", "– Herr talman! Jag vill förklara varför jag, i likhet med andra ledamöter från det tjeckiska samhällsdemokratiska partiet (ODS), röstade emot Lucasbetänkandet."
"These will now be incorporated in this recast regulation to accelerate the phase-out of ozone-depleting substances (ODS) and to further limit exempted uses of these substances.", "De åtgärderna kommer nu att tas med i den omarbetade förordningen för att påskynda utfasningen av ozonnedbrytande ämnen och ytterligare begränsa undantagen för sådana ämnen."
"(CS) Madam President, ladies and gentlemen, I voted against Mr Castiglione's report like the other Members from the Czech Republic who belong to the Czech Civic Democratic Party (ODS).", "(CS) Fru talman, mina damer och herrar! Jag röstade mot Giuseppe Castigliones betänkande, liksom de andra ledamöter från Tjeckien som tillhör det tjeckiska demokratiska medborgarpartiet (ODS)."
"Esrange Space Center is located in northern Sweden, 45 km from the town of Kiruna at 67oN, 21oE.", "Esrange Space Center ligger i norra Sverige, 45 km från Kiruna på 67oN, 21oE."
"Anders OE Johansson, CEO of Process IT Innovations at Luleå University of Technology, which also include Umeå University, has received a prestigious Innovation Award.", "Anders OE Johansson VD för ProcessIT Innovations vid Luleå tekniska universitet, där även Umeå Universitet ingår, har fått ta emot ett prestigefullt Innovationspris."
"– Mr President, Commissioner, ladies and gentlemen, like some of my fellow Members, I signed this oral question on the use of wood chippings as an œ nological practice for European wines.", "Jag undertecknade den eftersom jag undrar om, och hoppas att, man kan ge garantier för att de kvalitetsviner som vi producerar i Europa är och förblir erkända som kvalitetsviner."
