//Sentences
"What is still at issue is at what level added value can be provided most effectively.", "Vad det fortfarande är fråga om är på vilken nivå man effektivast skapar mervärde."
"The Commission is supposed to be represented at this kind of debate, although I realize that with the arrival of spring and some warm weather at last, politics inevitably takes a back seat.", "I en sådan här debatt vore det faktiskt nödvändigt att kommissionen deltar, men jag vet att när våren kommer, när det äntligen blir varmt, kommer politiken alltid på andra plats."
"This is absolutely crucial because, in this area, we appear naive and weak.", "Detta är helt avgörande, eftersom vi framstår som naiva och svaga på det här området."
"Mr Gil-Robles, I regret to say that we appear to be at odds over this matter.", "Herr ledamot, jag beklagar att jag nödgas konstatera att vi inte är ense i denna fråga."
"We appear not to be in agreement, however, about how this is to be achieved.", "Men vi är uppenbarligen oeniga om på vilket sätt detta skall uppnås."
"We appear to be in a situation of hopelessness, and the spiral of violence is continuing to escalate.", "Vi verkar befinna oss i en hopplös situation, och våldsspiralen fortsätter att trappas upp."
"We appear to be shooting ourselves in the foot.", "Det blir ju litet grand som att tala emot sig själv i detta direktiv, tycker jag."
"Mr President, Commissioner, we appear to have lost our elementary knowledge of biology.", "Herr talman, herr kommissionär! Det tycks vara så, att vi har förlorat den elementära biologiska kunskapen."
"We appear to have already forgotten that this was our key principle even before the first round of elections.", "Till exempel behövs det observatörer, och det i mycket större omfattning än tidigare."
"We appear to have already forgotten that this was our key principle even before the first round of elections.", "Vi tycks redan ha glömt att detta var vår huvudprincip redan före den första valomgången."
"It is therefore not astonishing, if we appear as losers.", "Det är därför inte förvånande om vi framstår som förlorare."
"I am delighted that we appear to have the support of the majority of this House for a comprehensive directive.", "Jag är glad över att vi verkar ha stöd för ett övergripande direktiv av en majoritet i kammaren."
"Once again, however, we appear to be turning a blind eye.", "Men än en gång verkar vi blunda för saker och ting."
"And at last, we appear to be doing something about it.", "Och tillslut verkar det som att vi gör något åt det."
"Commissioner, one thing is clear, and you hinted at it: we appear to be unable to learn from recent past mistakes.", "Herr kommissionsledamot! En sak står klar, och ni antydde det: vi verkar inte lära oss av tidigare misstag."
"Commissioner, we appear to be condemned, you and I, to discussing the same question every three or six months.", "Fru kommissionär! Vi två verkar vara dömda att diskutera samma fråga en gång i halvåret eller en gång i kvartalet."
"At times we appear to be our own prisoners.", "Ibland verkar det som om vi är fångar i oss själva."
"It will be a Freudian slip of mine if we appear with our lawsuit before you at the Court of Justice in Luxembourg.", "Det är en freudiansk felsägning av mig när jag säger att vi med vårt domstolsärende kommer till er i domstolen i Luxemburg."
"We refer to Yugoslavia but it is no help to Mr Kostunica if we appear to be implying that Montenegro, for example, will secede.", "Vi talar om Jugoslavien, och vi hjälper inte Kostunica genom att uppmuntra till utbrytning, t.ex. av Montenegro."
"Mr President, we appear to have a problem here as the text is entitled 'Transatlantic relations/Echelon system'.", "Herr ordförande! Här har vi ett verkligt problem, eftersom textens titel lyder " Transatlantiska förbindelser/Echelon-systemet" ."
"Colleagues, we appear to have a difficulty.", "Kolleger, vi verkar ha ett problem."
"Yet again, we appear to be paralysed.", "Återigen förefaller vi paralyserade."
"If we wish to achieve something by what we are doing, we must have common rules.", "Om vi vill åstadkomma någonting med detta måste vi ha gemensamma bestämmelser."
"We need to explain to the people what we are doing and why it matters to them.", "Vi måste förklara för människorna vad vi gör och varför det är viktigt för dem."
"What are we considering doing in the case of Europol so that this is not repeated?", "Vad tänker man göra åt detta den dag då Schengenavtalet blir en del av EG-rätten?"
"What we are doing is the second cheapest and I should like to make that clear.", "Det vi väljer är bara den näst billigaste. Även detta vill jag göra helt klart."
"We are doing that now: in the Bologna process, 45 countries; in Copenhagen, 32.", "Vi håller på med det nu: 45 länder i Bolognaprocessen och 32 i Köpenhamnsprocessen."
"What we are doing now is concentrating mostly on Honduras and the north of Nicaragua.", "Vad vi nu gör är att vi koncentrerar oss främst på Honduras och norra Nicaragua."
"What matters most is what we are doing right now to get help to the starving.", "Det viktigaste är vad vi gör just nu för att få fram hjälp till de svältande."
"I believe this shows that, together, we are doing things and taking positive steps.", "Jag tror att det visar att vi tillsammans gör positiva saker och tar positiva steg."
"All we are doing is establishing an order of precedence among the candidates.", "Det är helt enkelt frågan om att fastställa en rangordning mellan dessa kandidater."
"What will we be doing today if we adopt this unacceptable text you are proposing?", "Vad skulle vi göra i dag om vi antog den oacceptabla text som ni föreslår?"
"And then, impact assessments, in order to see if what we are doing is the right way.", "Och sedan konsekvensanalyser för att se om det som vi gör är den rätta vägen."
"The European Union has a role to play in the process and we are doing that.", "Europeiska unionen har en roll att spela i processen, och vi spelar den också."
"I don't know what we're doing, believing in all this nonsense over all these years.", "Jag kan inte förstå vad vi sysslar med, tro på sådant nonsens alla dessa år."
"Tell us how we're doing - Answer five short questions about your help center experience", "Om du hellre vill spåra klicken manuellt kan du läsa Hur märker jag mina länkar?"
"What we are doing is mastering the past in order to forge a common future.", "Det som vi gör är att behärska det förflutna för att utforma en gemensam framtid."
"In the Baltic Sea, we could have fished three times as much as we are doing today.", "I Östersjön skulle vi ha kunnat fiska tre gånger så mycket som vi gör idag."
"Mr President, it is good that we are doing something to assist the poultry industry.", "– Herr talman! Det är bra att vi gör något för att hjälpa fjäderfäindustrin."
"The report’s conclusion is clear: the work we are doing is necessary and must continue.", "Betänkandets slutsats är uppenbar: vårt arbete är nödvändigt och måste fortsätta."
"This makes it very clear that there is a legal foundation for what we are doing.", "Detta visar mycket klart att det finns en rättslig grund för vad vi gör."
"Tell us how we're doing - Answer five short questions about your help center experience", "Vi jobbar hårt för att de här funktionerna ska finnas tillgängliga i alla länder."
"The protocol set a six-week period for them to do this for any item of legislation.", "Protokollet ger dem en sexveckorsperiod att göra detta för varje lagstiftningsförslag."
"It has been imposed upon them that they cannot fish for about an 11 to 12 week period.", "Det har införts så att de nu inte kan fiska under cirka 11 till 12 veckor."
"I believe that the five-week period for the changeover is of the correct duration.", "Jag anser att femveckorsperioden för övergången är av lämplig längd."
"This could be done by email or telephone within a two-week period.", "Detta kan göras per e-post eller telefon inom en tvåveckorsperiod."
"The European Parliament has, by a majority, supported a fully paid 20-week period of maternity leave.", "Europaparlamentet har, med majoritet, stött en mammaledighet med full lön under 20 veckor."
"My last point is on the question of the six-week period.", "Min sista punkt rör frågan om sexveckorsperioden."
"However, to show a forwarding number, your call extensions need to get a minimum number of clicks in a four-week period.", "Men för att visa ett vidarebefordringsnummer måste samtalstilläggen få ett lägsta antal klick under en period på fyra veckor."
"I also dislike the idea of a six-week period, for this would allow shorter assignments, which only encourages cheating.", "Vidare ogillar jag idén om en sexveckorsperiod. Det skulle nämligen möjliggöra kortare uppdragsperioder, vilket bara uppmanar till fusk."
"There we have now built in to the directive the principle that a 48-hour average working week over a period of one year will be the rule.", "Där har vi nu i direktivet byggt in principen att en arbetsvecka på i genomsnitt 48 timmar över en ettårsperiod skall vara regel."
"A twenty-week maternity leave period on full pay is not a feasible solution for our social security systems and government budgets.", "En tjugo veckors mammaledighet med full betalning är inte en möjlig lösning för vårt system för social trygghet och för våra staters budgetar."
"The harmonization of licences in the internal market certainly makes sense, though we regard the proposed six-week period as too short.", "En harmonisering av licenserna inom den inre marknaden är säkert meningsfull. Den föreslagna sexveckorsfristen ser vi dock som alldeles för kort."
"Drivers, both employed and self-employed, are permitted to drive for an average of 45 hours per week in a two-week period, as Commissioner Tajani has also pointed out.", "Förare, både anställda och egenföretagare, får köra i genomsnitt 45 timmar per vecka under en tvåveckorsperiod, vilket kommissionsledamot Tajani också har påpekat."
"Businesses have objected to a minimum 20-week period of maternity leave because it will cause additional costs that cannot be met in the current economic situation.", "Företagen har motsatt sig en mammaledighet på minst 20 veckor eftersom det kommer att leda till ytterligare kostnader som inte kan betalas i den nuvarande ekonomiska situationen."
"After the vote that will take place tomorrow, we will be at the start of a three-week consultation period with the Council, during which we will hopefully come to an agreement.", "Efter morgondagens omröstning kommer vi att befinna oss i början av en treveckorsperiod för samråd med rådet, då vi förhoppningsvis kommer fram till en överenskommelse."
"Eurostat examined training participation of people aged over thirty during a four-week period in 1996 and they discovered that only 3.6 % of Europeans had been involved.", "Eurostat undersökte deltagandegraden i utbildning för personer över 30 år under en period på fyra veckor 1996, och kom fram till att endast 3, 6 procent av européerna hade deltagit."
"Nor can I allow the 6-week period which allows temporary agency workers to be used in certain countries for a very short space of time for work of minor importance to be deleted.", "Jag kan inte heller acceptera att man tar bort den period på 6 veckor, som i vissa länder innebär möjlighet att anlita inhyrd personal under en mycket kort tid och för mindre viktiga arbetsuppgifter."
"What a firm grip.", "Vilket handslag."
"This is undeniably an advance in democracy which I value highly and for which I am grateful to you.", "Detta är obestridligen ett demokratiskt framsteg, som jag värderar högt och för vilket jag är tacksam mot er."
"This is undeniably an advance in democracy which I value highly and for which I am grateful to you.", "Till sist skulle jag vilja belysa den djupa förståelsen mellan parlamentet och kommissionen i lagstiftningsfrågor."
"The agreement reached by the largest political groups in the European Parliament on a joint and, indeed, very good motion for a resolution is a step which I value highly.", "Den överenskommelse som har nåtts mellan de största politiska grupperna i Europaparlamentet om det gemensamma och mycket bra resolutionsförslaget är ett steg som jag värderar högt."
"That is why I attach a great deal of importance to this debate, Mr President, and I should like to thank Parliament in advance for its active participation, which I value so highly.", "Därför fäster jag en sådan stor vikt vid denna debatt, herr talman, och jag skulle vilja tacka parlamentet i förskott för dess aktiva deltagande, som jag så högt värdesätter."
"Consumers who make claims have, therefore, a local point of access and information.", "Konsumenter som gör skadeståndanmälningar har därför ett lokalt ställe för tillgänglighet och information."
"These shadow domains often will be owned by the SEO who claims to be working on a client's behalf.", "Sådana skuggdomäner ägs ofta av leverantörer av sökmotoroptimeringar som hävdar att de arbetar för en kund."
"Every person who claims to be democratic must take responsibility and fight against intolerance in all situations.", "Varje person som säger sig vara demokrat måste ta sitt ansvar och bekämpa intolerans i alla lägen."
"Anyone who claims that hardly any damage has occurred involving food supplements to date is probably right.", "Var och en som säger att det hittills knappast skett några olyckor med kosttillskott har antagligen rätt."
"I do, in fact, share the view of Mr Van Dam who claims that these adjustments can be made a great deal faster.", "Egentligen instämmer jag också med Van Dam som säger att dessa anpassningar borde ske mycket snabbare."
"Those who make these claims, I feel, are either mistaken or misinformed, or they do so in bad faith.", "Jag anser att de som hävdar det antingen har fel eller är felinformerade, eller att de gör det mot bättre vetande."
"Anyone who claims otherwise is not telling the truth!", "Den som hävdar något annat, talar inte sanning!"
"Anyone who claims otherwise is either completely ignorant or, for one reason or another, a puppet of the tobacco industry.", "Den som påstår något annat är antingen helt okunnig eller har egna skäl att gå i tobaksindustrins ledband."
"There is a leader, Mr Nasrallah, who is the political and military leader, and who claims that they are an organisation.", "Det finns en ledare, Hassan Nasrallah, som är politisk och militär ledare och som hävdar att de är en organisation."
"The reality is that some painful measures are unavoidable in Greece and anyone who claims otherwise is lying to the Greek people.", "Faktum är att en del smärtsamma åtgärder måste till i Grekland, och att den som säger någonting annat ljuger för det grekiska folket."
"Anyone who claims that only Christians killed Muslims in Bosnia and Herzegovina and that the opposite did not happen is a hypocrite.", "Alla som påstår att det bara var kristna som dödade muslimer i Bosnien och Hercegovina och att det motsatta aldrig inträffade är hycklare."
"These details were stolen by a former employee of the betting company, who now claims to represent a business with headquarters in Melbourne, Australia.", "Uppgifterna stals av en f.d."
"I have been contacted by a constituent who claims that she is no longer able to buy unpasteurised cheese which was produced in the USA due to an import ban.", "Jag har kontaktats av en väljare som hävdar att hon inte längre kan köpa opastöriserad ost som tillverkas i USA på grund av ett importförbud."
"Lastly, we know that anyone who claims to meet the needs of the citizens must first ensure their total involvement in public policy decisions.", "Och vi vet slutligen att den som gör anspråk på att uppfylla medborgarnas behov först och främst måste garantera att de är fullt delaktiga i offentligpolitiska beslut."
"My second brief comment is in response to Mr Bütikofer, who claims that we have not done enough to reflect energy priorities in the next budget.", "Min andra korta kommentar är ett svar till Reinhard Bütikofer, som hävdar att vi inte har gjort tillräckligt för att reflektera energiprioriteringarna i nästa budget."
"Mr President, I do not wish to reopen the debate; I simply wish to respond to Mrs McKenna, who claims that this report represents a victory for the arms industry lobbies.", "Kommissionens initiativ bygger på just detta synsätt, som är vårt synsätt, som är EU: s perspektiv och som konventet låtit gå igen i utkastet till konstitution."
"And yet those who make these claims have many more far more destructive weapons scattered throughout the world and are threatening to turn them against China, Russia and elsewhere.", "Ändå har dem som kommer med dessa påståenden många fler förstörelsevapen utspridda runtom i världen och hotar att vända dem mot Kina, Ryssland och andra länder."
"Your self-appointed role as this House’s resident lobbyist for the German car industry is something I find almost shameful in someone who claims to want to preserve nature.", "Er självutnämnda roll som parlamentets ständiga lobbyist för den tyska bilindustrin är någonting som jag nästan anser vara skamligt för en person som säger sig vilja bevara naturen."
"Your self-appointed role as this House’ s resident lobbyist for the German car industry is something I find almost shameful in someone who claims to want to preserve nature.", "Er självutnämnda roll som parlamentets ständiga lobbyist för den tyska bilindustrin är någonting som jag nästan anser vara skamligt för en person som säger sig vilja bevara naturen."
"Those who are advancing such claims should remember that war reparations owing to Poland have not yet been paid off, and that Poland may not be prepared to overlook the fact.", "De som framställer sådana anspråk bör minnas att de krigsskadestånd som Tyskland är skyldigt Polen inte har slutbetalats ännu, och att Polen kanske inte är berett att överse med detta."
"That includes wholesome food from a healthy environment as well as the requisite amount of exercise.", "Det innefattar hälsosamma livsmedel från en hälsosam miljö liksom en erforderlig mängd motion."
"That includes a healthy environment, and it also includes wholesome food.", "Det inbegriper en hälsosam miljö och ordentlig mat."
"The people of the EU must have access to sufficient wholesome food, despite economic difficulties.", "Människorna i EU måste ha tillgång till tillräckliga hälsosamma livsmedel trots ekonomiska svårigheter."
"We in Europe want to eat wholesome food, from our region: good, fresh milk, milk that I obviously drink.", "I Europa vill vi äta hälsosam mat från vår region: god, färsk mjölk, mjölk som jag självklart dricker."
"They must be reassured that all the necessary measures really are in place to ensure that they are buying good wholesome food.", "De måste känna att allt som behövs faktiskt har gjorts för att de ska kunna köpa hälsosam mat."
"One of the key objectives of the common agricultural policy is to produce good, wholesome food for the consumers of Europe.", "Ett av de främsta målen för den gemensamma jordbrukspolitiken är att producera goda och hälsosamma livsmedel för Europas konsumenter."
"All this has led to the interest in organic farming as a means of ensuring that completely wholesome food is being produced.", "Allt detta har lett till ett intresse för ekologisk odling som ett sätt att garantera att den mat som produceras är fullständigt hälsosam."
"Production of wholesome food, protection of the environment and good animal welfare standards must also be key elements of CAP reform.", "Produktion av hälsosamma livsmedel, skyddet av miljön och en god djurskyddsstandard måste också vara nyckelelement i reformen av den gemensamma jordbrukspolitiken."
"We want wholesome food produced in a diverse system, and by diverse I do mean biological diversity, but also diversity in terms of production.", "Vi vill ha hälsosamma livsmedel producerade i ett system präglat av mångfald, och då menar jag inte bara biologisk mångfald utan även mångfald i fråga om produktion."
"For me as a Social Democrat it is important that everyone has access to wholesome food at reasonable prices and at the same time that farmers are able to receive a reasonable income for their work.", "För mig som socialdemokrat är det viktigt att alla har tillgång till näringsrik mat till rimliga priser och att jordbrukarna samtidigt får en rimlig ersättning för sitt arbete."
"I will make an active commitment to ensure greater transparency, information and protection of consumer rights, which are instruments that I consider essential to promote healthy, wholesome food.", "Jag åtar mig att aktivt sträva efter större öppenhet och insyn, information och skydd av konsumenternas rättigheter, vilket är väsentligt för att främja hälsosamma och nyttiga livsmedel."
