//Sentences
"2009 budget guidelines - (sections I, II, IV, V, VI, VII, VIII et IX) (debate)", "2009 års budgetriktlinjer - (avsnitt I, II, IV, V, VII, VIII och IX) (debatt)"
"2008 draft general budget: Sections I, II, IV, V, VI, VII, VIII and IX (vote)", "Förslag till allmän budget 2008 (avsnitt I, II, IV, V, VI, VII, VIII, IX) (omröstning)"
"The petitions process (amendment of Title VIII of the Rules of Procedure) (debate)", "Översynen av bestämmelserna i arbetsordningen om förfarandet för framställningar (debatt)"
"2006 discharge: EU general budget, section VIII - European Ombudsman (", "Ansvarsfrihet 2006: EU:s allmänna budget, avsnitt VIII - Europeiska ombudsmannen ("
"Draft general budget 2009 (Sections I, II, IV, V, VI, VII, VIII and IX) (", "Förslag till allmän budget 2009 (avsnitt I, II, IV, V, VI, VII, VIII, IX) ("
"Draft general budget 2010 (Sections I, II, IV, V, VI, VII, VIII, IX) (", "Förslag till EU:s allmänna budget 2010 (avsnitt I, II, IV, V, VI, VII, VIII, IX) ("
"I must emphasise that the problem is particularly crucial with regard to DG VIII and ECHO.", "Och jag vill betona att problemet är särskilt kritiskt när det gäller GDVIII och ECHO."
"Annexe VIII to this directive further outlines minimum requirements for the development of VAs.", "I bilaga VIII till direktivet utformas ytterligare minimikrav för dessa avtal."
"Guidelines for the 2010 budget procedure - Sections I, II, IV, V, VI, VII, VIII and IX (", "Riktlinjerna för budgetförfarandet för 2010 - avsnitt I, II, IV, V, VI, VII, VIII och IX ("
"Rural development: adapting Annex VIII to the Act of Accession of Bulgaria and Romania (vote)", "Anpassning av bilaga VIII till anslutningsakten för Bulgarien och Rumänien (omröstning)"
"All the projects could be in DG VIII for development as far as ACP countries are concerned.", "Alla projekten skulle kunna sortera under GD VIII för utveckling vad gäller AVS-länderna."
"Section VIII(B) – European Data Protection Supervisor (2006/2021 (BUD)).", "Avsnitt VIII (B) – Europeiska datatillsynsmannen (2006/2021 (BUD))."
"That is why I tabled amendments to Annexes V to VIII of REACH.", "Det är därför jag lade fram ändringsförslag till bilagorna V–VIII i REACH."
"EUR 4 billion are available in Category VIII for the year 2002.", "För 2002 står 4 miljarder euro till förfogande under budgetrubrik VIII."
"I cannot accept Amendment No 55 to Annex VIII, reducing the protection measures against scrapie.", "Jag kan inte godta ändringsförslag 55 till bilaga VIII som minskar skyddsåtgärderna mot skrapie."
"The good work done in the past by the units in DG Ib and DG VIII was also mentioned.", "Nu påtalades det också att myndigheterna vid Generaldirektorat Ib och VIII tidigare har gjort ett bra arbete."
"I dreamt that I had become a VIP.", "Jag drömde att jag hade blivit en framstående person."
"In addition, we are determining the future viability of a typically European product in the tourism sector, the VIP or conference bus.", "Dessutom avgör vi den framtida livskraften för en typisk europeisk produkt inom turistsektorn, nämligen VIP- eller konferensbussen."
"(IT) Mr President, ladies and gentlemen, President, first of all I would like to greet the president of the DTP Party, Mr Ahmet Türk, who is a VIP guest here to follow the debate.", "(IT) Herr talman, mina damer och herrar, herr ordförande! Först och främst vill jag välkomna DTP-partiets ordförande Ahmet Türk, som är VIP-gäst här för att följa debatten."
"Ladies and gentlemen, I wish to welcome the members of a delegation from the Parliament of Kyrgyzstan, under the leadership of Mr Matubraimov, who have taken their seats in the VIP gallery.", "Mina damer och herrar! Jag vill välkomna ledamöterna i en delegation från parlamentet i Kirgizistan, under ledning av Almanbet Matubraimov, som har tagit plats på åhörarläktaren."
"more_vert open_in_new Link to European Parliament warning Request revision We should try to analyse when a new approach directive can be used vis-à-vis old approach directives.", "expand_more Vi bör försöka reda upp när ett nytt metoddirektiv kan användas vis-à-vis gamla metoddirektiv."
"more_vert open_in_new Link to European Parliament warning Request revision Det är på sätt och vis något tidigt att göra en slutlig bedömning av resultatet.", "expand_more It is in a way rather early to make a definitive assessment of the outcome."
"more_vert open_in_new Link to statmt.org warning Request revision Medlemsstaternas nationalekonomier är sammanflätade med varandra på ett särskilt vis.", "expand_more The Member States' economies are interwoven in a particular manner."
"more_vert open_in_new Link to statmt.org warning Request revision På sitt eget vis skapade konventet ett förvånansvärt bra resultat.", "expand_more In its fashion, the Convention produced an astonishing good result."
"more_vert open_in_new Link to TED warning Request revision Slutligen, kanske det viktigaste, en vis person skapas steg för steg, hon föds inte vis.", "expand_more And finally, perhaps most important, a wise person is made, not born."
"more_vert open_in_new Link to TED warning Request revision En vis person vet hur man använder sin moraliska kunskap för att åstadkomma rätt saker.", "expand_more A wise person knows how to use these moral skills in the service of the right aims."
"more_vert open_in_new Link to European Parliament warning Request revision En annan grekisk vis man och retoriker, Antifon, sade också att människor som utsätts för tortyr endast säger det som faller i god jord hos den som torterar.", "sage and rhetorician, Antiphontas, also said that people subjected to torture only say what pleases their torturers."
"more_vert open_in_new Link to European Parliament warning Request revision Vi bör försöka reda upp när ett nytt metoddirektiv kan användas vis-à-vis gamla metoddirektiv.", "expand_more We should try to analyse when a new approach directive can be used vis-à-vis old approach directives."
"Because it would further weaken our negotiating position vis-à-vis the Council.", "Därför att man urholkar förhandlingsläget gentemot rådet ytterligare på det sättet."
"We too are not always in the most credible position, including vis-à-vis Turkey.", "Inte heller vi är alltid särskilt trovärdiga, inte heller gentemot Turkiet."
"Regarding infringements, I just mentioned one case vis-à-vis one Member State.", "Beträffande överträdelser nämnde jag just ett fall gentemot en medlemsstat."
"It is wrong vis-à-vis the population when we create programmes that we cannot implement.", "Det är fel gentemot befolkningen att ta fram program som vi inte kan genomföra."
"No one knows what kind of authority this parliament is going to have vis-à-vis UNMIK.", "Ingen vet vilka befogenheter detta parlament sedan skall ha gentemot UNMIK."
"Turkey has special status vis-à-vis the European Union as far as Cyprus is concerned.", "Turkiet har särskild status i förhållande till Europeiska unionen när det gäller Cypern."
"The last - and probably the most important - point is transparency vis-à-vis the citizens.", "Det sista - och förmodligen viktigaste - skälet är öppenheten gentemot medborgarna."
"The Council committed a third mistake, this time vis-à-vis the Commission.", "Det tredje misstag som begås av rådet är i förhållande till kommissionen."
"The policies of various Member States vis-à-vis these problems vary greatly.", "Medlemsstaternas politik vad gäller dessa problem är mycket varierande."
"All partners have approved the European Union's coordination vis-à-vis the Ottawa process.", "Alla partners har accepterat EE-samordningen när det gäller Ottawaprocessen."
"However, we should also like to strengthen the Commission vis-à-vis the Member States.", "Men vi skulle också vilja stärka kommissionen gentemot medlemsstaterna."
"We need to realise that a hard-line approach is sometimes required vis-à-vis the drugs mafia.", "Vi måste inse att det ibland är nödvändigt att uppträda hårt mot narkotikamaffian."
"It was unhelpful vis-à-vis the Korean threat and harmful to our own single market.", "Det var inte användbart gentemot det koreanska hotet och skadligt för vår gemensamma marknad."
"Subject: Agreement with the United States on immunity vis-à-vis the International Criminal Court", "Angående: Avtal med USA om immunitet inför den internationella brottmålsdomstolen"
"Her stance hardly fits in with Mr Blair’s 'red lines' vis-à-vis the Constitution.", "Hennes inställning stämmer knappast med Tony Blairs ”absoluta gränser” i fråga om konstitutionen."
"Japan's continuing high trade surplus vis-à-vis the European Union is an indication of this.", "Japans ännu höga handelsöverskott gentemot unionen är ett tecken på detta."
"The European Union, for this and other reasons, has some credibility vis-à-vis the DPRK.", "Av bland annat detta skäl äger Europeiska unionen en viss trovärdighet gentemot Nordkorea."
"What is the Council position vis-à-vis the Brussels negotiating session of the Ottawa Process?", "Vilken är rådet inställning beträffande Ottawaprocessens förhandlingsrunda i Bryssel?"
"These moves will enhance European citizens' rights vis-à-vis big banking corporations.", "Dessa åtgärder kommer att stärka de europeiska medborgarnas rättigheter gentemot storbankerna."
"What position has the Commission taken vis-à-vis the above-mentioned elections?", "Vilken ståndpunkt har kommissionen när det gäller detta val?"
"Division of Customs Custom House Lascaris Wharf MT - Valletta VLT 1920 E-mail: malta.customs[at]gov.mt", "Division of Customs Custom House Lascaris Wharf MT - Valletta VLT 1920 E-mail: malta.customs[at]gov.mt"
"Ministry of Foreign Affairs Palazzo Parisio Merchants Street Valletta VLT1171 Tel: +356 21242 191/21242 853 E-mail: info.mfa[at]gov.mt", "Ministry of Foreign Affairs Palazzo Parisio Merchants Street Valletta VLT1171 Tel: +356 21242 191/21242 853 E-mail: info.mfa[at]gov.mt"
"Ministeru ta' l-Edukazzjoni, u l-Impjieg Ministry of Educationand Employment Palazzo Ferreria 310, Republic Street, Valletta - VLT 2000.", "Ministeru ta' l-Edukazzjoni, u l-Impjieg Ministry of Educationand Employment Palazzo Ferreria 310, Republic Street, Valletta - VLT 2000."
"European Youth Portal 36 Old Mint Street MT-Valletta VLT12 Tel: +356 21 255 087; +356 21 255 663 Fax: +356 255 86 139 E-mail:youth.eupu[at]gov.mt", "European Youth Portal 36 Old Mint Street MT-Valletta VLT12 Tel: +356 21 255 087; +356 21 255 663 Fax: +356 255 86 139 E-mail:youth.eupu[at]gov.mt"
"VOC emissions are far too serious in these countries.", "Utsläppet av VOC är alldeles för allvarligt för detta i dessa länder."
"I support the Commission's initiative to introduce Community-wide measures for reducing VOC emissions.", "Jag stöder kommissionens initiativ att införa gemenskapsomfattande åtgärder för att minska VOC-utsläppen."
"The Commission has also recognised that this proposal to reduce VOC emissions is going to have an important effect on the environment.", "Kommissionen har också insett att förslaget om att minska VOC-utsläppen kommer att få viktiga konsekvenser för miljön."
"VOC emissions in the European Union are to be reduced by 1.4 million tonnes, or about 67 %, by the year 2007.", "Fram till år 2007 skall utsläppen av flyktiga organiska föreningar i Europeiska unionen reduceras med 1, 4 miljoner ton, dvs. ungefär 67 procent."
"Mr President, ladies and gentlemen, the Cabrol report on the reduction of VOC emissions is a critical document.", "Herr ordförande, ärade kolleger! Cabrols betänkande om begränsningen av utsläppet av flyktiga organiska föreningar är ett anspråksfullt betänkande."
"The main purpose of the directive is to reduce VOC emissions from a long list of industrial activities in which solvents are used.", "Huvudsyftet med direktivet är att minska VOC-utsläppen från en lång rad industriella verksamheter där man använder lösningsmedel."
"My instinct tells me that the Council's compromise proposal with regard to SO2, NOx and the VOC will lead to higher emission levels.", "Rådets kompromissförslag avseende svaveloxid, kväveoxider och flyktiga organiska ämnen tror jag kommer att leda till högre utsläpp."
"My instinct tells me that the Council' s compromise proposal with regard to SO2, NOx and the VOC will lead to higher emission levels.", "Rådets kompromissförslag avseende svaveloxid, kväveoxider och flyktiga organiska ämnen tror jag kommer att leda till högre utsläpp."
"We can now see that there are volatile organic compounds (VOC) and even ozone has appeared because of all the substances released into the air.", "Vi kan se att det förekommer lättflyktiga organiska ämnen och till och med ozon på grund av alla de ämnen som frigörs i luften."
"The proposed aim of the directive, namely a two-thirds reduction in VOC emissions, certainly justifies the cost involved.", "Målet vi strävar efter med detta direktiv, en reducering med två tredjedelar av utsläppen av flyktiga organiska föreningar, rättfärdigar absolut dessa siffror."
"Approximately 51 % of VOC emissions stem from solvent use.", "Som komplettering till det som sagts av kollegan Rübig vill jag fastslå följande: Cirka 51 procent av VOC orsakas av användningen av lösningsmedel."
"In the table, we support the SO2, NOx and the VOC and, where ammonia is concerned, we would refer to the Council' s proposal.", "När det gäller tabellen så stöder vi svaveldioxid (SO2), kväveoxider (NOx) och flyktiga organiska föreningar (VOC) och vad gäller ammoniak återgår vi till rådets förslag."
"Member States have committed themselves to achieving significant reductions in VOC emissions in 2010 in order to meet the so-called national emissions ceiling.", "Medlemsstaterna har åtagit sig att kraftigt minska VOC-utsläppen fram till 2010 för att nå de så kallade nationella tröskelvärdena för utsläpp."
"In the PPE's view the common position constitutes a balanced regulation for restricting VOC emissions, from both an ecological and an economic point of view.", "Enligt vår grupps uppfattning utgör den gemensamma ståndpunkten både ekologiskt och ekonomiskt balanserade bestämmelser för begränsningen av utsläpp av flyktiska organiska föreningar."
"We cannot protect ourselves against the problems arising from VOCs.", "Vi kan inte skydda oss mot problemen med flyktiga organiska föreningar."
"This directive has been created on the basis of a real need to reduce emissions of so-called VOCs.", "Detta direktiv har skapats på basis av ett verkligt behov för att minska de så kallade VOC-utsläppen."
"Everyone knows that substitutes for VOCs exist.", "Vi vet att det finns tekniska lösningar också på ersättningsmedel när det gäller de flyktiga organiska ämnena."
"The first is a Directive on paints, as we know that a third of all paints are also responsible for VOCs.", "För det första ett direktiv för färger, ty vi vet att en tredjedel av alla färger bidrar till dessa flyktiga organiska ämnen."
"Secondly, because 250°C is the boiling point chosen to define VOCs in the EU eco-labelling scheme.", "För det andra är 250 °C den kokpunkt som ligger till grund för definitionen av flyktiga organiska föreningar enligt EU:s miljömärkningssystem."
"Secondly, because 250°C is the boiling point chosen to define VOCs in the EU eco-labelling scheme.", "För det andra är 250° C den kokpunkt som ligger till grund för definitionen av flyktiga organiska föreningar enligt EU: s miljömärkningssystem."
"Volatile organic compounds (VOCs), in this case hydrocarbons, have a considerable part to play in the formation of ground-level ozone.", "Flyktiga organiska föreningar (VOC), i detta fall kolväten, har stor betydelse för bildningen av marknära ozon."
"The aim is straightforward: VOCs must be replaced by a better product, and that is precisely what Amendment No 1 demands.", "Målet är enkelt: flyktiga organiska föreningar skall ersättas med en bättre produkt, och det är just det som rekommenderas i ändringsförslag 1."
"It is indeed a question of a good or a bad life, or even death, for many people who work with or are exposed to VOCs.", "Det är faktiskt fråga om ett bra eller dåligt liv, kanske t.o.m. död, för många människor som arbetar med eller utsätts för flyktiga organiska föreningar."
"Petrol contains volatile organic compounds (VOCs) that evaporate inside the fuel tank, filling the empty space in the tank above the fuel.", "Bensin innehåller flyktiga organiska föreningar (VOC) som avdunstar inuti bränsletanken och fyller det tomma utrymmet i tanken ovanför bränslet."
"This makes sense from an environmental point of view, as it is the part of the VOCs that evaporates into the atmosphere we want to reduce.", "Förslaget är rimligt från en miljösynpunkt eftersom det är utsläppen av just dessa flyktiga organiska föreningar som avdunstar ut i atmosfären som vi vill minska."
"Member States are also required to prepare, and regularly update, national emission inventories and emission projections for 2010 for SO2, NOx, VOCs and NH3.", "De är också skyldiga att till år 2010 förbereda och regelbundet uppdatera förteckningar över utsläpp och nationella utsläppsprognoser för SO2, NOx, COV och NH3."
"The fact that VOCs also contribute to the destruction of the ozone layer and so lay us open to serious climate changes, only makes the need for action even greater.", "Att VOC-utsläppen också medverkar till att bryta ned ozonlaget och därmed utsätter oss för allvarliga klimatändringar gör bara behovet av en aktiv insats ännu större."
"Some points are not fully developed, however, and I would underline what Mrs Dybkjær said just now, namely that the main purpose of this exercise should be to replace VOCs once and for all.", "Jag vill understryka det som Dybkjær sade alldeles i början: Det viktigaste med detta måste ändå vara att vi ersätter dessa ämnen fullständigt."
"Ground-level ozone, or photochemical smog as it is also called, is the result of three components: VOCs - volatile organic compounds - NOx - nitrogen oxide - and sunshine.", "Marknära ozon, eller fotokemisk smog som det också kallas, uppkommer genom samverkan mellan tre komponenter: flyktiga organiska föreningar (VOC), kväveoxider (NOx) och solljus."
"The emissions of many of the VOCs, as has also been emphasized in the debate here, are directly harmful to human health and should therefore be reduced as much as is technically possible.", "Många av VOC-utsläppen - som det också framgått av debatten här - är direkt hälsofarliga för människor, och därför måste de minskas så mycket som det är tekniskt möjligt."
"However, there is a practical sticking point: for the time being we do not have any recognised standard or method for calculating the weight of those VOCs which remain bound in the film.", "Däremot finns det en praktisk hake: för närvarande saknar vi en etablerad standard eller metod för att fastställa halten av de flyktiga organiska föreningar som förblir bundna i det täckande skiktet."
"VP (vice president)", "VP (vice ordförande)"
"I should like to explain on behalf of my Austrian colleagues in the VP, and also for Mr Frischenschlager in the Liberals, why we rejected the eight hour clause.", "Jag vill förklara för de österrikiska ledamöterna i PPE-gruppen, men också för kollegan Frischenschlager från liberalerna, varför vi har avslagit de åtta timmarna."
"I hope that this VPA system will be rolled out quickly to other forest countries.", "Jag hoppas att detta system med frivilliga partnerskapsavtal sprids snabbt till andra skogsländer."
"A VPA has already been signed between the EU and Ghana in 2009.", "Ett frivilligt partnerskapsavtal mellan EU och Ghana ingicks redan 2009."
"Most of the criteria derived from VPA definitions have been met.", "De flesta kriterierna enligt FPA:s definitioner har uppfyllts."
"On enforcement and implementation, the VPA establishes a joint committee to monitor implementation of the agreement.", "När det gäller tillämpning och genomförande innebär det frivilliga partnerskapsavtalet att en gemensam kommitté inrättas för att övervaka avtalets genomförande."
"The VPA will come into effect as soon as the promised legislative changes have been implemented and the system to verify legality put in place.", "FPA kommer att träda i kraft så snart de utlovade ändringarna i lagstiftningen har genomförts och laglighetsförsäkringssystemet har införts."
"The EU-Congo VPA provides for a series of political and regulatory reforms which will enable the Congo's timber industry to establish good governance practices and greater transparency.", "FPA Kongo-EU föreskriver en rad politiska och lagstiftningsmässiga reformer som gör det möjligt för skogssektorn i Kongo att införa en god förvaltning och ökad transparens."
"The Irish rate of VRT has been sanctioned under EU law.", "Den irländska registreringsskatten för fordon har godkänts enligt EU-rätten."
"VRT should only depend on the costs of the measures.", "Registreringsskatten bör endast vara beroende av kostnaderna för åtgärderna."
"Ireland gains EUR 1.15 billion from VRT.", "Irland får in 1,15 miljarder euro genom registreringsskatten för fordon."
"This report suggests that the abolition of VRT will be good for the Irish consumer.", "I betänkandet menar man att avskaffandet av registreringsskatten för fordon kommer att vara bra för de irländska konsumenterna."
"In Ireland VRT totals EUR 1.15 billion, which is a huge amount in a very small country.", "I Irland uppgår registreringsskatten för fordon till 1,15 miljarder euro, vilket är ett stort belopp i ett mycket litet land."
"VRT for Ireland is a national tax and setting the rate of taxation is therefore a national competence.", ". – Registreringsskatten för fordon i Irland är en nationell skatt, och att fastställa skattesatsen faller därför under nationell behörighet."
"VRT for Ireland is a national tax and setting the rate of taxation is therefore a national competence.", ". – Registreringsskatten för fordon i Irland är en nationell skatt, och att fastställa skattesatsen faller därför under nationell behörighet."
"Ireland has one of the highest rates of VRT in Europe, with almost 10% of the total tax take coming from motorists.", "Irland har en av de högsta fordonsregistreringsskatterna i Europa. Nästan 10 procent av landets sammanlagda skatteintäkter kommer från bilisterna."
"Mr President, I hope the Commissioner appreciates how happy the Irish car buyer would be to see VRT eliminated.", "Herr talman! Jag hoppas att kommissionsledamoten förstår hur glada de irländska bilköparna skulle bli om registreringsskatten för fordon avskaffades."
"The new VRT system will see the introduction of a seven-band system based on carbon dioxide emissions and not on engine size.", "Det nya fordonsregistreringssystemet kommer att innehålla ett system med sju grupper som kommer att grundas på koldioxidutsläpp och inte på motorstorlek."
"This very topic was, however, given plenty of air time on the Belgian TV channel VRT that evening, so it seems that it had been leaked.", "Just den här frågan ägnades dock massor av sändningstid i den belgiska tv-kanalen VRT samma kväll, så det verkar som om det hela hade läckt ut."
"The manufacturers will increase the price of their cars, so our consumers may not benefit from the abolition of VRT..", "Tillverkarna kommer att höja priset på sina bilar och därför kommer våra konsumenter kanske inte att vinna något på att registreringsskatten för fordon avskaffas."
"From July 2008, Ireland will see major changes to our existing annual motor tax regime and to the vehicle registration tax (VRT) system.", "Från och med juli 2008 kommer Irland att genomgå stora förändringar av det nuvarande skattesystemet för motorfordon och fordonsregistreringssystemet."
"I believe VRT is an anti-free market mechanism and one of the reasons why the EU passenger car market has not been functioning well.", "Jag anser att fordonsregistreringsskatten är en mekanism som motverkar den fria marknaden och att den är en av anledningarna till att personbilsmarknaden inom EU har fungerat ganska dåligt."
"In Ireland we consider VRT to be a national tax and we consider the mix of taxation, the rate of taxation, to be a matter falling within national competence.", "I Irland betraktar vi registreringsskatten för fordon som en nationell skatt och vi anser att skattesammansättningen och skattesatsen hör till den nationella behörigheten."
